block_id,A,B,probability
0,3,100000,1.0
1,3,10,0.0
1,3,100,0.0
1,3,1000,0.0
1,3,10000,0.0
1,3,100000,1.0
2,3,100000,1.0
3,3,100000,1.0
4,3,100000,1.0
5,2,100,1.0
6,1,100,1.0
7,1,100,1.0
8,2,10000,1.0
9,2,100,1.0
10,3,100000,1.0
11,2,100,1.0
12,3,10,0.0
12,3,100,0.0
12,3,1000,0.0
12,3,10000,0.0
12,3,100000,1.0
13,3,100000,1.0
14,1,1000,1.0
15,3,100000,1.0
16,1,10,0.2
16,1,100,0.3
16,1,1000,0.5
16,1,10000,0.0
16,1,100000,0.0
17,3,100000,1.0
18,1,1000,1.0
19,1,100,1.0
20,3,100000,1.0
21,1,10,0.2
21,1,100,0.3
21,1,1000,0.5
21,1,10000,0.0
21,1,100000,0.0
22,1,1000,1.0
23,3,100000,1.0
24,2,1000,1.0
25,2,10000,1.0
26,1,10,0.2
26,1,100,0.3
26,1,1000,0.5
26,1,10000,0.0
26,1,100000,0.0
27,3,100000,1.0
28,3,100000,1.0
29,1,1000,1.0
30,1,1000,1.0
31,2,10000,1.0
32,1,10,0.2
32,1,100,0.3
32,1,1000,0.5
32,1,10000,0.0
32,1,100000,0.0
33,1,10,0.2
33,1,100,0.3
33,1,1000,0.5
33,1,10000,0.0
33,1,100000,0.0
34,3,10,0.0
34,3,100,0.0
34,3,1000,0.0
34,3,10000,0.0
34,3,100000,1.0
35,1,1000,1.0
36,3,100000,1.0
37,1,100,1.0
38,2,1000,1.0
39,3,100000,1.0
40,1,1000,1.0
41,3,100000,1.0
42,2,10000,1.0
43,3,10,0.0
43,3,100,0.0
43,3,1000,0.0
43,3,10000,0.0
43,3,100000,1.0
44,3,100000,1.0
45,2,100,1.0
46,3,10,0.0
46,3,100,0.0
46,3,1000,0.0
46,3,10000,0.0
46,3,100000,1.0
47,3,10,0.0
47,3,100,0.0
47,3,1000,0.0
47,3,10000,0.0
47,3,100000,1.0
48,2,10000,1.0
49,1,10,0.2
49,1,100,0.3
49,1,1000,0.5
49,1,10000,0.0
49,1,100000,0.0
50,3,10,0.0
50,3,100,0.0
50,3,1000,0.0
50,3,10000,0.0
50,3,100000,1.0
51,1,10,0.2
51,1,100,0.3
51,1,1000,0.5
51,1,10000,0.0
51,1,100000,0.0
52,1,100,1.0
53,1,10,0.2
53,1,100,0.3
53,1,1000,0.5
53,1,10000,0.0
53,1,100000,0.0
54,1,10,0.2
54,1,100,0.3
54,1,1000,0.5
54,1,10000,0.0
54,1,100000,0.0
55,1,1000,1.0
56,1,1000,1.0
57,2,10000,1.0
58,1,10,0.2
58,1,100,0.3
58,1,1000,0.5
58,1,10000,0.0
58,1,100000,0.0
59,3,100000,1.0
60,3,100000,1.0
61,1,100,1.0
62,2,10000,1.0
63,3,100000,1.0
64,1,100,1.0
65,3,10,0.0
65,3,100,0.0
65,3,1000,0.0
65,3,10000,0.0
65,3,100000,1.0
66,2,1000,1.0
67,1,100,1.0
68,1,10,1.0
69,2,10000,1.0
70,3,100000,1.0
71,1,10,1.0
72,3,100000,1.0
73,3,10,0.0
73,3,100,0.0
73,3,1000,0.0
73,3,10000,0.0
73,3,100000,1.0
74,3,100000,1.0
75,3,100000,1.0
76,3,100000,1.0
77,2,10000,1.0
78,1,10,0.2
78,1,100,0.3
78,1,1000,0.5
78,1,10000,0.0
78,1,100000,0.0
79,1,1000,1.0
80,1,10,1.0
81,3,100000,1.0
82,2,10000,1.0
83,3,10,0.0
83,3,100,0.0
83,3,1000,0.0
83,3,10000,0.0
83,3,100000,1.0
84,1,10,1.0
85,3,10,0.0
85,3,100,0.0
85,3,1000,0.0
85,3,10000,0.0
85,3,100000,1.0
86,2,1000,1.0
87,1,1000,1.0
88,1,100,1.0
89,1,1000,1.0
90,1,10,1.0
91,2,10000,1.0
92,2,10000,1.0
93,3,10,0.0
93,3,100,0.0
93,3,1000,0.0
93,3,10000,0.0
93,3,100000,1.0
94,3,10,0.0
94,3,100,0.0
94,3,1000,0.0
94,3,10000,0.0
94,3,100000,1.0
95,2,10000,1.0
96,2,100,1.0
97,1,10,0.2
97,1,100,0.3
97,1,1000,0.5
97,1,10000,0.0
97,1,100000,0.0
98,3,100000,1.0
99,3,100000,1.0
100,3,100000,1.0
101,3,10,0.0
101,3,100,0.0
101,3,1000,0.0
101,3,10000,0.0
101,3,100000,1.0
102,3,100000,1.0
103,3,100000,1.0
104,3,100000,1.0
105,2,100,1.0
106,1,1000,1.0
107,2,10000,1.0
108,1,1000,1.0
109,1,1000,1.0
110,2,10000,1.0
111,3,100000,1.0
112,1,100,1.0
113,3,100000,1.0
114,3,10,0.0
114,3,100,0.0
114,3,1000,0.0
114,3,10000,0.0
114,3,100000,1.0
115,3,100000,1.0
116,1,10,1.0
117,1,10,0.2
117,1,100,0.3
117,1,1000,0.5
117,1,10000,0.0
117,1,100000,0.0
118,2,1000,1.0
119,3,100000,1.0
120,1,100,1.0
121,3,100000,1.0
122,3,100000,1.0
123,1,10,0.2
123,1,100,0.3
123,1,1000,0.5
123,1,10000,0.0
123,1,100000,0.0
124,3,100000,1.0
125,1,10,0.2
125,1,100,0.3
125,1,1000,0.5
125,1,10000,0.0
125,1,100000,0.0
126,1,10,0.2
126,1,100,0.3
126,1,1000,0.5
126,1,10000,0.0
126,1,100000,0.0
127,3,10,0.0
127,3,100,0.0
127,3,1000,0.0
127,3,10000,0.0
127,3,100000,1.0
128,1,10,0.2
128,1,100,0.3
128,1,1000,0.5
128,1,10000,0.0
128,1,100000,0.0
129,3,100000,1.0
130,3,100000,1.0
131,1,10,1.0
132,3,100000,1.0
133,3,10,0.0
133,3,100,0.0
133,3,1000,0.0
133,3,10000,0.0
133,3,100000,1.0
134,3,10,0.0
134,3,100,0.0
134,3,1000,0.0
134,3,10000,0.0
134,3,100000,1.0
135,1,1000,1.0
136,3,10,0.0
136,3,100,0.0
136,3,1000,0.0
136,3,10000,0.0
136,3,100000,1.0
137,2,1000,1.0
138,3,100000,1.0
139,3,100000,1.0
140,2,1000,1.0
141,2,10000,1.0
142,1,10,1.0
143,1,10,1.0
144,3,100000,1.0
145,3,100000,1.0
146,3,100000,1.0
147,1,10,0.2
147,1,100,0.3
147,1,1000,0.5
147,1,10000,0.0
147,1,100000,0.0
148,1,100,1.0
149,3,100000,1.0
150,3,100000,1.0
151,3,100000,1.0
152,1,10,0.2
152,1,100,0.3
152,1,1000,0.5
152,1,10000,0.0
152,1,100000,0.0
153,1,1000,1.0
154,3,10,0.0
154,3,100,0.0
154,3,1000,0.0
154,3,10000,0.0
154,3,100000,1.0
155,3,100000,1.0
156,1,1000,1.0
157,3,100000,1.0
158,3,10,0.0
158,3,100,0.0
158,3,1000,0.0
158,3,10000,0.0
158,3,100000,1.0
159,1,1000,1.0
160,1,10,0.2
160,1,100,0.3
160,1,1000,0.5
160,1,10000,0.0
160,1,100000,0.0
161,3,100000,1.0
162,2,10000,1.0
163,3,10,0.0
163,3,100,0.0
163,3,1000,0.0
163,3,10000,0.0
163,3,100000,1.0
164,1,100,1.0
165,2,10000,1.0
166,3,100000,1.0
167,1,1000,1.0
168,2,10000,1.0
169,3,10,0.0
169,3,100,0.0
169,3,1000,0.0
169,3,10000,0.0
169,3,100000,1.0
170,1,10,0.2
170,1,100,0.3
170,1,1000,0.5
170,1,10000,0.0
170,1,100000,0.0
171,1,10,0.2
171,1,100,0.3
171,1,1000,0.5
171,1,10000,0.0
171,1,100000,0.0
172,3,100000,1.0
173,1,10,0.2
173,1,100,0.3
173,1,1000,0.5
173,1,10000,0.0
173,1,100000,0.0
174,1,1000,1.0
175,3,100000,1.0
176,1,10,1.0
177,2,100,1.0
178,1,1000,1.0
179,3,10,0.0
179,3,100,0.0
179,3,1000,0.0
179,3,10000,0.0
179,3,100000,1.0
180,1,1000,1.0
181,3,100000,1.0
182,1,10,0.2
182,1,100,0.3
182,1,1000,0.5
182,1,10000,0.0
182,1,100000,0.0
183,3,100000,1.0
184,3,100000,1.0
185,1,10,0.2
185,1,100,0.3
185,1,1000,0.5
185,1,10000,0.0
185,1,100000,0.0
186,2,100,1.0
187,3,100000,1.0
188,1,100,1.0
189,3,100000,1.0
190,3,100000,1.0
191,1,1000,1.0
192,2,10000,1.0
193,3,100000,1.0
194,1,10,1.0
195,1,100,1.0
196,1,1000,1.0
197,1,10,1.0
198,3,100000,1.0
199,3,10,0.0
199,3,100,0.0
199,3,1000,0.0
199,3,10000,0.0
199,3,100000,1.0
200,1,1000,1.0
201,3,100000,1.0
202,1,1000,1.0
203,3,100000,1.0
204,1,10,0.2
204,1,100,0.3
204,1,1000,0.5
204,1,10000,0.0
204,1,100000,0.0
205,1,1000,1.0
206,2,100,1.0
207,3,100000,1.0
208,1,1000,1.0
209,3,100000,1.0
210,2,1000,1.0
211,3,10,0.0
211,3,100,0.0
211,3,1000,0.0
211,3,10000,0.0
211,3,100000,1.0
212,1,10,0.2
212,1,100,0.3
212,1,1000,0.5
212,1,10000,0.0
212,1,100000,0.0
213,3,100000,1.0
214,3,10,0.0
214,3,100,0.0
214,3,1000,0.0
214,3,10000,0.0
214,3,100000,1.0
215,2,100,1.0
216,1,10,1.0
217,3,100000,1.0
218,3,100000,1.0
219,3,100000,1.0
220,1,10,0.2
220,1,100,0.3
220,1,1000,0.5
220,1,10000,0.0
220,1,100000,0.0
221,3,100000,1.0
222,2,1000,1.0
223,2,100,1.0
224,1,10,0.2
224,1,100,0.3
224,1,1000,0.5
224,1,10000,0.0
224,1,100000,0.0
225,3,100000,1.0
226,3,10,0.0
226,3,100,0.0
226,3,1000,0.0
226,3,10000,0.0
226,3,100000,1.0
227,3,100000,1.0
228,2,10000,1.0
229,1,1000,1.0
230,3,10,0.0
230,3,100,0.0
230,3,1000,0.0
230,3,10000,0.0
230,3,100000,1.0
231,3,100000,1.0
232,1,10,0.2
232,1,100,0.3
232,1,1000,0.5
232,1,10000,0.0
232,1,100000,0.0
233,1,1000,1.0
234,2,10000,1.0
235,1,10,0.2
235,1,100,0.3
235,1,1000,0.5
235,1,10000,0.0
235,1,100000,0.0
236,3,100000,1.0
237,1,1000,1.0
238,3,10,0.0
238,3,100,0.0
238,3,1000,0.0
238,3,10000,0.0
238,3,100000,1.0
239,3,10,0.0
239,3,100,0.0
239,3,1000,0.0
239,3,10000,0.0
239,3,100000,1.0
240,3,10,0.0
240,3,100,0.0
240,3,1000,0.0
240,3,10000,0.0
240,3,100000,1.0
