block_id,A,B,C,probability
0,53,345,789,1.0
1,53,147,65,1.0
2,254,94,41,1.0
3,53,345,41,1.0
4,254,147,65,1.0
5,21,147,65,1.0
6,53,33,789,1.0
7,53,345,65,1.0
8,53,200,65,1.0
9,53,200,65,1.0
10,21,94,254,1.0
11,589,33,41,1.0
12,589,33,65,1.0
13,53,345,254,1.0
14,21,94,254,1.0
15,53,200,65,1.0
16,254,147,41,1.0
17,21,33,65,0.0
17,21,94,65,0.0
17,21,147,65,0.6
17,21,200,65,0.0
17,21,345,65,0.4000000000000001
18,21,94,41,1.0
19,21,94,41,1.0
20,254,345,65,1.0
21,21,33,65,0.0
21,21,94,65,0.0
21,21,147,65,0.6
21,21,200,65,0.0
21,21,345,65,0.4000000000000001
22,53,345,65,1.0
23,254,147,254,1.0
24,589,33,254,1.0
25,21,147,41,1.0
26,254,200,41,1.0
27,21,345,65,1.0
28,254,345,65,1.0
29,53,147,65,1.0
30,254,94,254,1.0
31,53,200,65,1.0
32,254,94,41,1.0
33,53,33,41,0.0
33,53,94,41,0.0
33,53,147,41,0.4444444444444445
33,53,200,41,0.22222222222222224
33,53,345,41,0.33333333333333326
34,53,200,254,1.0
35,589,33,41,1.0
36,254,94,789,1.0
37,589,345,41,1.0
38,21,147,65,1.0
39,254,94,65,1.0
40,53,147,65,1.0
41,53,345,65,1.0
42,589,33,254,1.0
43,21,94,65,1.0
44,53,33,254,1.0
45,21,147,254,1.0
46,589,33,254,1.0
47,589,33,65,0.0
47,589,94,65,0.0
47,589,147,65,0.3333333333333333
47,589,200,65,0.3333333333333333
47,589,345,65,0.3333333333333333
48,254,147,41,1.0
49,589,147,65,1.0
50,589,33,254,1.0
51,53,345,65,1.0
52,21,147,65,1.0
53,53,200,65,1.0
54,53,200,65,1.0
55,589,33,789,1.0
56,53,147,41,1.0
57,254,147,41,1.0
58,53,200,789,1.0
59,254,33,41,0.0
59,254,94,41,0.0
59,254,147,41,0.49999999999999994
59,254,200,41,0.33333333333333337
59,254,345,41,0.16666666666666669
60,254,94,254,1.0
61,53,147,41,1.0
62,254,33,789,0.0
62,254,94,789,0.0
62,254,147,789,0.49999999999999994
62,254,200,789,0.33333333333333337
62,254,345,789,0.16666666666666669
63,53,345,41,1.0
64,53,345,41,1.0
65,254,94,65,1.0
66,53,200,41,1.0
67,589,147,254,1.0
68,589,345,65,1.0
69,21,345,254,1.0
70,53,200,254,1.0
71,53,147,65,1.0
72,21,94,41,1.0
73,21,33,65,1.0
74,53,33,65,1.0
75,53,147,65,1.0
76,254,200,65,1.0
77,53,33,41,1.0
78,53,200,789,1.0
79,53,345,41,1.0
80,53,147,41,1.0
81,589,200,65,1.0
82,53,345,65,1.0
83,589,345,65,1.0
84,53,33,789,1.0
85,21,94,65,1.0
86,53,147,65,1.0
87,53,200,65,1.0
88,589,200,254,1.0
89,53,345,254,1.0
90,53,147,41,1.0
91,21,147,254,1.0
92,589,33,254,1.0
93,254,200,41,1.0
94,53,345,65,1.0
95,21,94,254,1.0
96,53,33,254,0.0
96,53,94,254,0.0
96,53,147,254,0.4444444444444445
96,53,200,254,0.22222222222222224
96,53,345,254,0.33333333333333326
97,21,94,41,1.0
98,53,147,41,1.0
99,254,33,41,1.0
100,53,147,65,1.0
101,53,200,65,1.0
102,53,345,789,1.0
103,53,345,65,1.0
104,53,345,41,1.0
105,21,33,65,1.0
106,53,345,65,1.0
107,21,147,65,1.0
108,589,200,789,1.0
109,254,94,65,1.0
110,53,345,41,1.0
111,589,33,254,0.0
111,589,94,254,0.0
111,589,147,254,0.3333333333333333
111,589,200,254,0.3333333333333333
111,589,345,254,0.3333333333333333
112,53,33,65,1.0
113,254,94,41,1.0
114,53,345,65,1.0
115,589,200,789,1.0
116,589,33,789,1.0
117,53,147,65,1.0
118,53,200,65,1.0
119,53,345,41,1.0
120,589,147,65,1.0
121,53,345,41,1.0
122,254,147,254,1.0
123,254,33,41,1.0
124,53,345,65,1.0
125,53,147,65,1.0
126,53,200,254,1.0
127,254,94,41,1.0
128,21,147,65,1.0
129,254,94,41,1.0
130,53,33,41,0.0
130,53,94,41,0.0
130,53,147,41,0.4444444444444445
130,53,200,41,0.22222222222222224
130,53,345,41,0.33333333333333326
131,53,147,254,1.0
132,21,94,65,1.0
133,21,345,254,1.0
134,53,147,41,1.0
135,53,33,254,0.0
135,53,94,254,0.0
135,53,147,254,0.4444444444444445
135,53,200,254,0.22222222222222224
135,53,345,254,0.33333333333333326
136,589,147,41,1.0
137,589,33,41,1.0
138,53,147,41,1.0
139,21,94,254,1.0
140,254,94,41,1.0
141,53,33,65,1.0
142,589,147,789,1.0
143,53,345,65,1.0
144,53,147,789,1.0
145,589,147,789,1.0
146,53,147,41,1.0
147,53,147,65,1.0
148,589,33,65,1.0
149,21,33,65,1.0
150,53,147,254,1.0
151,53,345,254,1.0
152,53,33,65,0.0
152,53,94,65,0.0
152,53,147,65,0.4444444444444445
152,53,200,65,0.22222222222222224
152,53,345,65,0.33333333333333326
153,254,94,65,1.0
154,53,345,41,1.0
155,53,200,65,1.0
156,589,147,41,1.0
157,589,147,254,1.0
158,21,33,254,1.0
159,53,147,65,1.0
160,53,147,789,1.0
161,21,147,41,1.0
162,254,94,65,1.0
163,589,200,254,1.0
164,254,33,41,1.0
165,589,147,65,1.0
166,53,345,41,1.0
167,53,147,65,1.0
168,53,33,65,0.0
168,53,94,65,0.0
168,53,147,65,0.4444444444444445
168,53,200,65,0.22222222222222224
168,53,345,65,0.33333333333333326
169,53,200,65,1.0
170,53,345,41,1.0
171,21,33,65,1.0
172,53,147,41,1.0
173,589,33,65,1.0
174,21,94,65,1.0
175,53,200,65,1.0
176,53,345,789,1.0
177,254,94,65,1.0
178,589,33,254,1.0
179,589,33,789,1.0
180,53,345,254,1.0
181,589,33,41,1.0
182,254,345,41,1.0
183,21,33,65,0.0
183,21,94,65,0.0
183,21,147,65,0.6
183,21,200,65,0.0
183,21,345,65,0.4000000000000001
184,53,147,41,1.0
185,53,147,789,1.0
186,53,345,254,1.0
187,589,147,65,1.0
188,53,345,789,1.0
189,21,94,254,1.0
190,53,147,41,1.0
191,254,147,254,1.0
192,53,33,789,0.0
192,53,94,789,0.0
192,53,147,789,0.4444444444444445
192,53,200,789,0.22222222222222224
192,53,345,789,0.33333333333333326
193,254,94,65,1.0
194,53,147,65,1.0
195,21,345,254,1.0
196,589,33,254,1.0
197,53,200,254,1.0
198,53,200,65,1.0
199,21,33,254,1.0
200,21,147,65,1.0
201,53,200,65,1.0
202,21,94,65,1.0
203,21,147,254,1.0
204,254,33,65,0.0
204,254,94,65,0.0
204,254,147,65,0.49999999999999994
204,254,200,65,0.33333333333333337
204,254,345,65,0.16666666666666669
205,254,33,41,0.0
205,254,94,41,0.0
205,254,147,41,0.49999999999999994
205,254,200,41,0.33333333333333337
205,254,345,41,0.16666666666666669
206,21,33,65,1.0
207,53,33,789,1.0
208,53,345,41,1.0
209,254,94,41,1.0
210,21,147,789,1.0
211,589,33,65,1.0
212,589,200,254,1.0
213,53,345,41,1.0
214,53,200,65,1.0
215,21,345,65,1.0
216,254,345,41,1.0
217,53,33,65,1.0
218,589,200,65,1.0
219,254,200,41,1.0
220,53,147,65,1.0
221,254,33,65,1.0
222,254,94,41,1.0
223,53,345,65,1.0
224,589,33,254,1.0
225,254,147,254,1.0
226,53,200,789,1.0
227,53,147,41,1.0
228,589,147,41,1.0
229,254,147,41,1.0
230,53,33,254,0.0
230,53,94,254,0.0
230,53,147,254,0.4444444444444445
230,53,200,254,0.22222222222222224
230,53,345,254,0.33333333333333326
231,254,147,41,1.0
232,21,33,254,1.0
233,21,345,65,1.0
234,254,33,254,1.0
235,21,147,789,1.0
236,254,147,254,1.0
237,589,33,789,1.0
238,53,33,41,0.0
238,53,94,41,0.0
238,53,147,41,0.4444444444444445
238,53,200,41,0.22222222222222224
238,53,345,41,0.33333333333333326
239,53,147,254,1.0
240,53,200,41,1.0
241,53,345,254,1.0
242,21,33,65,1.0
243,53,200,65,1.0
244,21,94,65,1.0
245,21,147,41,1.0
246,254,147,65,1.0
247,53,345,789,1.0
248,21,94,65,1.0
249,53,147,65,1.0
250,21,147,41,1.0
251,53,200,41,1.0
252,21,345,65,1.0
253,53,345,65,1.0
254,21,345,65,1.0
255,53,147,65,1.0
256,589,33,254,1.0
257,53,147,41,1.0
258,21,345,41,1.0
259,589,345,254,1.0
260,589,33,789,1.0
261,254,200,65,1.0
262,53,33,65,0.0
262,53,94,65,0.0
262,53,147,65,0.4444444444444445
262,53,200,65,0.22222222222222224
262,53,345,65,0.33333333333333326
263,53,200,65,1.0
264,21,33,65,1.0
265,21,33,65,0.0
265,21,94,65,0.0
265,21,147,65,0.6
265,21,200,65,0.0
265,21,345,65,0.4000000000000001
266,53,345,789,1.0
267,53,147,254,1.0
268,53,33,65,1.0
269,21,33,254,1.0
270,53,345,65,1.0
271,21,94,789,1.0
272,254,94,254,1.0
273,589,33,41,1.0
274,254,200,41,1.0
275,21,94,65,1.0
276,589,345,41,1.0
277,53,200,65,1.0
278,254,147,254,1.0
279,21,147,65,1.0
280,589,345,254,1.0
281,589,33,65,1.0
282,53,147,65,1.0
283,53,345,41,1.0
284,53,147,65,1.0
285,53,147,41,1.0
286,21,147,789,1.0
287,589,33,41,1.0
288,53,345,65,1.0
289,254,200,65,1.0
290,589,33,41,1.0
291,53,147,65,1.0
292,254,200,65,1.0
293,254,147,41,1.0
294,254,94,41,1.0
295,254,147,254,1.0
296,21,94,254,1.0
297,53,345,65,1.0
298,21,147,41,1.0
299,254,94,41,1.0
