block_id,A,B,C,probability
0,1,100,100,1.0
1,1,100,100,1.0
2,1,100,100,1.0
3,1,13,100,0.0
3,1,55,100,0.0
3,1,100,100,1.0
3,1,999,100,0.0
4,3,100,3,1.0
5,1,100,100,1.0
6,1,100,100,1.0
7,1,100,100,1.0
8,1,100,100,1.0
9,1,100,100,1.0
10,2,13,3,1.0
11,3,13,100,1.0
12,3,13,100,1.0
13,2,100,5,1.0
14,1,100,100,1.0
15,1,13,100,0.0
15,1,55,100,0.0
15,1,100,100,1.0
15,1,999,100,0.0
16,1,13,100,0.0
16,1,55,100,0.0
16,1,100,100,1.0
16,1,999,100,0.0
17,1,100,100,1.0
18,1,100,100,1.0
19,1,100,100,1.0
20,1,100,100,1.0
21,1,13,100,0.0
21,1,55,100,0.0
21,1,100,100,1.0
21,1,999,100,0.0
22,2,999,5,1.0
23,3,999,5,1.0
24,1,13,100,0.0
24,1,55,100,0.0
24,1,100,100,1.0
24,1,999,100,0.0
25,3,999,3,1.0
26,2,13,5,0.25
26,2,55,5,0.25
26,2,100,5,0.25
26,2,999,5,0.25
27,1,100,100,1.0
28,1,100,100,1.0
29,2,13,5,0.25
29,2,55,5,0.25
29,2,100,5,0.25
29,2,999,5,0.25
30,3,13,3,0.25
30,3,55,3,0.25
30,3,100,3,0.25
30,3,999,3,0.25
31,3,55,100,1.0
32,2,13,5,1.0
33,2,13,100,0.25
33,2,55,100,0.25
33,2,100,100,0.25
33,2,999,100,0.25
34,1,13,100,0.0
34,1,55,100,0.0
34,1,100,100,1.0
34,1,999,100,0.0
35,3,13,5,0.25
35,3,55,5,0.25
35,3,100,5,0.25
35,3,999,5,0.25
36,1,100,100,1.0
37,1,100,100,1.0
38,1,13,100,0.0
38,1,55,100,0.0
38,1,100,100,1.0
38,1,999,100,0.0
39,2,999,5,1.0
40,1,100,100,1.0
41,1,13,100,0.0
41,1,55,100,0.0
41,1,100,100,1.0
41,1,999,100,0.0
42,1,100,100,1.0
43,1,100,100,1.0
44,2,100,100,1.0
45,1,100,100,1.0
46,2,13,3,1.0
47,1,100,100,1.0
48,1,13,100,0.0
48,1,55,100,0.0
48,1,100,100,1.0
48,1,999,100,0.0
49,2,55,100,1.0
50,1,100,100,1.0
51,3,100,3,1.0
52,1,100,100,1.0
53,2,55,5,1.0
54,1,13,100,0.0
54,1,55,100,0.0
54,1,100,100,1.0
54,1,999,100,0.0
55,1,13,100,0.0
55,1,55,100,0.0
55,1,100,100,1.0
55,1,999,100,0.0
56,1,13,100,0.0
56,1,55,100,0.0
56,1,100,100,1.0
56,1,999,100,0.0
57,3,13,100,0.25
57,3,55,100,0.25
57,3,100,100,0.25
57,3,999,100,0.25
58,1,100,100,1.0
59,1,100,100,1.0
60,1,100,100,1.0
61,1,13,100,0.0
61,1,55,100,0.0
61,1,100,100,1.0
61,1,999,100,0.0
62,3,55,3,1.0
63,2,999,3,1.0
64,3,999,100,1.0
65,1,100,100,1.0
66,3,55,5,1.0
67,1,100,100,1.0
68,1,13,100,0.0
68,1,55,100,0.0
68,1,100,100,1.0
68,1,999,100,0.0
69,1,100,100,1.0
70,3,999,3,1.0
71,1,100,100,1.0
72,1,13,100,0.0
72,1,55,100,0.0
72,1,100,100,1.0
72,1,999,100,0.0
73,3,13,3,0.25
73,3,55,3,0.25
73,3,100,3,0.25
73,3,999,3,0.25
74,3,13,3,1.0
75,1,100,100,1.0
76,1,13,100,0.0
76,1,55,100,0.0
76,1,100,100,1.0
76,1,999,100,0.0
77,1,13,100,0.0
77,1,55,100,0.0
77,1,100,100,1.0
77,1,999,100,0.0
78,1,13,100,0.0
78,1,55,100,0.0
78,1,100,100,1.0
78,1,999,100,0.0
79,2,13,3,0.25
79,2,55,3,0.25
79,2,100,3,0.25
79,2,999,3,0.25
80,3,13,3,0.25
80,3,55,3,0.25
80,3,100,3,0.25
80,3,999,3,0.25
81,3,55,3,1.0
82,1,100,100,1.0
83,2,100,5,1.0
84,1,13,100,0.0
84,1,55,100,0.0
84,1,100,100,1.0
84,1,999,100,0.0
85,2,100,5,1.0
86,1,100,100,1.0
87,2,13,3,0.25
87,2,55,3,0.25
87,2,100,3,0.25
87,2,999,3,0.25
88,3,999,100,1.0
89,1,13,100,0.0
89,1,55,100,0.0
89,1,100,100,1.0
89,1,999,100,0.0
90,1,100,100,1.0
91,3,999,3,1.0
92,1,13,100,0.0
92,1,55,100,0.0
92,1,100,100,1.0
92,1,999,100,0.0
93,3,13,3,0.25
93,3,55,3,0.25
93,3,100,3,0.25
93,3,999,3,0.25
94,3,999,3,1.0
95,1,100,100,1.0
96,1,100,100,1.0
97,1,100,100,1.0
98,3,13,100,1.0
99,2,55,100,1.0
100,1,100,100,1.0
101,1,13,100,0.0
101,1,55,100,0.0
101,1,100,100,1.0
101,1,999,100,0.0
102,3,55,3,1.0
103,2,999,5,1.0
104,3,999,3,1.0
105,3,100,3,1.0
106,1,13,100,0.0
106,1,55,100,0.0
106,1,100,100,1.0
