block_id,A,B,C,probability
0,2,3,88,1.0
1,45,145,120,1.0
2,2,74,120,1.0
3,2,555,75,1.0
4,31,145,75,1.0
5,45,74,88,1.0
6,2,145,75,1.0
7,31,3,24,1.0
8,45,145,120,1.0
9,2,145,75,1.0
10,2,3,88,1.0
11,2,145,75,1.0
12,31,74,75,1.0
13,45,145,88,1.0
14,2,555,120,1.0
15,2,3,88,1.0
16,2,145,88,1.0
17,2,145,88,1.0
18,2,3,120,0.3
18,2,74,120,0.2
18,2,145,120,0.3
18,2,555,120,0.2
19,2,145,120,1.0
20,2,3,120,1.0
21,31,3,75,1.0
22,31,555,75,1.0
23,2,145,24,1.0
24,2,555,88,1.0
25,45,145,88,1.0
26,45,145,88,1.0
27,2,555,88,1.0
28,2,3,120,1.0
29,45,3,88,0.4
29,45,74,88,0.1
29,45,145,88,0.4
29,45,555,88,0.1
30,31,555,75,1.0
31,2,3,120,1.0
32,2,74,75,1.0
33,31,3,120,1.0
34,2,3,120,1.0
35,31,145,24,1.0
36,31,74,75,1.0
37,31,555,24,1.0
38,31,555,75,1.0
39,2,74,120,1.0
40,2,145,75,1.0
41,45,555,24,0.2
41,45,555,75,0.2
41,45,555,88,0.4
41,45,555,120,0.2
42,45,145,75,1.0
43,31,3,88,0.2
43,31,74,88,0.3
43,31,145,88,0.2
43,31,555,88,0.3
44,2,3,120,1.0
45,45,145,24,1.0
46,2,555,88,1.0
47,2,74,24,1.0
48,2,74,88,1.0
49,2,3,75,1.0
50,2,145,24,1.0
51,45,145,24,1.0
52,2,555,120,1.0
53,2,555,88,1.0
54,2,3,120,1.0
55,31,3,88,1.0
56,2,74,24,0.1
56,2,74,75,0.2
56,2,74,88,0.3
56,2,74,120,0.4
57,2,3,120,1.0
58,45,3,88,1.0
59,31,555,24,1.0
60,31,555,88,1.0
61,31,74,75,1.0
62,45,3,24,1.0
63,2,145,75,1.0
64,45,3,120,1.0
65,2,74,75,1.0
66,2,145,88,1.0
67,2,145,120,1.0
68,45,555,88,1.0
69,2,145,24,1.0
70,2,3,120,1.0
71,45,555,120,1.0
72,2,555,88,1.0
73,2,74,120,1.0
74,31,145,120,1.0
75,31,145,75,1.0
76,2,3,24,0.0
