block_id,A,B,probability
0,3,1000,1.0
1,1,100,1.0
2,2,100,1.0
3,1,10,0.6
3,1,100,0.2
3,1,1000,0.2
4,1,100,1.0
5,2,10,1.0
6,3,100,1.0
7,1,10,0.6
7,1,100,0.2
7,1,1000,0.2
8,1,10,0.6
8,1,100,0.2
8,1,1000,0.2
9,1,10,0.6
9,1,100,0.2
9,1,1000,0.2
10,3,1000,1.0
11,3,10,0.2
11,3,100,0.2
11,3,1000,0.6
12,1,10,1.0
13,3,10,1.0
14,1,100,1.0
15,1,10,0.6
15,1,100,0.2
15,1,1000,0.2
16,3,100,1.0
17,3,10,1.0
18,3,10,0.2
18,3,100,0.2
18,3,1000,0.6
19,2,100,1.0
20,2,100,1.0
21,2,1000,1.0
22,1,1000,1.0
23,3,100,1.0
24,3,10,0.2
24,3,100,0.2
24,3,1000,0.6
25,1,10,0.8823529411764706
25,1,100,0.0
25,1,1000,0.0
25,2,10,0.0
25,2,100,0.0
25,2,1000,0.0
25,3,10,0.11764705882352941
25,3,100,0.0
25,3,1000,0.0
26,3,10,0.2
26,3,100,0.2
26,3,1000,0.6
27,1,10,0.6
27,1,100,0.2
27,1,1000,0.2
28,1,1000,1.0
29,1,10,0.7499999999999999
29,2,10,0.15
29,3,10,0.10000000000000002
30,2,10,1.0
31,1,10,1.0
32,2,10,1.0
33,1,10,0.7499999999999999
33,2,10,0.15
33,3,10,0.10000000000000002
34,2,100,1.0
35,1,10,1.0
36,1,10,1.0
37,1,10,0.8823529411764706
37,1,100,0.0
37,1,1000,0.0
37,2,10,0.0
37,2,100,0.0
37,2,1000,0.0
37,3,10,0.11764705882352941
37,3,100,0.0
37,3,1000,0.0
38,3,1000,1.0
39,1,100,1.0
40,2,100,1.0
41,3,1000,1.0
42,1,10,0.6
42,1,100,0.2
42,1,1000,0.2
43,2,100,1.0
44,2,100,1.0
45,3,10,0.2
45,3,100,0.2
45,3,1000,0.6
46,1,10,1.0
47,2,100,1.0
48,1,10,1.0
49,1,10,0.7499999999999999
49,2,10,0.15
49,3,10,0.10000000000000002
50,2,100,1.0
51,1,10,1.0
52,2,1000,1.0
53,1,1000,1.0
54,2,100,1.0
55,2,1000,1.0
56,1,10,0.6
56,1,100,0.2
56,1,1000,0.2
57,1,10,1.0
58,2,10,1.0
59,1,10,0.8823529411764706
59,1,100,0.0
59,1,1000,0.0
59,2,10,0.0
59,2,100,0.0
59,2,1000,0.0
59,3,10,0.11764705882352941
59,3,100,0.0
