block_id,A,B,probability
0,2,10,1.0
1,1,10,1.0
2,3,100,1.0
3,2,100,1.0
4,1,100,1.0
5,1,100,1.0
6,1,10,1.0
7,1,10,1.0
8,2,10,1.0
9,2,1000,1.0
10,2,100,1.0
11,1,10,1.0
12,1,100,1.0
13,3,1000,1.0
14,3,10,0.2
14,3,100,0.2
14,3,1000,0.6
15,1,10,1.0
16,1,10,1.0
17,1,10,1.0
18,1,100,1.0
19,3,1000,1.0
20,1,1000,1.0
21,1,100,1.0
22,2,100,1.0
23,2,1000,1.0
24,2,100,1.0
25,1,1000,1.0
26,1,1000,1.0
27,1,10,0.6
27,1,100,0.2
27,1,1000,0.2
28,3,1000,1.0
29,1,10,1.0
30,2,10,1.0
31,1,100,1.0
32,1,10,1.0
33,1,10,1.0
34,2,100,1.0
35,1,10,0.6
35,1,100,0.2
35,1,1000,0.2
36,2,1000,1.0
37,3,1000,1.0
38,1,10,1.0
39,1,1000,1.0
40,1,1000,1.0
41,1,100,1.0
42,2,1000,1.0
43,1,1000,1.0
44,3,10,1.0
45,2,100,1.0
46,2,100,1.0
47,1,10,0.6
47,1,100,0.2
47,1,1000,0.2
48,1,10,1.0
49,3,100,1.0
50,2,100,1.0
51,1,10,1.0
52,1,10,1.0
53,2,100,1.0
54,2,100,1.0
55,1,10,0.6
55,1,100,0.2
55,1,1000,0.2
56,1,10,0.6
56,1,100,0.2
56,1,1000,0.2
57,3,1000,1.0
58,3,1000,1.0
59,1,100,1.0
60,1,10,1.0
61,1,10,1.0
62,3,1000,1.0
63,1,10,1.0
64,2,100,1.0
65,3,100,1.0
66,2,100,1.0
67,1,10,1.0
68,1,1000,1.0
69,2,100,1.0
70,1,10,1.0
71,1,10,1.0
72,1,10,1.0
73,1,1000,1.0
74,1,1000,1.0
75,1,1000,1.0
76,1,1000,1.0
77,1,10,1.0
78,1,1000,1.0
79,1,10,1.0
80,2,1000,1.0
81,3,1000,1.0
82,1,10,1.0
83,1,10,1.0
84,2,100,1.0
85,1,10,1.0
86,1,10,1.0
87,1,10,0.6
87,1,100,0.2
87,1,1000,0.2
88,3,10,1.0
89,2,1000,1.0
90,1,10,0.7499999999999999
90,2,10,0.15
90,3,10,0.10000000000000002
91,3,1000,1.0
92,3,10,0.2
92,3,100,0.2
92,3,1000,0.6
93,1,100,1.0
94,1,10,1.0
95,2,100,1.0
96,1,10,0.6
96,1,100,0.2
96,1,1000,0.2
97,1,10,1.0
98,1,10,1.0
99,1,100,1.0
100,2,1000,1.0
101,1,10,0.7499999999999999
101,2,10,0.15
101,3,10,0.10000000000000002
102,2,100,1.0
103,3,1000,1.0
104,1,100,1.0
105,2,10,1.0
106,2,100,1.0
107,1,10,1.0
108,1,1000,1.0
109,3,100,1.0
110,1,1000,1.0
111,3,10,1.0
112,2,100,1.0
113,1,1000,1.0
114,3,1000,1.0
115,1,10,1.0
116,1,10,0.6
116,1,100,0.2
116,1,1000,0.2
117,1,10,1.0
118,1,10,0.8823529411764706
118,1,100,0.0
118,1,1000,0.0
118,2,10,0.0
118,2,100,0.0
118,2,1000,0.0
118,3,10,0.11764705882352944
118,3,100,0.0
118,3,1000,0.0
119,1,1000,1.0
120,3,1000,1.0
121,1,10,0.6
121,1,100,0.2
121,1,1000,0.2
122,2,100,1.0
123,3,1000,1.0
124,3,100,1.0
125,1,10,1.0
126,1,1000,1.0
127,1,100,1.0
128,2,100,1.0
129,1,10,1.0
130,3,100,1.0
131,2,10,1.0
132,3,1000,1.0
133,2,100,1.0
134,1,100,1.0
135,2,1000,1.0
136,1,10,1.0
137,1,10,1.0
138,1,10,0.6
138,1,100,0.2
138,1,1000,0.2
139,3,1000,1.0
140,1,10,1.0
141,2,1000,1.0
142,1,10,1.0
143,2,100,1.0
144,2,100,1.0
145,2,100,1.0
146,1,100,1.0
147,3,1000,1.0
148,2,1000,1.0
149,1,10,0.7499999999999999
149,2,10,0.15
149,3,10,0.10000000000000002
150,2,100,1.0
151,3,10,0.2
151,3,100,0.2
151,3,1000,0.6
152,1,100,1.0
153,1,10,1.0
154,1,10,1.0
155,1,10,1.0
156,2,10,1.0
157,1,10,0.7499999999999999
157,2,10,0.15
157,3,10,0.10000000000000002
158,1,10,1.0
159,3,10,1.0
160,2,100,1.0
161,3,100,1.0
162,3,10,1.0
163,1,100,1.0
164,1,10,1.0
165,1,10,1.0
166,1,1000,1.0
167,1,10,1.0
168,1,10,1.0
169,2,100,1.0
170,2,100,1.0
171,2,10,1.0
172,1,100,1.0
173,1,10,1.0
174,2,1000,1.0
175,1,10,0.7499999999999999
175,2,10,0.15
175,3,10,0.10000000000000002
176,1,1000,1.0
