block_id,A,B,probability
0,11,88,0.0
0,11,1000,0.0
0,11,44444,1.0
1,11,44444,1.0
2,32,1000,1.0
3,43,88,1.0
4,11,88,0.0
4,11,1000,0.0
4,11,44444,1.0
5,43,1000,1.0
6,43,1000,1.0
7,11,44444,1.0
8,32,88,0.1
8,32,1000,0.4
8,32,44444,0.5
9,11,88,0.0
9,11,1000,0.0
9,11,44444,1.0
10,43,88,1.0
11,43,88,0.25
11,43,1000,0.25
11,43,44444,0.5
12,43,88,1.0
13,11,44444,1.0
14,11,44444,1.0
15,11,44444,1.0
16,43,88,0.25
16,43,1000,0.25
16,43,44444,0.5
17,32,1000,1.0
18,11,44444,1.0
19,32,1000,1.0
20,11,88,0.0
20,11,1000,0.0
20,11,44444,1.0
21,11,88,0.0
21,11,1000,0.0
21,11,44444,1.0
22,43,88,1.0
23,43,44444,1.0
24,32,44444,1.0
25,11,44444,1.0
26,43,88,1.0
27,11,44444,1.0
28,11,44444,1.0
29,11,44444,1.0
30,11,88,0.0
30,11,1000,0.0
30,11,44444,1.0
31,43,1000,1.0
32,43,44444,1.0
33,11,88,0.0
33,11,1000,0.0
33,11,44444,1.0
34,11,44444,1.0
35,43,44444,1.0
36,43,44444,1.0
37,11,88,0.0
37,11,1000,0.0
37,11,44444,1.0
38,11,88,0.0
38,11,1000,0.0
38,11,44444,1.0
39,32,88,0.1
39,32,1000,0.4
39,32,44444,0.5
40,11,44444,1.0
41,43,88,0.25
41,43,1000,0.25
41,43,44444,0.5
42,11,44444,1.0
43,32,44444,1.0
44,11,88,0.0
44,11,1000,0.0
44,11,44444,1.0
45,32,88,0.1
45,32,1000,0.4
45,32,44444,0.5
46,32,88,0.1
46,32,1000,0.4
46,32,44444,0.5
47,32,1000,1.0
48,43,1000,1.0
49,32,88,0.1
49,32,1000,0.4
49,32,44444,0.5
50,11,44444,1.0
51,43,88,0.25
51,43,1000,0.25
51,43,44444,0.5
52,11,88,0.0
52,11,1000,0.0
52,11,44444,1.0
53,32,44444,1.0
54,43,88,1.0
55,32,1000,1.0
56,32,1000,1.0
57,11,44444,1.0
58,11,88,0.0
58,11,1000,0.0
58,11,44444,1.0
59,11,88,0.0
59,11,1000,0.0
59,11,44444,1.0
60,11,44444,1.0
61,32,1000,1.0
62,32,1000,1.0
63,11,44444,1.0
64,11,88,0.0
64,11,1000,0.0
64,11,44444,1.0
65,43,44444,1.0
66,11,44444,1.0
67,43,44444,1.0
68,32,88,0.1
68,32,1000,0.4
68,32,44444,0.5
