block_id,A,B,probability
0,1,100,1.0
1,3,10,0.0
1,3,100,0.0
1,3,1000,0.0
1,3,10000,0.0
1,3,100000,1.0
2,3,100000,1.0
3,1,10,1.0
4,3,100000,1.0
5,1,10,0.2
5,1,100,0.3
5,1,1000,0.5
5,1,10000,0.0
5,1,100000,0.0
6,3,100000,1.0
7,1,10,0.2
7,1,100,0.3
7,1,1000,0.5
7,1,10000,0.0
7,1,100000,0.0
8,1,100,1.0
9,1,1000,1.0
10,3,100000,1.0
11,3,10,0.0
11,3,100,0.0
11,3,1000,0.0
11,3,10000,0.0
11,3,100000,1.0
12,3,10,0.0
12,3,100,0.0
12,3,1000,0.0
12,3,10000,0.0
12,3,100000,1.0
13,3,100000,1.0
14,2,1000,1.0
15,3,100000,1.0
16,1,10,1.0
17,1,10,0.2
17,1,100,0.3
17,1,1000,0.5
17,1,10000,0.0
17,1,100000,0.0
18,1,10,1.0
19,3,100000,1.0
20,1,10,0.2
20,1,100,0.3
20,1,1000,0.5
20,1,10000,0.0
20,1,100000,0.0
21,1,10,0.2
21,1,100,0.3
21,1,1000,0.5
21,1,10000,0.0
21,1,100000,0.0
22,1,100,1.0
23,1,100,1.0
24,3,10,0.0
24,3,100,0.0
24,3,1000,0.0
24,3,10000,0.0
24,3,100000,1.0
25,3,100000,1.0
26,3,100000,1.0
27,3,10,0.0
27,3,100,0.0
27,3,1000,0.0
27,3,10000,0.0
27,3,100000,1.0
28,3,100000,1.0
29,2,1000,1.0
30,1,100,1.0
31,3,10,0.0
31,3,100,0.0
31,3,1000,0.0
31,3,10000,0.0
31,3,100000,1.0
32,2,10000,1.0
33,1,10,0.2
33,1,100,0.3
33,1,1000,0.5
33,1,10000,0.0
33,1,100000,0.0
34,1,10,0.2
34,1,100,0.3
34,1,1000,0.5
34,1,10000,0.0
34,1,100000,0.0
35,2,10000,1.0
36,3,10,0.0
36,3,100,0.0
36,3,1000,0.0
36,3,10000,0.0
36,3,100000,1.0
37,1,1000,1.0
38,1,10,0.2
38,1,100,0.3
38,1,1000,0.5
38,1,10000,0.0
38,1,100000,0.0
39,1,1000,1.0
40,3,100000,1.0
41,2,10000,1.0
42,1,100,1.0
43,1,10,0.2
43,1,100,0.3
43,1,1000,0.5
43,1,10000,0.0
43,1,100000,0.0
44,1,1000,1.0
45,2,10000,1.0
46,1,10,0.2
46,1,100,0.3
46,1,1000,0.5
46,1,10000,0.0
46,1,100000,0.0
47,2,10000,1.0
48,3,10,0.0
48,3,100,0.0
48,3,1000,0.0
48,3,10000,0.0
48,3,100000,1.0
49,3,100000,1.0
50,1,1000,1.0
51,3,100000,1.0
52,3,100000,1.0
53,1,100,1.0
54,1,10,1.0
55,1,100,1.0
56,1,1000,1.0
57,1,1000,1.0
