block_id,A,B,probability
0,10,13,1.0
1,23,100,1.0
2,23,100,1.0
3,10,13,1.0
4,10,55,1.0
5,23,13,0.1
5,23,55,0.1
5,23,100,0.8
6,23,100,1.0
7,23,13,0.1
7,23,55,0.1
7,23,100,0.8
8,23,13,0.1
8,23,55,0.1
8,23,100,0.8
9,10,13,1.0
10,23,100,1.0
11,10,13,1.0
12,10,13,1.0
13,10,13,1.0
14,10,13,1.0
15,10,13,1.0
16,10,13,1.0
17,23,13,1.0
18,10,13,1.0
19,21,55,1.0
20,23,100,1.0
21,10,13,1.0
22,10,13,1.0
23,23,100,1.0
24,10,13,1.0
25,23,100,1.0
26,10,13,1.0
27,10,13,1.0
28,21,55,1.0
29,21,55,1.0
30,23,55,1.0
31,23,100,1.0
32,21,55,1.0
33,23,100,1.0
34,23,100,1.0
35,10,13,1.0
36,21,55,1.0
37,23,100,1.0
38,10,100,1.0
39,10,13,1.0
40,23,100,1.0
41,23,100,1.0
42,23,13,0.1
42,23,55,0.1
42,23,100,0.8
43,10,13,1.0
44,23,13,0.1
44,23,55,0.1
44,23,100,0.8
45,23,100,1.0
46,10,55,1.0
47,21,55,1.0
48,23,13,0.1
48,23,55,0.1
48,23,100,0.8
49,10,55,1.0
50,23,100,1.0
51,23,100,1.0
52,10,55,1.0
53,21,55,1.0
54,23,100,1.0
55,10,13,1.0
56,10,13,1.0
57,23,100,1.0
58,23,100,1.0
59,21,55,1.0
60,10,13,1.0
61,23,100,1.0
62,23,55,1.0
63,10,13,1.0
64,23,100,1.0
65,10,13,1.0
66,21,55,1.0
67,10,55,1.0
68,10,13,1.0
69,23,100,1.0
70,10,13,1.0
71,10,13,1.0
72,10,13,1.0
73,10,13,1.0
74,10,13,1.0
75,10,13,1.0
76,10,13,1.0
77,23,100,1.0
78,23,13,0.1
78,23,55,0.1
78,23,100,0.8
79,23,100,1.0
80,10,13,1.0
81,10,13,1.0
82,23,13,1.0
83,23,13,1.0
84,23,13,1.0
85,10,13,1.0
86,10,13,1.0
87,23,100,1.0
88,10,13,1.0
89,21,55,1.0
90,23,13,0.1
90,23,55,0.1
90,23,100,0.8
91,21,55,1.0
92,21,55,1.0
93,10,13,1.0
94,10,13,1.0
95,10,13,1.0
96,21,55,1.0
97,21,100,1.0
98,10,13,1.0
99,23,13,1.0
100,23,100,1.0
101,21,100,1.0
102,21,55,1.0
103,10,13,1.0
104,23,100,1.0
105,10,13,1.0
106,10,13,1.0
107,21,55,1.0
108,10,55,1.0
109,10,13,1.0
110,10,13,1.0
111,10,100,1.0
112,21,55,1.0
113,10,13,1.0
114,21,55,1.0
115,21,55,1.0
116,10,13,1.0
117,10,13,1.0
118,10,13,1.0
119,10,13,1.0
120,21,55,1.0
121,10,13,1.0
122,10,13,1.0
123,10,100,1.0
124,10,13,1.0
125,10,55,1.0
126,23,100,1.0
127,10,13,1.0
128,21,55,1.0
129,23,13,0.1
129,23,55,0.1
129,23,100,0.8
130,23,100,1.0
131,10,13,1.0
132,10,13,1.0
133,23,100,1.0
134,23,13,0.1
134,23,55,0.1
134,23,100,0.8
135,23,100,1.0
136,21,55,1.0
137,23,13,0.1
137,23,55,0.1
137,23,100,0.8
138,21,55,1.0
139,21,55,1.0
140,23,100,1.0
141,23,100,1.0
142,21,55,1.0
