block_id,A,B,probability
0,10,55,1
1,23,13,1
2,23,100,1
3,23,55,1
4,21,100,1
5,10,13,0
5,10,55,0
5,10,100,1
6,10,55,1
7,10,100,1
8,10,100,1
9,10,13,0
9,10,55,0
9,10,100,1
10,10,100,1
11,23,13,0
11,23,55,0
11,23,100,1
12,23,13,0
12,23,55,0
12,23,100,1
13,10,13,0
13,10,55,0
13,10,100,1
14,23,100,1
15,10,13,0
15,10,55,0
15,10,100,1
16,10,13,0
16,10,55,0
16,10,100,1
17,10,100,1
18,23,13,0
18,23,55,0
18,23,100,1
19,21,100,1
20,10,100,1
21,23,55,1
22,10,13,0
22,10,55,0
22,10,100,1
23,23,55,1
24,10,100,1
25,23,100,1
26,23,13,0
26,23,55,0
26,23,100,1
27,10,55,1
28,23,55,1
29,10,100,1
30,21,13,0
30,21,55,0
30,21,100,1
31,21,13,1
32,21,13,1
33,23,13,1
34,10,100,1
35,21,55,1
36,21,55,1
37,23,100,1
38,23,100,1
39,10,55,1
40,23,13,1
41,10,13,0
41,10,55,0
41,10,100,1
42,10,100,1
43,23,13,0
43,23,55,0
43,23,100,1
44,21,55,1
45,21,100,1
46,21,100,1
47,10,100,1
48,10,100,1
49,23,55,1
50,10,13,0
50,10,55,0
50,10,100,1
51,10,100,1
52,23,55,1
53,10,13,0
53,10,55,0
53,10,100,1
54,10,100,1
55,23,100,1
56,10,55,1
57,23,13,0
57,23,55,0
57,23,100,1
58,10,55,1
59,23,55,1
60,10,100,1
61,21,100,1
62,21,100,1
63,23,13,1
64,10,55,1
65,23,13,1
66,23,100,1
67,10,100,1
68,23,13,0
68,23,55,0
68,23,100,1
69,23,13,0
69,23,55,0
69,23,100,1
70,23,100,1
71,23,100,1
72,10,13,0
72,10,55,0
72,10,100,1
73,21,100,1
74,23,100,1
75,23,13,1
76,10,100,1
77,23,13,1
78,23,13,1
79,10,100,1
80,10,13,0
80,10,55,0
80,10,100,1
81,10,13,0
81,10,55,0
81,10,100,1
82,23,13,1
83,23,13,1
84,10,100,1
85,23,13,1
86,10,55,1
87,23,55,1
88,10,100,1
89,10,100,1
90,23,100,1
91,21,55,1
92,10,55,1
93,23,100,1
94,23,13,1
95,10,55,1
96,21,55,1
97,10,100,1
98,10,100,1
99,10,100,1
100,21,100,1
101,10,100,1
102,10,13,0
102,10,55,0
102,10,100,1
103,23,13,1
104,21,100,1
105,10,55,1
106,10,100,1
107,10,100,1
108,10,100,1
109,21,100,1
110,10,100,1
111,10,100,1
112,23,13,1
113,23,100,1
114,10,100,1
115,10,13,0
115,10,55,0
115,10,100,1
116,23,13,1
117,10,100,1
118,10,100,1
119,10,13,0
119,10,55,0
119,10,100,1
120,23,100,1
121,23,13,1
122,10,100,1
123,23,100,1
124,23,55,1
125,21,100,1
126,23,100,1
127,10,100,1
128,23,100,1
129,10,13,0
129,10,55,0
129,10,100,1
130,10,100,1
131,10,55,1
132,10,100,1
133,10,13,0
