block_id,A,B,C,probability
0,1,100,100,1.0
1,1,13,100,0.0
1,1,55,100,0.0
1,1,100,100,1.0
1,1,999,100,0.0
2,1,100,100,1.0
3,1,100,3,1.0
4,1,100,3,1.0
5,3,13,3,1.0
6,2,13,3,0.25
6,2,55,3,0.25
6,2,100,3,0.25
6,2,999,3,0.25
7,2,100,5,1.0
8,1,13,100,0.0
8,1,55,100,0.0
8,1,100,100,1.0
8,1,999,100,0.0
9,2,55,100,1.0
10,1,100,100,1.0
11,1,100,5,1.0
12,3,13,5,1.0
13,1,100,3,1.0
14,3,13,100,1.0
15,1,100,100,1.0
16,3,13,100,0.25
16,3,55,100,0.25
16,3,100,100,0.25
16,3,999,100,0.25
17,3,13,3,0.25
17,3,55,3,0.25
17,3,100,3,0.25
17,3,999,3,0.25
18,1,100,100,1.0
19,3,999,100,1.0
20,1,13,3,0.0
20,1,55,3,0.0
20,1,100,3,1.0
20,1,999,3,0.0
21,3,999,100,1.0
22,3,100,3,1.0
23,3,13,100,0.25
23,3,55,100,0.25
23,3,100,100,0.25
23,3,999,100,0.25
24,1,13,100,0.0
24,1,55,100,0.0
24,1,100,100,1.0
24,1,999,100,0.0
25,2,100,100,1.0
26,1,100,3,1.0
27,3,100,3,1.0
28,2,13,3,0.25
28,2,55,3,0.25
28,2,100,3,0.25
28,2,999,3,0.25
29,3,55,3,1.0
30,1,100,5,1.0
31,1,100,100,1.0
32,1,13,3,0.0
32,1,55,3,0.0
32,1,100,3,1.0
32,1,999,3,0.0
33,1,100,100,1.0
34,1,100,3,1.0
35,3,13,3,1.0
36,1,100,3,1.0
37,2,100,100,1.0
38,1,100,100,1.0
39,2,55,3,1.0
40,3,13,3,0.25
40,3,55,3,0.25
40,3,100,3,0.25
40,3,999,3,0.25
41,3,13,3,0.25
41,3,55,3,0.25
41,3,100,3,0.25
41,3,999,3,0.25
42,3,13,3,0.25
42,3,55,3,0.25
42,3,100,3,0.25
42,3,999,3,0.25
43,1,100,3,1.0
44,3,13,100,0.25
44,3,55,100,0.25
44,3,100,100,0.25
44,3,999,100,0.25
45,1,100,3,1.0
46,1,100,3,1.0
47,3,55,100,1.0
48,1,13,100,0.0
48,1,55,100,0.0
48,1,100,100,1.0
48,1,999,100,0.0
49,1,100,3,1.0
50,3,999,3,1.0
51,3,55,3,1.0
52,3,13,3,1.0
53,1,100,100,1.0
54,1,100,100,1.0
55,1,100,5,1.0
56,2,100,100,1.0
57,1,13,100,0.0
57,1,55,100,0.0
57,1,100,100,1.0
57,1,999,100,0.0
58,3,55,100,1.0
59,3,100,5,1.0
60,1,100,5,1.0
61,2,13,5,1.0
62,1,13,100,0.0
62,1,55,100,0.0
62,1,100,100,1.0
62,1,999,100,0.0
63,1,100,3,1.0
64,3,13,3,0.25
64,3,55,3,0.25
64,3,100,3,0.25
64,3,999,3,0.25
65,1,13,3,0.0
65,1,55,3,0.0
65,1,100,3,1.0
65,1,999,3,0.0
66,1,13,100,0.0
66,1,55,100,0.0
66,1,100,100,1.0
66,1,999,100,0.0
67,1,100,3,1.0
68,1,100,100,1.0
69,1,13,100,0.0
69,1,55,100,0.0
69,1,100,100,1.0
69,1,999,100,0.0
70,3,13,3,0.25
70,3,55,3,0.25
70,3,100,3,0.25
70,3,999,3,0.25
71,3,55,5,1.0
72,3,13,100,0.25
72,3,55,100,0.25
72,3,100,100,0.25
72,3,999,100,0.25
73,1,100,3,1.0
74,1,100,3,1.0
75,3,55,3,1.0
76,2,55,3,1.0
77,1,13,100,0.0
77,1,55,100,0.0
77,1,100,100,1.0
77,1,999,100,0.0
78,1,13,3,0.0
78,1,55,3,0.0
78,1,100,3,1.0
78,1,999,3,0.0
79,2,55,3,1.0
80,3,100,100,1.0
81,1,100,5,1.0
82,1,100,100,1.0
83,3,13,100,0.25
83,3,55,100,0.25
83,3,100,100,0.25
83,3,999,100,0.25
84,2,13,100,0.25
84,2,55,100,0.25
84,2,100,100,0.25
84,2,999,100,0.25
85,1,100,3,1.0
86,2,999,5,1.0
87,1,100,100,1.0
88,1,100,100,1.0
89,3,13,5,1.0
90,3,100,100,1.0
91,3,13,100,0.25
91,3,55,100,0.25
91,3,100,100,0.25
91,3,999,100,0.25
92,2,999,3,1.0
93,1,100,100,1.0
94,1,100,5,1.0
95,1,100,100,1.0
96,2,999,5,1.0
97,3,13,5,1.0
98,2,100,100,1.0
99,3,100,3,1.0
100,3,100,3,1.0
101,1,100,3,1.0
102,2,999,100,1.0
103,1,100,3,1.0
104,3,13,100,0.25
104,3,55,100,0.25
104,3,100,100,0.25
104,3,999,100,0.25
105,2,13,3,0.25
105,2,55,3,0.25
105,2,100,3,0.25
105,2,999,3,0.25
106,1,100,5,1.0
107,2,13,100,1.0
108,3,13,100,0.25
108,3,55,100,0.25
108,3,100,100,0.25
108,3,999,100,0.25
109,2,100,100,1.0
110,1,100,3,1.0
111,3,13,100,1.0
112,2,100,5,1.0
113,3,100,5,1.0
114,3,13,100,0.25
114,3,55,100,0.25
114,3,100,100,0.25
114,3,999,100,0.25
115,1,13,3,0.0
115,1,55,3,0.0
115,1,100,3,1.0
115,1,999,3,0.0
116,1,100,3,1.0
117,1,100,100,1.0
118,1,100,5,1.0
119,3,55,100,1.0
120,2,999,100,1.0
121,1,100,5,1.0
122,3,55,5,1.0
123,1,100,3,1.0
124,2,13,100,0.25
124,2,55,100,0.25
124,2,100,100,0.25
124,2,999,100,0.25
125,3,13,100,0.25
125,3,55,100,0.25
125,3,100,100,0.25
125,3,999,100,0.25
126,1,100,100,1.0
127,3,13,100,1.0
128,1,100,5,1.0
129,2,999,3,1.0
130,1,13,100,0.0
130,1,55,100,0.0
130,1,100,100,1.0
130,1,999,100,0.0
131,2,999,100,1.0
132,2,13,3,1.0
133,3,13,3,1.0
134,1,100,100,1.0
135,1,100,5,1.0
136,1,100,3,1.0
137,3,999,100,1.0
138,1,100,100,1.0
139,1,100,100,1.0
140,1,13,3,0.0
140,1,55,3,0.0
140,1,100,3,1.0
140,1,999,3,0.0
141,1,100,3,1.0
142,3,13,100,1.0
143,3,13,100,1.0
144,2,13,3,0.25
144,2,55,3,0.25
144,2,100,3,0.25
144,2,999,3,0.25
145,1,100,100,1.0
146,1,13,100,0.0
146,1,55,100,0.0
146,1,100,100,1.0
146,1,999,100,0.0
147,1,13,100,0.0
147,1,55,100,0.0
147,1,100,100,1.0
147,1,999,100,0.0
148,1,100,100,1.0
149,1,100,100,1.0
150,1,100,3,1.0
151,1,100,5,1.0
152,1,13,3,0.0
152,1,55,3,0.0
152,1,100,3,1.0
152,1,999,3,0.0
153,3,13,100,0.25
153,3,55,100,0.25
153,3,100,100,0.25
153,3,999,100,0.25
154,1,100,5,1.0
155,3,13,100,0.25
155,3,55,100,0.25
155,3,100,100,0.25
155,3,999,100,0.25
156,3,999,3,1.0
157,1,100,5,1.0
158,1,100,100,1.0
159,2,100,100,1.0
160,1,100,100,1.0
161,3,100,3,1.0
162,3,13,3,0.25
162,3,55,3,0.25
162,3,100,3,0.25
162,3,999,3,0.25
163,1,100,3,1.0
164,1,13,100,0.0
164,1,55,100,0.0
164,1,100,100,1.0
164,1,999,100,0.0
165,2,100,5,1.0
166,1,13,100,0.0
166,1,55,100,0.0
166,1,100,100,1.0
166,1,999,100,0.0
167,2,100,100,1.0
168,1,100,100,1.0
169,3,100,100,1.0
