block_id,A,B,C,D,probability
0,31,145,24,50,1.0
1,2,555,120,10,1.0
2,2,74,88,88,1.0
3,31,555,75,10,1.0
4,31,74,24,10,0.0
4,31,74,24,50,0.163265306122449
4,31,74,24,88,0.0
4,31,74,24,150,0.326530612244898
4,31,74,75,10,0.0
4,31,74,75,50,0.18367346938775506
4,31,74,75,88,0.0
4,31,74,75,150,0.06122448979591835
4,31,74,88,10,0.0
4,31,74,88,50,0.0816326530612245
4,31,74,88,88,0.0
4,31,74,88,150,0.0816326530612245
4,31,74,120,10,0.0
4,31,74,120,50,0.04081632653061225
4,31,74,120,88,0.0
4,31,74,120,150,0.06122448979591835
5,2,145,88,88,1.0
6,31,74,75,88,1.0
7,2,145,120,88,1.0
8,31,74,75,50,1.0
9,2,145,120,150,1.0
10,31,3,88,10,0.0
10,31,3,88,50,0.19999999999999998
10,31,3,88,88,0.0
10,31,3,88,150,0.19999999999999998
10,31,74,88,10,0.0
10,31,74,88,50,0.0
10,31,74,88,88,0.0
10,31,74,88,150,0.0
10,31,145,88,10,0.0
10,31,145,88,50,0.0
10,31,145,88,88,0.0
10,31,145,88,150,0.0
10,31,555,88,10,0.0
10,31,555,88,50,0.3
10,31,555,88,88,0.0
10,31,555,88,150,0.3
11,31,145,24,50,0.18181818181818182
11,31,145,75,50,0.2727272727272727
11,31,145,88,50,0.36363636363636365
11,31,145,120,50,0.18181818181818182
12,31,3,75,50,1.0
13,31,74,88,10,1.0
14,45,3,75,10,1.0
15,45,145,88,10,1.0
16,45,145,24,10,0.0
16,45,145,24,50,0.08695652173913043
16,45,145,24,88,0.0
16,45,145,24,150,0.17391304347826086
16,45,145,75,10,0.0
16,45,145,75,50,0.13043478260869565
16,45,145,75,88,0.0
16,45,145,75,150,0.043478260869565216
16,45,145,88,10,0.0
16,45,145,88,50,0.17391304347826086
16,45,145,88,88,0.0
16,45,145,88,150,0.17391304347826086
16,45,145,120,10,0.0
16,45,145,120,50,0.08695652173913043
16,45,145,120,88,0.0
16,45,145,120,150,0.13043478260869565
17,2,74,24,150,0.6153846153846155
17,2,74,75,150,0.11538461538461538
17,2,74,88,150,0.15384615384615388
17,2,74,120,150,0.11538461538461538
18,31,74,88,88,1.0
19,2,3,120,10,1.0
20,31,145,24,50,0.18181818181818182
20,31,145,75,50,0.2727272727272727
20,31,145,88,50,0.36363636363636365
20,31,145,120,50,0.18181818181818182
21,2,3,120,88,0.6666666666666667
21,2,74,120,88,0.0
21,2,145,120,88,0.0
21,2,555,120,88,0.33333333333333337
22,2,3,24,10,1.0
23,2,145,75,10,1.0
24,2,3,88,10,1.0
25,2,3,88,10,1.0
26,2,145,24,88,1.0
27,45,3,75,50,0.8
27,45,74,75,50,0.0
27,45,145,75,50,0.0
27,45,555,75,50,0.2
28,31,555,120,88,1.0
29,31,145,88,88,1.0
30,45,3,88,10,0.7999999999999999
30,45,74,88,10,0.0
30,45,145,88,10,0.0
30,45,555,88,10,0.19999999999999998
31,31,555,120,10,1.0
32,2,74,24,150,1.0
33,2,555,120,10,1.0
34,2,3,120,10,1.0
35,45,3,24,88,1.0
36,31,3,120,88,0.47058823529411764
36,31,74,120,88,0.0
36,31,145,120,88,0.0
36,31,555,120,88,0.5294117647058824
37,31,3,88,150,0.39999999999999997
37,31,74,88,150,0.0
37,31,145,88,150,0.0
37,31,555,88,150,0.6
38,31,74,24,10,1.0
39,2,74,24,88,1.0
40,2,145,120,150,1.0
41,2,3,120,10,1.0
42,45,3,88,10,0.0
42,45,3,88,50,0.5
42,45,3,88,88,0.0
42,45,3,88,150,0.5
43,45,145,120,10,0.0
43,45,145,120,50,0.4
43,45,145,120,88,0.0
43,45,145,120,150,0.6
44,31,74,120,88,1.0
45,31,3,120,10,0.0
45,31,3,120,50,0.4
45,31,3,120,88,0.0
45,31,3,120,150,0.6
46,2,145,88,88,1.0
47,31,145,75,10,1.0
48,2,145,24,88,1.0
49,2,145,88,88,1.0
50,2,3,24,50,0.09090909090909091
50,2,3,75,50,0.2727272727272727
50,2,3,88,50,0.2727272727272727
50,2,3,120,50,0.36363636363636365
51,45,555,88,88,1.0
52,31,74,24,88,1.0
53,2,145,88,10,1.0
54,2,3,24,10,0.0
54,2,3,24,50,0.3333333333333333
54,2,3,24,88,0.0
54,2,3,24,150,0.6666666666666666
55,31,145,88,150,1.0
56,2,145,75,10,1.0
57,45,3,120,150,1.0
58,2,74,75,10,1.0
59,31,555,24,10,0.0
59,31,555,24,50,0.08510638297872342
59,31,555,24,88,0.0
59,31,555,24,150,0.17021276595744683
59,31,555,75,10,0.0
59,31,555,75,50,0.12765957446808507
59,31,555,75,88,0.0
59,31,555,75,150,0.04255319148936171
59,31,555,88,10,0.0
59,31,555,88,50,0.12765957446808507
59,31,555,88,88,0.0
59,31,555,88,150,0.12765957446808507
59,31,555,120,10,0.0
59,31,555,120,50,0.12765957446808507
59,31,555,120,88,0.0
59,31,555,120,150,0.19148936170212763
60,2,555,88,10,0.0
60,2,555,88,50,0.5
60,2,555,88,88,0.0
60,2,555,88,150,0.5
61,2,3,88,10,0.0
61,2,3,88,50,0.30000000000000004
61,2,3,88,88,0.0
61,2,3,88,150,0.30000000000000004
61,2,74,88,10,0.0
61,2,74,88,50,0.0
61,2,74,88,88,0.0
61,2,74,88,150,0.0
61,2,145,88,10,0.0
61,2,145,88,50,0.0
61,2,145,88,88,0.0
61,2,145,88,150,0.0
61,2,555,88,10,0.0
61,2,555,88,50,0.2
61,2,555,88,88,0.0
61,2,555,88,150,0.2
62,45,3,120,150,1.0
63,45,555,24,10,0.0
63,45,555,24,50,0.08510638297872342
63,45,555,24,88,0.0
63,45,555,24,150,0.17021276595744683
63,45,555,75,10,0.0
63,45,555,75,50,0.12765957446808515
63,45,555,75,88,0.0
63,45,555,75,150,0.04255319148936171
63,45,555,88,10,0.0
63,45,555,88,50,0.12765957446808512
63,45,555,88,88,0.0
63,45,555,88,150,0.12765957446808512
63,45,555,120,10,0.0
63,45,555,120,50,0.12765957446808512
63,45,555,120,88,0.0
63,45,555,120,150,0.1914893617021277
64,31,145,75,150,1.0
65,31,555,88,50,1.0
66,2,3,120,88,1.0
67,31,145,75,10,1.0
68,31,555,24,88,1.0
69,31,74,75,10,1.0
70,45,74,120,10,0.0
70,45,74,120,50,0.4
70,45,74,120,88,0.0
70,45,74,120,150,0.6
71,45,145,24,88,1.0
72,2,145,120,88,1.0
73,31,3,75,10,0.4000000000000001
73,31,74,75,10,0.0
73,31,145,75,10,0.0
73,31,555,75,10,0.6
74,45,145,24,10,0.0
74,45,145,24,50,0.08695652173913045
74,45,145,24,88,0.0
74,45,145,24,150,0.1739130434782609
74,45,145,75,10,0.0
74,45,145,75,50,0.13043478260869562
74,45,145,75,88,0.0
74,45,145,75,150,0.04347826086956522
74,45,145,88,10,0.0
74,45,145,88,50,0.1739130434782609
74,45,145,88,88,0.0
74,45,145,88,150,0.1739130434782609
74,45,145,120,10,0.0
74,45,145,120,50,0.08695652173913045
74,45,145,120,88,0.0
74,45,145,120,150,0.13043478260869562
75,2,145,24,50,0.18181818181818182
75,2,145,75,50,0.2727272727272727
75,2,145,88,50,0.36363636363636365
75,2,145,120,50,0.18181818181818182
76,2,555,24,150,1.0
77,2,3,75,10,0.6
77,2,74,75,10,0.0
77,2,145,75,10,0.0
77,2,555,75,10,0.4
78,31,74,75,50,1.0
79,31,74,24,150,0.6153846153846155
79,31,74,75,150,0.11538461538461538
79,31,74,88,150,0.15384615384615388
79,31,74,120,150,0.11538461538461538
80,31,145,75,10,1.0
81,31,145,24,150,0.3333333333333333
81,31,145,75,150,0.08333333333333333
81,31,145,88,150,0.3333333333333333
81,31,145,120,150,0.24999999999999994
82,2,555,120,10,1.0
83,31,145,120,150,1.0
84,31,3,75,88,1.0
85,31,145,24,88,1.0
86,45,145,88,10,0.0
86,45,145,88,50,0.5
86,45,145,88,88,0.0
86,45,145,88,150,0.5
87,31,3,88,10,0.39999999999999997
87,31,74,88,10,0.0
87,31,145,88,10,0.0
87,31,555,88,10,0.6
88,2,555,88,10,1.0
89,31,555,88,150,1.0
90,31,74,24,50,1.0
91,2,3,88,10,1.0
92,2,74,75,88,1.0
93,2,3,120,10,0.6666666666666667
93,2,74,120,10,0.0
93,2,145,120,10,0.0
93,2,555,120,10,0.33333333333333337
94,2,145,24,150,1.0
95,31,74,24,88,1.0
96,2,145,120,150,1.0
97,45,74,24,50,1.0
98,2,3,120,88,0.6666666666666667
98,2,74,120,88,0.0
98,2,145,120,88,0.0
98,2,555,120,88,0.33333333333333337
99,31,145,88,88,1.0
100,31,555,24,150,0.32000000000000006
100,31,555,75,150,0.08000000000000002
100,31,555,88,150,0.24
100,31,555,120,150,0.36
101,31,3,75,150,0.4000000000000001
101,31,74,75,150,0.0
101,31,145,75,150,0.0
101,31,555,75,150,0.6
102,31,145,24,10,1.0
103,31,74,24,10,0.0
103,31,74,24,50,0.3333333333333333
103,31,74,24,88,0.0
103,31,74,24,150,0.6666666666666666
104,2,145,120,50,1.0
105,45,145,88,50,1.0
106,2,3,24,88,1.0
107,2,3,75,150,1.0
108,2,74,88,88,1.0
109,2,555,88,88,1.0
110,31,74,24,10,1.0
111,45,145,88,88,1.0
112,31,555,75,50,1.0
113,2,3,24,150,0.09836065573770492
113,2,74,24,150,0.0
113,2,145,24,150,0.0
113,2,555,24,150,0.13114754098360656
113,2,3,75,150,0.04918032786885246
113,2,74,75,150,0.0
113,2,145,75,150,0.0
113,2,555,75,150,0.03278688524590164
113,2,3,88,150,0.14754098360655737
113,2,74,88,150,0.0
113,2,145,88,150,0.0
113,2,555,88,150,0.09836065573770492
113,2,3,120,150,0.2950819672131147
113,2,74,120,150,0.0
113,2,145,120,150,0.0
113,2,555,120,150,0.14754098360655735
114,2,555,24,88,1.0
115,31,555,88,88,1.0
116,31,74,24,50,1.0
117,2,3,120,88,0.6666666666666667
117,2,74,120,88,0.0
117,2,145,120,88,0.0
117,2,555,120,88,0.33333333333333337
118,31,555,120,88,1.0
119,2,145,88,88,1.0
120,45,555,75,10,1.0
121,2,555,75,10,1.0
122,31,74,24,50,0.34782608695652173
122,31,74,75,50,0.39130434782608686
122,31,74,88,50,0.17391304347826086
122,31,74,120,50,0.08695652173913043
123,31,74,75,88,1.0
124,31,74,24,10,0.0
124,31,74,24,50,0.3333333333333333
124,31,74,24,88,0.0
124,31,74,24,150,0.6666666666666666
125,31,555,120,10,1.0
126,2,145,24,88,1.0
127,45,145,75,50,1.0
128,2,3,24,10,0.0
128,2,3,24,50,0.04347826086956523
128,2,3,24,88,0.0
128,2,3,24,150,0.08695652173913046
128,2,3,75,10,0.0
128,2,3,75,50,0.13043478260869565
128,2,3,75,88,0.0
128,2,3,75,150,0.04347826086956523
128,2,3,88,10,0.0
128,2,3,88,50,0.13043478260869565
128,2,3,88,88,0.0
128,2,3,88,150,0.13043478260869565
128,2,3,120,10,0.0
128,2,3,120,50,0.17391304347826092
128,2,3,120,88,0.0
128,2,3,120,150,0.2608695652173913
129,2,3,24,150,0.4285714285714285
129,2,74,24,150,0.0
129,2,145,24,150,0.0
129,2,555,24,150,0.5714285714285715
130,31,555,120,150,1.0
131,31,555,120,88,1.0
132,31,555,24,10,0.0
132,31,555,24,50,0.3333333333333333
132,31,555,24,88,0.0
132,31,555,24,150,0.6666666666666666
133,2,145,75,88,1.0
134,45,145,24,50,0.18181818181818182
134,45,145,75,50,0.2727272727272727
134,45,145,88,50,0.36363636363636365
134,45,145,120,50,0.18181818181818182
135,31,74,75,50,1.0
136,45,3,88,10,1.0
137,2,3,75,10,1.0
138,31,555,24,88,1.0
139,45,3,120,150,0.8421052631578947
139,45,74,120,150,0.0
139,45,145,120,150,0.0
