block_id,A,B,C,probability
0,20,3,78,1.0
1,18,98,78,1.0
2,13,3,123,1.0
3,18,98,78,1.0
4,20,98,245,1.0
5,20,3,15,1.0
6,20,24,245,1.0
7,13,24,78,1.0
8,2,3,78,1.0
9,13,24,78,1.0
10,18,14,4,1.0
11,18,3,78,1.0
12,13,3,123,1.0
13,13,24,15,1.0
14,2,98,245,1.0
15,20,14,4,1.0
16,18,24,4,1.0
17,20,3,78,1.0
18,18,98,78,1.0
19,13,98,123,1.0
20,20,3,123,1.0
21,20,14,123,1.0
22,18,3,78,1.0
23,2,24,245,1.0
24,20,24,245,1.0
25,18,3,4,0.0
25,18,3,15,0.0
25,18,3,78,0.4285714285714285
25,18,3,123,0.14285714285714288
25,18,3,245,0.4285714285714285
26,2,14,78,1.0
27,13,3,78,1.0
28,2,3,78,1.0
29,18,98,245,1.0
30,18,98,245,1.0
31,20,3,123,1.0
32,2,24,78,1.0
33,13,3,78,1.0
34,13,3,123,1.0
35,18,3,123,1.0
36,13,3,15,1.0
37,20,3,123,1.0
38,20,98,123,1.0
39,20,3,15,1.0
40,13,24,4,0.0
40,13,24,15,0.0
40,13,24,78,0.3333333333333333
40,13,24,123,0.3333333333333333
40,13,24,245,0.3333333333333333
41,2,3,4,1.0
42,2,3,78,1.0
43,13,98,15,1.0
44,20,24,123,1.0
45,18,3,78,1.0
46,20,3,245,1.0
47,13,3,4,1.0
48,2,98,15,1.0
49,2,24,78,1.0
50,2,24,15,1.0
51,20,24,4,0.0
51,20,24,15,0.0
51,20,24,78,0.3333333333333333
51,20,24,123,0.3333333333333333
51,20,24,245,0.3333333333333333
52,20,98,15,1.0
53,13,98,78,1.0
54,13,14,15,1.0
55,13,98,4,0.0
55,13,98,15,0.0
55,13,98,78,0.4285714285714285
55,13,98,123,0.4285714285714285
55,13,98,245,0.14285714285714288
56,2,14,78,1.0
57,18,3,245,1.0
58,18,98,78,1.0
59,13,98,245,1.0
60,2,3,4,1.0
61,18,24,123,1.0
62,13,3,123,1.0
63,18,98,245,1.0
64,2,3,123,1.0
65,13,24,245,1.0
66,13,3,78,1.0
67,18,3,15,1.0
68,18,98,245,1.0
69,13,98,78,1.0
70,20,24,4,0.0
70,20,24,15,0.0
70,20,24,78,0.3333333333333333
70,20,24,123,0.3333333333333333
70,20,24,245,0.3333333333333333
71,18,98,245,1.0
72,20,98,4,1.0
73,18,14,123,1.0
74,13,24,123,1.0
75,13,98,15,1.0
76,18,14,78,1.0
77,18,24,15,1.0
78,20,98,15,1.0
79,20,24,15,1.0
80,2,98,78,1.0
81,20,3,78,1.0
82,13,24,245,1.0
83,18,24,78,1.0
84,20,24,78,1.0
85,20,3,78,1.0
86,13,3,123,1.0
87,18,98,4,1.0
88,20,3,123,1.0
89,18,3,4,1.0
90,20,3,78,1.0
91,20,98,123,1.0
92,13,14,245,1.0
93,2,14,245,1.0
94,20,3,123,1.0
95,2,14,4,0.0
95,2,14,15,0.0
95,2,14,78,0.3333333333333333
95,2,14,123,0.3333333333333333
95,2,14,245,0.3333333333333333
96,2,3,15,1.0
97,13,14,78,1.0
98,18,24,78,1.0
99,18,98,15,1.0
100,13,24,245,1.0
101,2,3,15,1.0
102,20,14,15,1.0
103,20,24,4,1.0
104,18,24,123,1.0
105,20,3,78,1.0
106,18,14,4,1.0
107,2,3,245,1.0
108,20,24,123,1.0
109,2,14,78,1.0
110,20,3,245,1.0
111,13,3,78,1.0
112,18,14,15,1.0
113,18,3,4,1.0
114,18,98,123,1.0
115,13,3,78,1.0
116,20,98,123,1.0
117,2,98,123,1.0
118,20,3,245,1.0
119,18,3,245,1.0
120,18,24,4,1.0
121,18,98,15,1.0
122,18,3,245,1.0
123,13,3,15,1.0
124,20,3,78,1.0
125,18,98,15,1.0
126,2,3,245,1.0
127,18,98,245,1.0
128,18,98,245,1.0
129,2,14,123,1.0
130,2,3,4,1.0
131,20,14,78,1.0
132,20,3,78,1.0
133,2,24,4,1.0
134,2,14,4,1.0
135,20,24,15,1.0
136,18,24,15,1.0
137,18,3,78,1.0
138,2,98,4,0.0
138,2,98,15,0.0
138,2,98,78,0.4285714285714285
138,2,98,123,0.14285714285714288
138,2,98,245,0.4285714285714285
139,20,14,15,1.0
140,13,14,123,1.0
141,18,24,15,1.0
142,20,24,245,1.0
143,18,3,78,1.0
144,20,14,78,1.0
145,2,24,78,1.0
146,18,98,4,1.0
147,13,3,78,1.0
148,20,24,123,1.0
149,20,24,4,0.0
149,20,24,15,0.0
149,20,24,78,0.3333333333333333
149,20,24,123,0.3333333333333333
149,20,24,245,0.3333333333333333
150,20,98,78,1.0
151,2,98,78,1.0
152,18,24,4,1.0
153,13,3,78,1.0
154,13,14,15,1.0
155,20,24,4,1.0
156,18,24,245,1.0
157,18,24,123,1.0
158,13,24,15,1.0
159,2,24,4,0.0
159,2,24,15,0.0
159,2,24,78,0.3333333333333333
159,2,24,123,0.3333333333333333
159,2,24,245,0.3333333333333333
160,2,14,78,1.0
161,20,14,15,1.0
162,20,3,4,1.0
163,13,3,123,1.0
164,20,98,123,1.0
165,2,14,4,0.0
165,2,14,15,0.0
165,2,14,78,0.3333333333333333
165,2,14,123,0.3333333333333333
165,2,14,245,0.3333333333333333
166,2,14,4,1.0
167,13,24,245,1.0
168,20,3,78,1.0
169,13,3,15,1.0
170,18,24,15,1.0
171,18,14,15,1.0
172,20,98,4,1.0
173,2,14,245,1.0
174,13,3,78,1.0
175,20,24,4,1.0
176,20,14,4,1.0
177,13,3,78,1.0
178,2,24,4,1.0
179,20,24,4,1.0
180,13,3,15,1.0
181,18,3,123,1.0
182,2,3,78,1.0
183,20,24,123,1.0
184,2,14,245,1.0
185,20,98,4,1.0
186,20,24,15,1.0
187,2,24,123,1.0
188,13,98,123,1.0
189,20,3,15,1.0
190,20,3,123,1.0
191,20,24,4,1.0
192,13,24,4,1.0
193,2,14,4,1.0
194,2,14,123,1.0
195,18,24,4,0.0
195,18,24,15,0.0
195,18,24,78,0.3333333333333333
195,18,24,123,0.3333333333333333
195,18,24,245,0.3333333333333333
196,20,24,4,1.0
197,20,24,78,1.0
198,20,98,123,1.0
199,20,24,245,1.0
200,18,14,245,1.0
201,13,24,245,1.0
202,2,98,123,1.0
203,2,14,123,1.0
204,20,3,123,1.0
205,20,98,4,0.0
205,20,98,15,0.0
205,20,98,78,0.4285714285714285
205,20,98,123,0.4285714285714285
205,20,98,245,0.14285714285714288
206,13,98,78,1.0
207,20,3,4,0.0
207,20,3,15,0.0
207,20,3,78,0.4285714285714285
207,20,3,123,0.4285714285714285
207,20,3,245,0.14285714285714288
208,18,24,4,1.0
209,13,24,123,1.0
210,2,98,4,1.0
211,20,24,245,1.0
212,20,3,245,1.0
213,13,98,15,1.0
214,13,98,78,1.0
215,2,3,78,1.0
216,2,98,123,1.0
217,13,3,15,1.0
218,20,14,123,1.0
219,2,24,15,1.0
220,20,3,78,1.0
221,13,3,78,1.0
222,18,24,123,1.0
223,20,24,4,1.0
224,13,98,123,1.0
225,20,3,123,1.0
226,18,14,4,0.0
226,18,14,15,0.0
226,18,14,78,0.3333333333333333
226,18,14,123,0.3333333333333333
226,18,14,245,0.3333333333333333
227,2,24,15,1.0
228,18,3,15,1.0
229,20,24,78,1.0
230,18,14,15,1.0
231,2,98,245,1.0
232,18,14,15,1.0
233,18,24,123,1.0
234,13,3,245,1.0
235,2,24,15,1.0
236,18,3,245,1.0
237,18,98,4,1.0
238,20,24,4,1.0
239,2,24,245,1.0
240,20,14,4,1.0
241,18,24,4,1.0
242,20,24,15,1.0
243,13,3,78,1.0
244,20,24,245,1.0
245,18,98,15,1.0
246,13,24,78,1.0
247,18,14,78,1.0
248,20,14,4,1.0
249,20,24,245,1.0
250,13,24,78,1.0
