block_id,A,B,probability
0,3,100,1.0
1,2,1000,1.0
2,3,1000,1.0
3,3,1000,1.0
4,1,10,0.6
4,1,100,0.2
4,1,1000,0.2
5,2,1000,1.0
6,1,10,0.6
6,1,100,0.2
6,1,1000,0.2
7,2,1000,1.0
8,1,1000,1.0
9,1,10,1.0
10,1,1000,1.0
11,2,100,1.0
12,2,1000,1.0
13,2,1000,1.0
14,3,1000,1.0
15,1,10,1.0
16,3,100,1.0
17,1,10,1.0
18,1,1000,1.0
19,1,10,0.6
19,1,100,0.2
19,1,1000,0.2
20,1,10,1.0
21,2,100,1.0
22,1,100,1.0
23,1,10,0.6
23,1,100,0.2
23,1,1000,0.2
24,1,1000,1.0
25,1,1000,1.0
26,2,1000,1.0
27,1,10,0.6
27,1,100,0.2
27,1,1000,0.2
28,1,10,0.7499999999999999
28,2,10,0.15
28,3,10,0.10000000000000002
29,3,1000,1.0
30,3,100,1.0
31,1,10,1.0
32,2,1000,1.0
33,1,10,0.7499999999999999
33,2,10,0.15
33,3,10,0.10000000000000002
34,2,100,1.0
35,2,10,1.0
36,1,10,0.6
36,1,100,0.2
36,1,1000,0.2
37,3,1000,1.0
38,2,100,1.0
39,3,1000,1.0
40,1,1000,1.0
41,3,10,0.2
41,3,100,0.2
41,3,1000,0.6
42,2,10,1.0
43,3,1000,1.0
44,1,10,1.0
45,1,10,1.0
46,2,1000,1.0
47,1,10,0.6
47,1,100,0.2
47,1,1000,0.2
48,1,100,1.0
49,1,10,1.0
50,1,10,1.0
51,1,100,1.0
52,2,100,1.0
53,1,100,1.0
54,1,10,1.0
55,2,100,1.0
56,1,10,1.0
57,1,100,1.0
58,3,1000,1.0
59,1,10,0.7499999999999999
59,2,10,0.15
59,3,10,0.10000000000000002
60,1,10,0.6
60,1,100,0.2
60,1,1000,0.2
61,1,100,1.0
62,1,10,1.0
63,1,10,0.6
63,1,100,0.2
63,1,1000,0.2
64,3,10,0.2
64,3,100,0.2
64,3,1000,0.6
65,1,10,0.7499999999999999
65,2,10,0.15
65,3,10,0.10000000000000002
66,3,1000,1.0
67,3,100,1.0
68,3,1000,1.0
69,2,10,1.0
70,2,1000,1.0
71,1,10,0.7499999999999999
71,2,10,0.15
71,3,10,0.10000000000000002
72,1,10,1.0
73,1,10,0.8823529411764706
73,1,100,0.0
73,1,1000,0.0
73,2,10,0.0
73,2,100,0.0
73,2,1000,0.0
73,3,10,0.11764705882352941
73,3,100,0.0
73,3,1000,0.0
74,1,10,0.6
74,1,100,0.2
74,1,1000,0.2
75,3,100,1.0
76,3,1000,1.0
