block_id,A,B,probability
0,3,100000,1.0
1,3,100000,1.0
2,1,10,1.0
3,2,1000,1.0
4,2,100,1.0
5,3,100000,1.0
6,1,100,1.0
7,3,100000,1.0
8,3,100000,1.0
9,2,1000,1.0
10,3,100,1.0
11,3,100000,1.0
12,1,1000,1.0
13,2,1000,1.0
14,3,100000,1.0
15,3,100,1.0
16,2,1000,1.0
17,2,100,1.0
18,2,10000,1.0
19,3,10,0.01
19,3,100,0.19
19,3,1000,0.0
19,3,10000,0.0
19,3,100000,0.8
20,2,1000,1.0
21,2,1000,1.0
22,3,100,1.0
23,1,10,1.0
24,1,100,1.0
25,2,10000,1.0
26,2,100,1.0
27,3,100000,1.0
28,1,1000,1.0
29,1,1000,1.0
30,2,10,0.0
30,2,100,0.3
30,2,1000,0.3
30,2,10000,0.4
30,2,100000,0.0
31,3,100000,1.0
32,2,1000,1.0
33,1,1000,1.0
34,3,100,1.0
35,3,100000,1.0
36,2,1000,1.0
37,2,10,0.0
37,2,100,0.3
37,2,1000,0.3
37,2,10000,0.4
37,2,100000,0.0
38,3,100,1.0
39,3,100000,1.0
40,1,100,1.0
41,1,1000,1.0
42,3,100,1.0
43,3,100000,1.0
44,1,1000,1.0
45,2,1000,1.0
46,1,1000,1.0
47,3,100000,1.0
48,3,100000,1.0
49,3,100000,1.0
50,3,100000,1.0
51,3,100000,1.0
52,3,100000,1.0
53,3,100000,1.0
54,3,100,1.0
55,1,10,1.0
56,1,1000,1.0
57,3,100000,1.0
58,1,1000,1.0
59,3,100000,1.0
60,1,100,1.0
61,3,100000,1.0
62,1,100,1.0
63,1,1000,1.0
64,3,100000,1.0
65,1,10,1.0
66,3,100,1.0
67,1,100,1.0
68,3,100000,1.0
69,2,10000,1.0
70,1,1000,1.0
71,1,10,1.0
72,3,100000,1.0
73,3,100000,1.0
74,1,100,1.0
75,1,1000,1.0
76,1,10,1.0
77,3,100000,1.0
78,1,1000,1.0
79,3,100000,1.0
80,1,1000,1.0
81,3,100000,1.0
82,1,100,1.0
83,3,100000,1.0
84,3,100000,1.0
85,1,100,1.0
86,3,100000,1.0
87,1,10,1.0
88,1,10,1.0
89,1,10,0.2
89,1,100,0.3
89,1,1000,0.5
89,1,10000,0.0
89,1,100000,0.0
90,1,1000,1.0
91,1,1000,1.0
92,1,100,1.0
93,3,100000,1.0
94,3,100000,1.0
95,1,1000,1.0
96,1,100,1.0
97,1,10,0.2
97,1,100,0.3
97,1,1000,0.5
97,1,10000,0.0
97,1,100000,0.0
98,1,1000,1.0
99,3,100000,1.0
100,3,100000,1.0
101,1,10,1.0
102,3,100000,1.0
103,2,100,1.0
104,1,100,1.0
105,3,100000,1.0
106,3,100000,1.0
107,3,100,1.0
108,2,10000,1.0
109,3,10,0.01
109,3,100,0.19
109,3,1000,0.0
109,3,10000,0.0
109,3,100000,0.8
110,1,100,1.0
111,3,100,1.0
112,1,100,1.0
113,1,1000,1.0
114,3,100,1.0
115,3,100000,1.0
116,1,100,1.0
117,3,100000,1.0
118,1,100,1.0
119,3,100,1.0
120,1,100,1.0
121,2,10000,1.0
122,1,1000,1.0
123,1,10,1.0
124,2,1000,1.0
125,2,10000,1.0
126,3,100,1.0
127,1,100,1.0
128,3,100000,1.0
129,1,10,0.2
129,1,100,0.3
129,1,1000,0.5
129,1,10000,0.0
129,1,100000,0.0
130,1,1000,1.0
131,2,100,1.0
132,3,100000,1.0
133,1,100,1.0
134,1,1000,1.0
135,1,100,1.0
136,1,10,1.0
137,3,100000,1.0
138,3,100000,1.0
139,3,100000,1.0
140,2,10000,1.0
141,1,10,1.0
142,2,1000,1.0
143,1,10,1.0
144,1,1000,1.0
145,3,100000,1.0
146,2,100,1.0
147,3,100000,1.0
148,3,100000,1.0
149,2,100,1.0
150,1,1000,1.0
151,2,100,1.0
152,3,100000,1.0
153,2,100,1.0
154,1,1000,1.0
155,3,100000,1.0
156,2,10,0.0
156,2,100,0.3
156,2,1000,0.3
156,2,10000,0.4
156,2,100000,0.0
157,3,100000,1.0
158,3,100000,1.0
159,1,1000,1.0
160,1,1000,1.0
161,1,1000,1.0
162,1,100,1.0
163,1,1000,1.0
164,1,10,1.0
165,3,100000,1.0
166,1,10,0.2
166,1,100,0.3
166,1,1000,0.5
166,1,10000,0.0
166,1,100000,0.0
167,2,10,0.0
167,2,100,0.3
167,2,1000,0.3
167,2,10000,0.4
167,2,100000,0.0
168,1,100,1.0
169,2,10000,1.0
170,2,10000,1.0
171,3,100000,1.0
172,3,100,1.0
173,1,1000,1.0
174,1,1000,1.0
175,3,100000,1.0
176,3,100000,1.0
177,2,1000,1.0
178,1,10,1.0
179,1,1000,1.0
180,1,1000,1.0
181,3,100000,1.0
182,3,100000,1.0
183,3,100000,1.0
184,1,1000,1.0
185,1,1000,1.0
186,1,1000,1.0
187,3,100000,1.0
188,3,100000,1.0
189,2,10,0.0
189,2,100,0.3
189,2,1000,0.3
189,2,10000,0.4
189,2,100000,0.0
190,2,100,1.0
191,1,1000,1.0
192,1,100,1.0
193,2,10,0.0
193,2,100,0.3
193,2,1000,0.3
193,2,10000,0.4
193,2,100000,0.0
194,3,100,1.0
195,3,100000,1.0
196,3,100000,1.0
197,1,1000,1.0
198,3,100000,1.0
199,3,100000,1.0
200,2,10000,1.0
201,3,100000,1.0
202,1,10,1.0
203,2,100,1.0
204,1,10,0.2
204,1,100,0.3
204,1,1000,0.5
204,1,10000,0.0
204,1,100000,0.0
205,1,1000,1.0
206,1,1000,1.0
207,3,100,1.0
208,3,100000,1.0
209,2,10000,1.0
210,1,10,0.2
210,1,100,0.3
210,1,1000,0.5
210,1,10000,0.0
210,1,100000,0.0
211,3,100000,1.0
212,3,100000,1.0
213,1,10,0.2
213,1,100,0.3
213,1,1000,0.5
213,1,10000,0.0
213,1,100000,0.0
214,2,10,0.0
214,2,100,0.3
214,2,1000,0.3
214,2,10000,0.4
214,2,100000,0.0
215,1,1000,1.0
216,1,1000,1.0
217,2,100,1.0
218,1,1000,1.0
219,3,100000,1.0
220,3,100000,1.0
221,3,100000,1.0
222,1,100,1.0
223,1,1000,1.0
224,2,10,0.0
224,2,100,0.3
224,2,1000,0.3
224,2,10000,0.4
224,2,100000,0.0
225,1,10,0.2
225,1,100,0.3
225,1,1000,0.5
225,1,10000,0.0
225,1,100000,0.0
226,1,100,1.0
227,2,100,1.0
228,1,10,0.2
228,1,100,0.3
228,1,1000,0.5
228,1,10000,0.0
228,1,100000,0.0
229,3,100000,1.0
230,1,100,1.0
231,1,100,1.0
232,2,1000,1.0
233,3,100,1.0
234,3,100000,1.0
235,2,1000,1.0
236,3,100000,1.0
237,3,100000,1.0
238,1,1000,1.0
239,1,10,1.0
240,3,100,1.0
241,3,100,1.0
242,1,1000,1.0
243,2,1000,1.0
244,1,100,1.0
245,3,100000,1.0
246,3,100000,1.0
247,3,100000,1.0
248,3,100000,1.0
249,3,100000,1.0
250,1,10,1.0
251,2,1000,1.0
252,3,100000,1.0
253,1,1000,1.0
254,2,10000,1.0
255,2,100,1.0
256,1,100,1.0
257,3,100000,1.0
258,1,10,1.0
259,3,100000,1.0
260,3,100000,1.0
261,1,10,0.2
261,1,100,0.3
261,1,1000,0.5
261,1,10000,0.0
261,1,100000,0.0
262,1,10,0.2
262,1,100,0.3
262,1,1000,0.5
262,1,10000,0.0
262,1,100000,0.0
263,1,100,1.0
264,3,100000,1.0
265,1,1000,1.0
266,2,10000,1.0
267,1,1000,1.0
268,3,10,0.01
268,3,100,0.19
268,3,1000,0.0
268,3,10000,0.0
268,3,100000,0.8
269,3,100000,1.0
270,1,100,1.0
271,3,100000,1.0
272,1,1000,1.0
273,1,100,1.0
274,2,100,1.0
275,3,100000,1.0
276,3,100000,1.0
277,1,10,1.0
278,1,100,1.0
279,1,1000,1.0
280,3,100000,1.0
281,1,10,1.0
282,3,10,0.01
282,3,100,0.19
282,3,1000,0.0
282,3,10000,0.0
282,3,100000,0.8
283,1,1000,1.0
284,1,1000,1.0
285,3,100000,1.0
286,1,100,1.0
287,1,1000,1.0
288,3,100000,1.0
289,2,1000,1.0
290,3,100000,1.0
291,3,100000,1.0
292,1,1000,1.0
293,1,1000,1.0
294,2,10,0.0
294,2,100,0.3
294,2,1000,0.3
294,2,10000,0.4
294,2,100000,0.0
295,1,100,1.0
296,2,100,1.0
297,3,10,0.01
297,3,100,0.19
297,3,1000,0.0
297,3,10000,0.0
297,3,100000,0.8
298,3,100000,1.0
299,2,10000,1.0
300,3,100000,1.0
301,3,100000,1.0
302,1,1000,1.0
303,2,10,0.0
303,2,100,0.3
303,2,1000,0.3
303,2,10000,0.4
303,2,100000,0.0
304,1,10,1.0
305,3,10,0.01
305,3,100,0.19
305,3,1000,0.0
305,3,10000,0.0
305,3,100000,0.8
306,3,100000,1.0
307,1,1000,1.0
308,3,100000,1.0
309,3,100000,1.0
310,1,100,1.0
311,2,10,0.0
311,2,100,0.3
311,2,1000,0.3
311,2,10000,0.4
311,2,100000,0.0
312,2,100,1.0
313,3,100000,1.0
314,2,10,0.0
314,2,100,0.3
314,2,1000,0.3
314,2,10000,0.4
314,2,100000,0.0
315,3,100000,1.0
316,1,10,1.0
317,2,10,0.0
317,2,100,0.3
317,2,1000,0.3
317,2,10000,0.4
317,2,100000,0.0
318,3,10,0.01
318,3,100,0.19
318,3,1000,0.0
318,3,10000,0.0
318,3,100000,0.8
319,3,100000,1.0
320,3,100000,1.0
321,1,10,1.0
322,3,100000,1.0
323,1,10,1.0
324,3,100000,1.0
325,3,100,1.0
326,1,1000,1.0
327,1,1000,1.0
328,1,1000,1.0
329,1,1000,1.0
330,3,100000,1.0
331,1,1000,1.0
332,1,10,1.0
333,1,1000,1.0
334,1,100,1.0
335,3,10,0.01
335,3,100,0.19
335,3,1000,0.0
335,3,10000,0.0
335,3,100000,0.8
336,2,100,1.0
337,3,100,1.0
338,2,10,0.0
338,2,100,0.3
338,2,1000,0.3
338,2,10000,0.4
338,2,100000,0.0
339,1,1000,1.0
340,2,100,1.0
341,1,1000,1.0
342,1,1000,1.0
343,3,100000,1.0
344,2,100,1.0
345,3,100000,1.0
346,3,100,1.0
347,1,1000,1.0
348,2,10000,1.0
349,2,10000,1.0
350,2,100,1.0
351,2,100,1.0
352,3,10,0.01
352,3,100,0.19
352,3,1000,0.0
352,3,10000,0.0
352,3,100000,0.8
353,1,10,0.2
353,1,100,0.3
353,1,1000,0.5
353,1,10000,0.0
353,1,100000,0.0
354,2,100,1.0
355,1,1000,1.0
356,3,100000,1.0
357,2,10,0.0
357,2,100,0.3
357,2,1000,0.3
357,2,10000,0.4
357,2,100000,0.0
358,2,100,1.0
359,3,100000,1.0
360,3,100000,1.0
361,3,100000,1.0
362,3,100000,1.0
363,1,10,1.0
364,3,10,0.01
364,3,100,0.19
364,3,1000,0.0
364,3,10000,0.0
364,3,100000,0.8
365,1,10,1.0
366,1,1000,1.0
367,3,100,1.0
368,3,100000,1.0
369,3,100000,1.0
370,3,100000,1.0
371,1,1000,1.0
372,1,100,1.0
373,1,1000,1.0
374,1,1000,1.0
375,3,100000,1.0
376,3,100,1.0
377,2,10,0.0
377,2,100,0.3
377,2,1000,0.3
377,2,10000,0.4
377,2,100000,0.0
378,2,1000,1.0
379,2,1000,1.0
380,3,100000,1.0
381,3,100000,1.0
382,2,10000,1.0
383,1,100,1.0
384,2,10,0.0
384,2,100,0.3
384,2,1000,0.3
384,2,10000,0.4
384,2,100000,0.0
385,3,100,1.0
386,3,100000,1.0
387,1,100,1.0
388,1,10,1.0
389,3,100000,1.0
390,3,100000,1.0
391,2,10,0.0
391,2,100,0.3
391,2,1000,0.3
391,2,10000,0.4
391,2,100000,0.0
392,3,100000,1.0
393,2,100,1.0
394,1,1000,1.0
395,3,100000,1.0
396,3,100000,1.0
397,2,10,0.0
397,2,100,0.3
397,2,1000,0.3
397,2,10000,0.4
397,2,100000,0.0
398,3,100000,1.0
399,3,100000,1.0
400,2,10000,1.0
401,3,100000,1.0
402,2,10000,1.0
403,1,1000,1.0
404,1,100,1.0
405,3,100000,1.0
406,3,100000,1.0
407,1,1000,1.0
408,3,100000,1.0
409,3,100,1.0
410,1,100,1.0
411,1,10,1.0
412,3,100000,1.0
413,1,1000,1.0
414,2,1000,1.0
415,3,100000,1.0
416,2,10,0.0
416,2,100,0.3
416,2,1000,0.3
416,2,10000,0.4
416,2,100000,0.0
417,3,100000,1.0
418,1,10,1.0
419,1,1000,1.0
420,1,1000,1.0
421,1,10,0.2
421,1,100,0.3
421,1,1000,0.5
421,1,10000,0.0
421,1,100000,0.0
422,1,100,1.0
423,3,100000,1.0
424,2,1000,1.0
425,1,100,1.0
426,2,100,1.0
427,2,10000,1.0
428,1,1000,1.0
429,3,100,1.0
430,3,100000,1.0
431,3,100,1.0
432,2,10000,1.0
433,2,1000,1.0
434,2,100,1.0
435,2,10000,1.0
436,3,100000,1.0
437,1,1000,1.0
438,2,10,0.0
438,2,100,0.3
438,2,1000,0.3
438,2,10000,0.4
438,2,100000,0.0
439,3,100000,1.0
440,3,100000,1.0
441,3,100000,1.0
442,1,100,1.0
443,3,100000,1.0
444,1,1000,1.0
445,1,100,1.0
446,3,100000,1.0
447,3,100000,1.0
448,3,100000,1.0
449,1,10,1.0
450,2,100,1.0
451,3,100000,1.0
452,3,100000,1.0
453,2,10000,1.0
454,2,10,0.0
454,2,100,0.3
454,2,1000,0.3
454,2,10000,0.4
454,2,100000,0.0
455,1,1000,1.0
456,3,100000,1.0
457,1,100,1.0
458,1,1000,1.0
459,1,10,0.2
459,1,100,0.3
459,1,1000,0.5
459,1,10000,0.0
459,1,100000,0.0
460,2,10000,1.0
461,2,10,0.0
461,2,100,0.3
461,2,1000,0.3
461,2,10000,0.4
461,2,100000,0.0
462,2,10,0.0
462,2,100,0.3
462,2,1000,0.3
462,2,10000,0.4
462,2,100000,0.0
463,2,10,0.0
463,2,100,0.3
463,2,1000,0.3
463,2,10000,0.4
463,2,100000,0.0
464,1,1000,1.0
465,3,100000,1.0
466,3,100000,1.0
467,1,1000,1.0
468,2,10,0.0
468,2,100,0.3
468,2,1000,0.3
468,2,10000,0.4
468,2,100000,0.0
469,1,1000,1.0
470,1,100,1.0
471,2,10,0.0
471,2,100,0.3
471,2,1000,0.3
471,2,10000,0.4
471,2,100000,0.0
472,1,1000,1.0
473,1,10,1.0
474,3,100,1.0
475,1,1000,1.0
476,2,1000,1.0
477,2,10,0.0
477,2,100,0.3
477,2,1000,0.3
477,2,10000,0.4
477,2,100000,0.0
478,3,100000,1.0
479,1,1000,1.0
480,3,100000,1.0
481,1,1000,1.0
482,1,100,1.0
483,3,100,1.0
484,1,100,1.0
485,1,1000,1.0
486,2,10,0.0
486,2,100,0.3
486,2,1000,0.3
486,2,10000,0.4
486,2,100000,0.0
487,3,100000,1.0
488,1,1000,1.0
489,3,10,0.01
489,3,100,0.19
489,3,1000,0.0
489,3,10000,0.0
489,3,100000,0.8
490,1,10,1.0
491,1,10,1.0
492,1,1000,1.0
493,1,10,1.0
494,1,1000,1.0
495,1,1000,1.0
496,3,100000,1.0
497,3,100000,1.0
498,1,100,1.0
499,1,10,1.0
500,1,1000,1.0
501,1,100,1.0
502,2,100,1.0
503,2,100,1.0
504,3,100000,1.0
505,1,100,1.0
506,1,1000,1.0
507,3,100,1.0
508,1,1000,1.0
509,2,1000,1.0
510,1,10,1.0
511,2,1000,1.0
512,3,100,1.0
513,1,1000,1.0
514,3,100000,1.0
515,2,10,0.0
515,2,100,0.3
515,2,1000,0.3
515,2,10000,0.4
515,2,100000,0.0
516,1,1000,1.0
517,2,10,0.0
517,2,100,0.3
517,2,1000,0.3
517,2,10000,0.4
517,2,100000,0.0
518,1,10,1.0
519,2,10,0.0
519,2,100,0.3
519,2,1000,0.3
519,2,10000,0.4
519,2,100000,0.0
520,1,1000,1.0
521,1,100,1.0
522,2,1000,1.0
523,1,10,1.0
524,3,100,1.0
525,3,100,1.0
526,3,100000,1.0
527,2,10,0.0
527,2,100,0.3
527,2,1000,0.3
527,2,10000,0.4
527,2,100000,0.0
528,2,10,0.0
528,2,100,0.3
528,2,1000,0.3
528,2,10000,0.4
528,2,100000,0.0
529,3,100000,1.0
530,2,10000,1.0
531,3,100000,1.0
532,1,10,1.0
533,3,100000,1.0
534,2,10000,1.0
535,3,100000,1.0
536,3,10,0.01
536,3,100,0.19
536,3,1000,0.0
536,3,10000,0.0
536,3,100000,0.8
537,1,10,1.0
538,2,10000,1.0
539,2,10000,1.0
540,2,10,0.0
540,2,100,0.3
540,2,1000,0.3
540,2,10000,0.4
540,2,100000,0.0
541,1,10,1.0
542,1,1000,1.0
543,2,10,0.0
543,2,100,0.3
543,2,1000,0.3
543,2,10000,0.4
543,2,100000,0.0
544,3,10,0.01
544,3,100,0.19
544,3,1000,0.0
544,3,10000,0.0
544,3,100000,0.8
545,3,100000,1.0
546,1,100,1.0
547,1,1000,1.0
548,2,10000,1.0
549,3,100000,1.0
550,3,100000,1.0
551,3,100000,1.0
552,1,1000,1.0
553,1,1000,1.0
554,2,10,0.0
554,2,100,0.3
554,2,1000,0.3
554,2,10000,0.4
554,2,100000,0.0
555,3,100000,1.0
556,3,100,1.0
557,3,100000,1.0
558,1,100,1.0
559,3,100000,1.0
560,3,100000,1.0
561,1,1000,1.0
562,1,1000,1.0
563,1,1000,1.0
564,2,100,1.0
565,1,10,1.0
566,3,100,1.0
567,1,1000,1.0
568,3,100000,1.0
569,1,1000,1.0
570,2,10000,1.0
571,2,10000,1.0
572,2,10,0.0
572,2,100,0.3
572,2,1000,0.3
572,2,10000,0.4
572,2,100000,0.0
573,1,1000,1.0
574,1,100,1.0
575,3,100000,1.0
576,2,10000,1.0
577,2,10,0.0
577,2,100,0.3
577,2,1000,0.3
577,2,10000,0.4
577,2,100000,0.0
578,3,100000,1.0
579,3,100,1.0
580,3,100000,1.0
581,1,100,1.0
582,3,100000,1.0
583,1,100,1.0
584,1,1000,1.0
585,1,1000,1.0
586,2,10,0.0
586,2,100,0.3
586,2,1000,0.3
586,2,10000,0.4
586,2,100000,0.0
587,3,100000,1.0
588,1,1000,1.0
589,3,100,1.0
590,2,10,0.0
590,2,100,0.3
590,2,1000,0.3
590,2,10000,0.4
590,2,100000,0.0
591,1,10,1.0
592,3,100000,1.0
593,3,100,1.0
594,3,100000,1.0
595,2,100,1.0
596,1,10,0.2
596,1,100,0.3
596,1,1000,0.5
596,1,10000,0.0
596,1,100000,0.0
597,3,100000,1.0
598,2,10000,1.0
599,3,10,0.01
599,3,100,0.19
599,3,1000,0.0
599,3,10000,0.0
599,3,100000,0.8
600,3,100000,1.0
601,3,100000,1.0
602,2,10,0.0
602,2,100,0.3
602,2,1000,0.3
602,2,10000,0.4
602,2,100000,0.0
603,1,10,1.0
604,2,10000,1.0
605,3,100000,1.0
606,1,100,1.0
607,3,100000,1.0
608,1,10,1.0
609,3,100000,1.0
610,2,10000,1.0
611,2,10,0.0
611,2,100,0.3
611,2,1000,0.3
611,2,10000,0.4
611,2,100000,0.0
612,1,1000,1.0
613,1,10,0.2
613,1,100,0.3
613,1,1000,0.5
613,1,10000,0.0
613,1,100000,0.0
614,2,10000,1.0
615,1,1000,1.0
616,3,10,0.01
616,3,100,0.19
616,3,1000,0.0
616,3,10000,0.0
616,3,100000,0.8
617,3,100000,1.0
618,2,10,0.0
618,2,100,0.3
618,2,1000,0.3
618,2,10000,0.4
618,2,100000,0.0
619,3,100000,1.0
620,3,100000,1.0
621,3,100,1.0
622,1,1000,1.0
623,1,1000,1.0
624,3,100000,1.0
625,3,100000,1.0
626,3,100,1.0
627,3,100000,1.0
628,1,100,1.0
629,1,1000,1.0
630,3,100000,1.0
631,2,100,1.0
632,1,10,0.2
632,1,100,0.3
632,1,1000,0.5
632,1,10000,0.0
632,1,100000,0.0
633,2,100,1.0
634,1,10,1.0
635,2,10,0.0
635,2,100,0.3
635,2,1000,0.3
635,2,10000,0.4
635,2,100000,0.0
636,3,100000,1.0
637,2,10000,1.0
638,1,100,1.0
639,2,10,0.0
639,2,100,0.3
639,2,1000,0.3
639,2,10000,0.4
639,2,100000,0.0
640,1,1000,1.0
641,3,100,1.0
642,3,100000,1.0
643,3,100000,1.0
644,1,10,1.0
645,3,100,1.0
646,3,10,1.0
647,1,100,1.0
648,3,100000,1.0
649,1,1000,1.0
650,3,100000,1.0
651,3,100000,1.0
652,1,100,1.0
653,3,100000,1.0
654,1,100,1.0
655,1,1000,1.0
656,2,100,1.0
657,3,100000,1.0
658,3,100000,1.0
659,1,100,1.0
660,2,100,1.0
661,3,100000,1.0
662,2,1000,1.0
663,1,1000,1.0
664,3,100000,1.0
665,1,1000,1.0
666,3,100000,1.0
667,3,100000,1.0
668,2,1000,1.0
669,3,100000,1.0
670,3,100000,1.0
671,3,100000,1.0
672,1,1000,1.0
673,1,10,1.0
674,1,10,1.0
675,1,1000,1.0
676,1,1000,1.0
677,1,100,1.0
678,2,10000,1.0
679,3,100000,1.0
680,3,100000,1.0
681,3,100000,1.0
682,2,10000,1.0
683,3,10,0.01
683,3,100,0.19
683,3,1000,0.0
683,3,10000,0.0
683,3,100000,0.8
684,3,100000,1.0
685,3,100000,1.0
686,2,10,0.0
686,2,100,0.3
686,2,1000,0.3
686,2,10000,0.4
686,2,100000,0.0
687,2,10,0.0
687,2,100,0.3
687,2,1000,0.3
687,2,10000,0.4
687,2,100000,0.0
688,1,100,1.0
689,2,10000,1.0
690,3,10,1.0
691,3,100,1.0
692,3,100000,1.0
693,1,1000,1.0
694,3,100,1.0
695,3,100000,1.0
696,1,10,1.0
697,1,1000,1.0
698,1,100,1.0
699,1,1000,1.0
700,3,100000,1.0
701,1,100,1.0
702,3,100000,1.0
703,1,1000,1.0
704,1,10,0.2
704,1,100,0.3
704,1,1000,0.5
704,1,10000,0.0
704,1,100000,0.0
705,2,10000,1.0
706,3,100000,1.0
707,1,1000,1.0
708,3,100000,1.0
709,2,1000,1.0
710,3,100000,1.0
711,3,100000,1.0
712,3,100000,1.0
713,1,1000,1.0
714,3,100,1.0
715,1,1000,1.0
716,1,100,1.0
717,3,100000,1.0
718,1,10,1.0
719,3,100000,1.0
720,3,100000,1.0
721,3,100000,1.0
722,1,10,1.0
723,2,100,1.0
724,1,100,1.0
725,1,1000,1.0
726,2,10,0.0
726,2,100,0.3
726,2,1000,0.3
726,2,10000,0.4
726,2,100000,0.0
727,1,100,1.0
728,3,100,1.0
729,2,1000,1.0
730,2,100,1.0
731,2,10,0.0
731,2,100,0.3
731,2,1000,0.3
731,2,10000,0.4
731,2,100000,0.0
732,2,10,0.0
732,2,100,0.3
732,2,1000,0.3
732,2,10000,0.4
732,2,100000,0.0
733,1,1000,1.0
734,3,100000,1.0
735,3,100000,1.0
736,3,100000,1.0
737,1,1000,1.0
738,3,100000,1.0
739,1,1000,1.0
740,3,100000,1.0
741,3,100000,1.0
742,3,100000,1.0
743,1,1000,1.0
744,3,100,1.0
745,1,10,1.0
746,1,100,1.0
747,1,100,1.0
748,2,10,0.0
748,2,100,0.3
748,2,1000,0.3
748,2,10000,0.4
748,2,100000,0.0
749,3,100,1.0
750,3,100000,1.0
751,1,100,1.0
752,1,100,1.0
753,2,10,0.0
753,2,100,0.3
753,2,1000,0.3
753,2,10000,0.4
753,2,100000,0.0
754,1,1000,1.0
755,2,10000,1.0
756,1,1000,1.0
757,3,100,1.0
758,3,100000,1.0
759,1,1000,1.0
760,3,100,1.0
761,2,10000,1.0
762,1,10,0.2
762,1,100,0.3
762,1,1000,0.5
762,1,10000,0.0
762,1,100000,0.0
763,1,10,1.0
764,1,100,1.0
765,1,10,1.0
766,3,100,1.0
767,1,10,1.0
768,3,10,0.01
768,3,100,0.19
768,3,1000,0.0
768,3,10000,0.0
768,3,100000,0.8
769,2,1000,1.0
770,2,10,0.0
770,2,100,0.3
770,2,1000,0.3
770,2,10000,0.4
770,2,100000,0.0
771,3,100000,1.0
772,3,100000,1.0
773,3,100000,1.0
774,3,100000,1.0
775,2,10000,1.0
776,3,100000,1.0
777,2,10000,1.0
778,2,100,1.0
779,1,10,1.0
780,2,1000,1.0
781,2,1000,1.0
782,3,100,1.0
783,1,1000,1.0
784,1,1000,1.0
785,1,10,0.2
785,1,100,0.3
785,1,1000,0.5
785,1,10000,0.0
785,1,100000,0.0
786,1,100,1.0
787,3,100000,1.0
788,2,100,1.0
789,2,10,0.0
789,2,100,0.3
789,2,1000,0.3
789,2,10000,0.4
789,2,100000,0.0
790,3,100000,1.0
791,1,1000,1.0
792,1,1000,1.0
793,1,10,1.0
794,2,10,0.0
794,2,100,0.3
794,2,1000,0.3
794,2,10000,0.4
794,2,100000,0.0
795,1,1000,1.0
796,3,100000,1.0
797,2,10,0.0
797,2,100,0.3
797,2,1000,0.3
797,2,10000,0.4
797,2,100000,0.0
798,2,10,0.0
798,2,100,0.3
798,2,1000,0.3
798,2,10000,0.4
798,2,100000,0.0
799,1,1000,1.0
800,3,100000,1.0
801,2,10,0.0
801,2,100,0.3
801,2,1000,0.3
801,2,10000,0.4
801,2,100000,0.0
802,3,100,1.0
803,1,10,1.0
804,1,1000,1.0
805,2,10,0.0
805,2,100,0.3
805,2,1000,0.3
805,2,10000,0.4
805,2,100000,0.0
806,3,100,1.0
807,3,100000,1.0
808,2,1000,1.0
809,2,100,1.0
810,3,100000,1.0
811,1,1000,1.0
812,1,1000,1.0
813,1,1000,1.0
814,1,10,1.0
815,3,100000,1.0
816,1,100,1.0
817,1,1000,1.0
818,1,10,1.0
819,3,100000,1.0
820,1,100,1.0
821,3,100000,1.0
822,1,10,0.2
822,1,100,0.3
822,1,1000,0.5
822,1,10000,0.0
822,1,100000,0.0
823,2,10000,1.0
824,3,100000,1.0
825,1,1000,1.0
826,1,1000,1.0
827,1,1000,1.0
828,3,100000,1.0
829,3,100000,1.0
830,1,10,1.0
831,3,100000,1.0
832,2,10,0.0
832,2,100,0.3
832,2,1000,0.3
832,2,10000,0.4
832,2,100000,0.0
833,1,1000,1.0
834,2,10,0.0
834,2,100,0.3
834,2,1000,0.3
834,2,10000,0.4
834,2,100000,0.0
835,1,100,1.0
836,2,1000,1.0
837,2,1000,1.0
838,2,1000,1.0
839,1,100,1.0
840,2,10000,1.0
841,1,100,1.0
842,3,100000,1.0
843,3,100000,1.0
844,3,100000,1.0
845,3,100000,1.0
846,1,100,1.0
847,3,100000,1.0
848,1,1000,1.0
849,3,100000,1.0
850,3,100000,1.0
851,3,100000,1.0
852,1,1000,1.0
853,3,100000,1.0
854,3,10,0.01
854,3,100,0.19
854,3,1000,0.0
854,3,10000,0.0
854,3,100000,0.8
855,1,1000,1.0
856,2,1000,1.0
857,1,1000,1.0
858,3,100,1.0
859,3,100000,1.0
860,2,10,0.0
860,2,100,0.3
860,2,1000,0.3
860,2,10000,0.4
860,2,100000,0.0
861,3,100000,1.0
862,3,100000,1.0
863,2,1000,1.0
864,1,100,1.0
865,2,1000,1.0
866,1,100,1.0
867,1,10,1.0
868,1,100,1.0
869,3,100000,1.0
870,3,100000,1.0
871,1,10,1.0
872,1,100,1.0
873,3,100000,1.0
874,1,10,1.0
875,2,1000,1.0
876,1,10,1.0
877,2,10,0.0
877,2,100,0.3
877,2,1000,0.3
877,2,10000,0.4
877,2,100000,0.0
878,1,10,0.2
878,1,100,0.3
878,1,1000,0.5
878,1,10000,0.0
878,1,100000,0.0
879,1,1000,1.0
880,2,10,0.0
880,2,100,0.3
880,2,1000,0.3
880,2,10000,0.4
880,2,100000,0.0
881,1,100,1.0
882,2,1000,1.0
883,2,1000,1.0
884,3,100,1.0
885,2,10,0.0
885,2,100,0.3
885,2,1000,0.3
885,2,10000,0.4
885,2,100000,0.0
