block_id,A,B,C,D,probability
0,31,555,88,88,1.0
1,45,3,75,75,1.0
2,31,74,24,24,0.0
2,31,74,75,24,0.75
2,31,74,88,24,0.0
2,31,74,120,24,0.25000000000000006
3,2,74,88,88,1.0
4,2,74,75,88,1.0
5,31,74,120,24,1.0
6,31,145,24,120,0.0
6,31,145,75,120,0.75
6,31,145,88,120,0.0
6,31,145,120,120,0.25000000000000006
7,31,145,120,88,1.0
8,2,555,88,120,1.0
9,31,555,24,75,1.0
10,31,74,24,120,1.0
11,45,74,75,88,1.0
12,45,145,120,24,1.0
13,2,145,120,120,1.0
14,31,74,75,24,1.0
15,31,145,88,88,1.0
16,31,555,75,120,1.0
17,2,3,75,120,1.0
18,2,145,120,120,1.0
19,31,74,75,24,1.0
20,2,74,120,75,1.0
21,45,3,120,88,0.8
21,45,74,120,88,0.0
21,45,145,120,88,0.0
21,45,555,120,88,0.2
22,2,3,24,75,1.0
23,2,74,24,24,1.0
24,31,74,88,120,1.0
25,31,555,24,75,1.0
26,31,555,75,24,1.0
27,31,145,120,24,1.0
28,45,555,75,88,1.0
29,31,74,88,24,1.0
30,45,3,24,24,0.0
30,45,3,24,75,0.5
30,45,3,24,88,0.0
30,45,3,24,120,0.5
31,2,3,75,88,1.0
32,45,145,75,120,1.0
33,45,145,88,88,1.0
34,31,555,75,88,1.0
35,45,3,88,75,0.8
35,45,74,88,75,0.0
35,45,145,88,75,0.0
35,45,555,88,75,0.2
36,31,3,120,24,0.4000000000000001
36,31,74,120,24,0.0
36,31,145,120,24,0.0
36,31,555,120,24,0.6
37,45,74,120,75,1.0
38,2,3,120,120,1.0
39,2,145,88,24,0.0
39,2,145,88,75,0.3333333333333333
39,2,145,88,88,0.0
39,2,145,88,120,0.6666666666666666
40,45,555,75,24,1.0
41,31,3,24,75,1.0
42,2,74,88,88,1.0
43,31,555,24,24,1.0
44,45,3,24,75,0.0
44,45,3,75,75,0.5
44,45,3,88,75,0.0
44,45,3,120,75,0.5
45,2,3,75,88,1.0
46,2,145,120,88,1.0
47,31,555,75,88,1.0
48,2,145,120,88,1.0
49,2,3,88,75,1.0
50,2,3,24,120,1.0
51,2,555,88,88,1.0
52,31,74,24,24,1.0
53,2,3,88,120,1.0
54,31,555,88,24,1.0
55,45,555,24,120,1.0
56,2,145,75,24,0.0
56,2,145,75,75,0.3333333333333333
56,2,145,75,88,0.0
56,2,145,75,120,0.6666666666666666
57,31,74,24,120,1.0
58,2,3,120,120,1.0
59,31,74,75,24,1.0
60,31,3,75,24,0.4000000000000001
60,31,74,75,24,0.0
60,31,145,75,24,0.0
60,31,555,75,24,0.6
61,31,3,24,24,1.0
62,31,74,88,88,1.0
63,2,145,120,120,1.0
64,31,3,75,88,0.4000000000000001
64,31,74,75,88,0.0
