block_id,A,B,C,probability
0,2,14,15,1.0
1,13,98,78,1.0
2,18,3,123,1.0
3,13,24,123,1.0
4,20,3,123,1.0
5,18,3,78,1.0
6,20,24,15,1.0
7,20,24,123,1.0
8,18,24,78,1.0
9,18,24,78,1.0
10,18,98,15,1.0
11,2,24,4,1.0
12,20,14,245,1.0
13,13,14,245,1.0
14,18,3,78,1.0
15,13,3,123,1.0
16,13,98,15,1.0
17,20,14,78,1.0
18,18,14,123,1.0
19,18,3,123,1.0
20,20,3,15,1.0
21,18,98,78,1.0
22,20,24,78,1.0
23,18,98,15,1.0
24,13,14,123,1.0
25,18,24,4,1.0
26,20,3,78,1.0
27,18,3,245,1.0
28,20,3,4,1.0
29,20,24,78,1.0
30,13,3,4,0.0
30,13,3,15,0.0
30,13,3,78,0.4285714285714285
30,13,3,123,0.4285714285714285
30,13,3,245,0.14285714285714288
31,18,24,123,1.0
32,13,24,15,1.0
33,18,24,123,1.0
34,13,3,123,1.0
35,18,24,123,1.0
36,13,3,78,1.0
37,20,14,4,1.0
38,13,14,123,1.0
39,13,98,15,1.0
40,20,3,123,1.0
41,18,14,15,1.0
42,20,24,4,1.0
43,20,14,123,1.0
44,18,14,123,1.0
45,20,24,4,0.0
45,20,24,15,0.0
45,20,24,78,0.3333333333333333
45,20,24,123,0.3333333333333333
45,20,24,245,0.3333333333333333
46,13,98,78,1.0
47,18,3,15,1.0
48,18,24,78,1.0
49,2,24,245,1.0
50,20,14,78,1.0
51,20,24,123,1.0
52,2,3,15,1.0
53,2,14,123,1.0
54,20,3,245,1.0
55,13,24,78,1.0
56,2,98,15,1.0
57,18,24,245,1.0
58,20,24,15,1.0
59,13,24,245,1.0
60,20,98,15,1.0
61,20,24,78,1.0
62,18,14,15,1.0
63,18,3,245,1.0
64,20,3,78,1.0
65,20,98,15,1.0
66,13,3,123,1.0
67,20,3,78,1.0
68,18,98,245,1.0
69,13,14,4,0.0
69,13,14,15,0.0
69,13,14,78,0.3333333333333333
69,13,14,123,0.3333333333333333
69,13,14,245,0.3333333333333333
70,13,3,123,1.0
71,18,24,78,1.0
72,18,98,4,0.0
72,18,98,15,0.0
72,18,98,78,0.4285714285714285
72,18,98,123,0.14285714285714288
72,18,98,245,0.4285714285714285
73,18,14,78,1.0
74,2,14,123,1.0
75,2,3,15,1.0
76,13,98,123,1.0
77,13,3,4,0.0
77,13,3,15,0.0
77,13,3,78,0.4285714285714285
77,13,3,123,0.4285714285714285
77,13,3,245,0.14285714285714288
78,2,98,78,1.0
79,18,3,245,1.0
80,18,24,4,0.0
80,18,24,15,0.0
80,18,24,78,0.3333333333333333
80,18,24,123,0.3333333333333333
80,18,24,245,0.3333333333333333
81,20,3,4,1.0
82,13,98,4,1.0
83,18,24,4,1.0
84,18,3,123,1.0
85,13,3,123,1.0
86,13,24,4,1.0
87,13,24,123,1.0
88,2,98,78,1.0
89,18,3,245,1.0
90,20,24,78,1.0
91,13,98,4,0.0
91,13,98,15,0.0
91,13,98,78,0.4285714285714285
91,13,98,123,0.4285714285714285
91,13,98,245,0.14285714285714288
92,13,14,4,1.0
93,18,98,245,1.0
94,18,24,15,1.0
95,20,3,4,0.0
95,20,3,15,0.0
95,20,3,78,0.4285714285714285
95,20,3,123,0.4285714285714285
95,20,3,245,0.14285714285714288
96,18,3,245,1.0
97,18,24,78,1.0
98,13,24,4,1.0
99,2,98,4,1.0
100,2,24,123,1.0
101,13,14,4,1.0
102,20,98,123,1.0
103,18,98,15,1.0
104,20,98,78,1.0
105,2,3,78,1.0
106,18,14,15,1.0
107,2,3,78,1.0
108,18,24,15,1.0
109,2,24,123,1.0
110,20,24,245,1.0
111,20,3,123,1.0
112,20,98,78,1.0
113,18,14,123,1.0
114,13,14,15,1.0
115,18,24,15,1.0
116,2,3,78,1.0
117,20,98,245,1.0
118,2,14,4,0.0
118,2,14,15,0.0
118,2,14,78,0.3333333333333333
118,2,14,123,0.3333333333333333
118,2,14,245,0.3333333333333333
119,2,14,78,1.0
120,18,98,123,1.0
121,2,14,123,1.0
122,20,3,15,1.0
123,18,14,123,1.0
124,18,24,4,1.0
125,2,24,4,1.0
126,18,24,78,1.0
127,2,24,123,1.0
128,20,14,15,1.0
129,18,14,4,1.0
130,18,24,123,1.0
131,13,3,15,1.0
132,13,3,78,1.0
133,20,14,245,1.0
134,2,14,4,1.0
135,20,3,78,1.0
136,13,24,78,1.0
137,20,98,4,0.0
137,20,98,15,0.0
137,20,98,78,0.4285714285714285
137,20,98,123,0.4285714285714285
137,20,98,245,0.14285714285714288
138,20,3,78,1.0
139,18,14,4,1.0
140,18,98,78,1.0
141,20,3,123,1.0
142,13,3,123,1.0
143,20,14,78,1.0
144,20,3,4,1.0
145,20,24,78,1.0
146,13,98,78,1.0
147,20,3,123,1.0
148,18,24,78,1.0
149,20,98,78,1.0
150,13,14,4,1.0
151,18,24,15,1.0
152,2,24,78,1.0
153,18,24,4,0.0
153,18,24,15,0.0
153,18,24,78,0.3333333333333333
153,18,24,123,0.3333333333333333
153,18,24,245,0.3333333333333333
154,2,3,78,1.0
155,2,3,78,1.0
156,20,24,245,1.0
157,20,24,78,1.0
158,2,98,4,1.0
159,13,24,15,1.0
160,13,3,15,1.0
161,18,24,123,1.0
162,13,14,245,1.0
163,13,14,4,1.0
164,20,24,15,1.0
165,13,3,4,1.0
166,20,24,4,1.0
167,20,3,15,1.0
168,13,98,123,1.0
169,2,3,78,1.0
170,20,14,78,1.0
171,13,98,245,1.0
172,13,14,123,1.0
173,18,98,245,1.0
174,20,24,15,1.0
175,20,24,4,0.0
175,20,24,15,0.0
175,20,24,78,0.3333333333333333
175,20,24,123,0.3333333333333333
175,20,24,245,0.3333333333333333
176,18,98,78,1.0
177,13,24,245,1.0
178,2,3,245,1.0
179,2,98,4,1.0
180,20,24,4,0.0
180,20,24,15,0.0
180,20,24,78,0.3333333333333333
180,20,24,123,0.3333333333333333
180,20,24,245,0.3333333333333333
181,18,98,15,1.0
182,2,14,4,0.0
182,2,14,15,0.0
182,2,14,78,0.3333333333333333
182,2,14,123,0.3333333333333333
182,2,14,245,0.3333333333333333
183,18,24,78,1.0
184,18,98,78,1.0
185,20,3,4,1.0
186,20,3,4,0.0
186,20,3,15,0.0
186,20,3,78,0.4285714285714285
186,20,3,123,0.4285714285714285
186,20,3,245,0.14285714285714288
187,18,98,78,1.0
188,20,3,123,1.0
189,13,3,78,1.0
190,2,3,123,1.0
191,20,3,123,1.0
192,18,98,4,0.0
192,18,98,15,0.0
192,18,98,78,0.4285714285714285
192,18,98,123,0.14285714285714288
192,18,98,245,0.4285714285714285
193,18,98,245,1.0
194,18,3,4,0.0
194,18,3,15,0.0
194,18,3,78,0.4285714285714285
194,18,3,123,0.14285714285714288
194,18,3,245,0.4285714285714285
195,20,14,4,0.0
195,20,14,15,0.0
195,20,14,78,0.3333333333333333
195,20,14,123,0.3333333333333333
195,20,14,245,0.3333333333333333
196,20,14,245,1.0
197,20,24,4,1.0
198,18,24,245,1.0
199,2,24,78,1.0
200,18,24,4,0.0
200,18,24,15,0.0
200,18,24,78,0.3333333333333333
200,18,24,123,0.3333333333333333
200,18,24,245,0.3333333333333333
201,18,3,245,1.0
202,2,3,78,1.0
203,20,14,245,1.0
204,2,3,245,1.0
205,20,98,15,1.0
206,18,3,78,1.0
207,18,24,15,1.0
208,13,24,123,1.0
209,18,3,245,1.0
210,20,24,78,1.0
211,18,24,4,0.0
211,18,24,15,0.0
211,18,24,78,0.3333333333333333
211,18,24,123,0.3333333333333333
211,18,24,245,0.3333333333333333
212,2,3,4,0.0
212,2,3,15,0.0
212,2,3,78,0.4285714285714285
212,2,3,123,0.14285714285714288
212,2,3,245,0.4285714285714285
213,18,14,245,1.0
214,18,3,245,1.0
215,13,98,78,1.0
216,20,14,78,1.0
217,18,3,4,1.0
218,20,24,15,1.0
219,18,3,245,1.0
220,2,98,4,0.0
220,2,98,15,0.0
220,2,98,78,0.4285714285714285
220,2,98,123,0.14285714285714288
220,2,98,245,0.4285714285714285
221,13,98,78,1.0
222,2,14,123,1.0
223,2,24,123,1.0
224,20,24,78,1.0
225,18,98,78,1.0
226,13,98,4,1.0
227,18,3,245,1.0
228,20,14,78,1.0
229,18,3,78,1.0
230,2,3,15,1.0
231,20,3,123,1.0
232,18,3,123,1.0
233,18,98,15,1.0
234,20,98,78,1.0
235,18,14,4,1.0
236,18,24,78,1.0
237,2,24,4,0.0
237,2,24,15,0.0
237,2,24,78,0.3333333333333333
237,2,24,123,0.3333333333333333
237,2,24,245,0.3333333333333333
238,20,98,78,1.0
239,18,24,4,0.0
239,18,24,15,0.0
239,18,24,78,0.3333333333333333
239,18,24,123,0.3333333333333333
239,18,24,245,0.3333333333333333
240,20,3,245,1.0
241,20,3,123,1.0
242,18,14,123,1.0
243,18,3,245,1.0
244,18,14,123,1.0
245,13,14,123,1.0
246,13,3,15,1.0
247,13,24,15,1.0
248,18,3,15,1.0
249,18,24,78,1.0
250,20,24,4,1.0
251,13,98,245,1.0
252,20,14,78,1.0
253,20,3,245,1.0
254,20,3,15,1.0
255,2,14,123,1.0
256,18,98,4,0.0
256,18,98,15,0.0
256,18,98,78,0.4285714285714285
256,18,98,123,0.14285714285714288
256,18,98,245,0.4285714285714285
257,13,14,245,1.0
258,13,3,78,1.0
259,2,14,123,1.0
260,13,14,15,1.0
261,18,3,15,1.0
262,2,24,15,1.0
263,13,3,78,1.0
264,13,3,245,1.0
265,13,14,123,1.0
266,18,24,4,0.0
266,18,24,15,0.0
