block_id,A,B,probability
0,11,44444,1.0
1,11,44444,1.0
2,11,44444,1.0
3,32,44444,1.0
4,43,44444,1.0
5,11,44444,1.0
6,11,44444,1.0
7,43,44444,1.0
8,11,44444,1.0
9,32,88,0.1
9,32,1000,0.4
9,32,44444,0.5
10,11,44444,1.0
11,11,44444,1.0
12,11,44444,1.0
13,43,88,0.25
13,43,1000,0.25
13,43,44444,0.5
14,43,44444,1.0
15,43,88,0.25
15,43,1000,0.25
15,43,44444,0.5
16,32,88,0.1
16,32,1000,0.4
16,32,44444,0.5
17,11,44444,1.0
18,11,44444,1.0
19,11,44444,1.0
20,11,88,0.0
20,11,1000,0.0
20,11,44444,1.0
21,32,44444,1.0
22,32,44444,1.0
23,32,44444,1.0
24,11,44444,1.0
25,11,44444,1.0
26,43,44444,1.0
27,11,44444,1.0
28,11,44444,1.0
29,43,88,0.25
29,43,1000,0.25
29,43,44444,0.5
30,11,44444,1.0
31,43,1000,1.0
32,11,44444,1.0
33,43,44444,1.0
34,11,44444,1.0
35,11,44444,1.0
36,11,88,0.0
36,11,1000,0.0
36,11,44444,1.0
37,43,44444,1.0
38,32,44444,1.0
39,32,88,0.1
39,32,1000,0.4
39,32,44444,0.5
40,43,44444,1.0
41,43,1000,1.0
42,11,88,0.0
42,11,1000,0.0
42,11,44444,1.0
43,43,44444,1.0
44,43,44444,1.0
45,11,44444,1.0
46,43,44444,1.0
47,11,44444,1.0
48,11,88,0.0
48,11,1000,0.0
48,11,44444,1.0
49,32,88,0.1
49,32,1000,0.4
49,32,44444,0.5
50,11,44444,1.0
51,11,88,0.0
51,11,1000,0.0
51,11,44444,1.0
52,32,88,1.0
53,43,44444,1.0
54,11,44444,1.0
55,43,88,1.0
56,11,44444,1.0
57,43,88,1.0
58,43,88,0.25
58,43,1000,0.25
58,43,44444,0.5
59,11,88,0.0
59,11,1000,0.0
59,11,44444,1.0
60,43,44444,1.0
61,11,88,0.0
61,11,1000,0.0
61,11,44444,1.0
62,11,44444,1.0
63,43,88,0.25
63,43,1000,0.25
63,43,44444,0.5
64,43,88,0.25
64,43,1000,0.25
64,43,44444,0.5
65,32,88,1.0
66,32,88,0.1
66,32,1000,0.4
66,32,44444,0.5
67,11,44444,1.0
68,32,88,1.0
69,43,88,0.25
69,43,1000,0.25
69,43,44444,0.5
70,11,44444,1.0
71,43,44444,1.0
72,11,44444,1.0
73,43,44444,1.0
74,11,88,0.0
74,11,1000,0.0
74,11,44444,1.0
75,11,44444,1.0
76,11,44444,1.0
77,11,88,0.0
77,11,1000,0.0
77,11,44444,1.0
78,32,44444,1.0
79,32,88,0.1
79,32,1000,0.4
79,32,44444,0.5
80,43,44444,1.0
81,32,88,0.1
81,32,1000,0.4
81,32,44444,0.5
82,11,88,0.0
82,11,1000,0.0
82,11,44444,1.0
83,11,44444,1.0
84,43,88,0.25
84,43,1000,0.25
84,43,44444,0.5
85,11,88,0.0
85,11,1000,0.0
85,11,44444,1.0
86,32,44444,1.0
87,11,88,0.0
87,11,1000,0.0
87,11,44444,1.0
88,11,44444,1.0
89,32,88,0.1
89,32,1000,0.4
89,32,44444,0.5
90,32,1000,1.0
91,11,88,0.0
91,11,1000,0.0
91,11,44444,1.0
92,43,1000,1.0
93,11,44444,1.0
94,43,1000,1.0
95,11,44444,1.0
96,32,44444,1.0
97,11,44444,1.0
98,32,1000,1.0
99,43,44444,1.0
100,32,44444,1.0
101,32,1000,1.0
102,11,44444,1.0
103,11,88,0.0
103,11,1000,0.0
103,11,44444,1.0
104,43,88,0.25
104,43,1000,0.25
104,43,44444,0.5
105,11,44444,1.0
106,32,44444,1.0
107,11,44444,1.0
108,11,44444,1.0
109,11,88,0.0
109,11,1000,0.0
109,11,44444,1.0
110,43,44444,1.0
111,43,1000,1.0
112,43,44444,1.0
113,32,88,1.0
114,11,88,0.0
114,11,1000,0.0
114,11,44444,1.0
115,11,44444,1.0
116,32,44444,1.0
117,32,44444,1.0
118,11,44444,1.0
119,11,44444,1.0
120,11,44444,1.0
121,11,44444,1.0
122,11,88,0.0
122,11,1000,0.0
122,11,44444,1.0
123,11,44444,1.0
124,11,88,0.0
124,11,1000,0.0
124,11,44444,1.0
125,32,1000,1.0
126,11,44444,1.0
127,43,88,0.25
127,43,1000,0.25
127,43,44444,0.5
