block_id,A,B,probability
0,1,100,1
1,1,100,1
2,1,100,1
3,1,10,1
4,1,100,1
5,1,10,1
6,1,100,1
7,1,100,1
8,1,100,1
9,1,100,1
10,1,10,1
10,1,100,0
11,1,10,1
12,1,10,1
13,1,10,1
14,1,100,1
15,1,100,1
16,1,10,1
17,1,100,1
18,1,10,1
19,1,100,1
20,1,10,1
20,1,100,0
21,1,10,1
22,1,100,1
23,1,10,1
24,1,100,1
25,1,10,1
26,1,10,1
27,1,100,1
28,1,10,1
29,1,100,1
30,1,10,1
31,1,10,1
32,1,10,1
33,1,100,1
34,1,10,1
35,1,10,1
35,1,100,0
36,1,10,1
36,1,100,0
37,1,10,1
38,1,100,1
39,1,10,1
40,1,10,1
40,1,100,0
41,1,10,1
42,1,100,1
43,1,100,1
44,1,10,1
44,1,100,0
45,1,10,1
45,1,100,0
46,1,10,1
47,1,100,1
48,1,10,1
49,1,100,1
50,1,10,1
51,1,100,1
52,1,100,1
53,1,100,1
54,1,10,1
55,1,10,1
56,1,100,1
57,1,10,1
57,1,100,0
58,1,100,1
59,1,10,1
59,1,100,0
60,1,10,1
61,1,100,1
62,1,100,1
63,1,10,1
64,1,10,1
65,1,10,1
66,1,100,1
67,1,100,1
68,1,100,1
69,1,10,1
70,1,10,1
71,1,10,1
71,1,100,0
72,1,10,1
73,1,10,1
73,1,100,0
74,1,10,1
75,1,10,1
76,1,100,1
77,1,10,1
78,1,100,1
79,1,100,1
80,1,100,1
81,1,10,1
81,1,100,0
82,1,10,1
83,1,10,1
84,1,10,1
85,1,10,1
86,1,10,1
87,1,100,1
88,1,10,1
89,1,10,1
90,1,10,1
91,1,10,1
92,1,10,1
93,1,100,1
94,1,10,1
94,1,100,0
95,1,10,1
96,1,10,1
97,1,100,1
98,1,100,1
99,1,10,1
99,1,100,0
100,1,10,1
101,1,100,1
102,1,10,1
103,1,100,1
104,1,10,1
105,1,10,1
105,1,100,0
106,1,100,1
107,1,10,1
108,1,10,1
109,1,10,1
110,1,100,1
111,1,100,1
112,1,10,1
112,1,100,0
113,1,100,1
114,1,100,1
115,1,100,1
116,1,100,1
117,1,100,1
118,1,100,1
119,1,100,1
120,1,10,1
121,1,100,1
122,1,10,1
123,1,10,1
124,1,10,1
125,1,100,1
126,1,100,1
127,1,100,1
128,1,10,1
128,1,100,0
129,1,100,1
130,1,10,1
130,1,100,0
131,1,10,1
132,1,10,1
133,1,100,1
134,1,10,1
135,1,100,1
136,1,10,1
137,1,100,1
138,1,100,1
139,1,100,1
140,1,10,1
140,1,100,0
141,1,100,1
142,1,10,1
143,1,10,1
144,1,10,1
144,1,100,0
145,1,100,1
146,1,10,1
147,1,10,1
148,1,10,1
148,1,100,0
149,1,100,1
150,1,100,1
151,1,10,1
152,1,100,1
153,1,10,1
154,1,100,1
155,1,100,1
156,1,10,1
156,1,100,0
157,1,10,1
158,1,100,1
159,1,10,1
160,1,100,1
161,1,100,1
162,1,100,1
163,1,100,1
164,1,100,1
165,1,100,1
166,1,100,1
167,1,10,1
167,1,100,0
168,1,10,1
168,1,100,0
169,1,10,1
169,1,100,0
170,1,10,1
171,1,100,1
172,1,10,1
173,1,100,1
174,1,10,1
175,1,10,1
176,1,100,1
177,1,10,1
178,1,100,1
179,1,10,1
179,1,100,0
180,1,100,1
181,1,10,1
182,1,10,1
182,1,100,0
183,1,10,1
184,1,10,1
185,1,10,1
186,1,100,1
187,1,100,1
188,1,10,1
188,1,100,0
189,1,100,1
190,1,100,1
191,1,100,1
192,1,10,1
192,1,100,0
193,1,10,1
194,1,10,1
195,1,100,1
196,1,10,1
196,1,100,0
197,1,100,1
198,1,100,1
199,1,100,1
200,1,100,1
201,1,100,1
202,1,10,1
202,1,100,0
203,1,10,1
204,1,10,1
205,1,10,1
206,1,10,1
207,1,10,1
208,1,10,1
208,1,100,0
209,1,10,1
210,1,10,1
211,1,10,1
212,1,10,1
213,1,100,1
214,1,10,1
215,1,100,1
216,1,10,1
216,1,100,0
217,1,10,1
218,1,10,1
218,1,100,0
219,1,100,1
220,1,100,1
221,1,100,1
222,1,10,1
222,1,100,0
223,1,10,1
224,1,10,1
224,1,100,0
225,1,10,1
226,1,100,1
227,1,10,1
228,1,100,1
229,1,10,1
230,1,10,1
231,1,100,1
232,1,10,1
232,1,100,0
233,1,10,1
234,1,10,1
234,1,100,0
235,1,10,1
236,1,10,1
237,1,10,1
238,1,100,1
239,1,10,1
240,1,10,1
241,1,100,1
242,1,10,1
242,1,100,0
243,1,10,1
244,1,100,1
245,1,10,1
246,1,10,1
247,1,100,1
248,1,100,1
249,1,100,1
250,1,10,1
251,1,100,1
252,1,10,1
253,1,10,1
254,1,10,1
255,1,10,1
256,1,10,1
257,1,100,1
258,1,10,1
258,1,100,0
259,1,10,1
260,1,10,1
260,1,100,0
261,1,10,1
261,1,100,0
262,1,10,1
263,1,100,1
264,1,10,1
265,1,10,1
266,1,10,1
267,1,100,1
268,1,10,1
269,1,100,1
270,1,100,1
271,1,100,1
272,1,10,1
273,1,10,1
273,1,100,0
274,1,10,1
274,1,100,0
275,1,10,1
276,1,100,1
277,1,100,1
278,1,100,1
279,1,100,1
280,1,10,1
281,1,10,1
282,1,100,1
283,1,10,1
283,1,100,0
284,1,100,1
285,1,10,1
286,1,10,1
286,1,100,0
287,1,10,1
288,1,100,1
289,1,100,1
290,1,10,1
291,1,10,1
292,1,100,1
293,1,100,1
294,1,10,1
294,1,100,0
295,1,100,1
296,1,10,1
297,1,10,1
298,1,10,1
298,1,100,0
299,1,100,1
