block_id,A,B,probability
0,21,55,1
1,23,13,1
2,23,100,1
3,10,13,0
3,10,55,0
3,10,100,1
4,10,100,1
5,23,100,1
6,23,13,1
7,10,100,1
8,10,100,1
9,10,100,1
10,10,55,1
11,10,100,1
12,10,100,1
13,10,100,1
14,21,55,1
15,23,100,1
16,21,55,1
17,21,100,1
18,23,100,1
19,23,55,1
20,10,55,1
21,10,13,0
21,10,55,0
21,10,100,1
22,21,100,1
23,10,100,1
24,10,100,1
25,10,55,1
26,10,100,1
27,21,100,1
28,10,100,1
29,10,100,1
30,10,100,1
31,21,100,1
32,10,100,1
33,10,55,1
34,21,13,1
35,23,13,1
36,21,100,1
37,21,55,1
38,10,13,0
38,10,55,0
38,10,100,1
39,21,100,1
40,10,100,1
41,23,55,1
42,23,100,1
43,23,13,0
43,23,55,0
43,23,100,1
44,23,100,1
45,10,100,1
46,10,100,1
47,23,100,1
48,10,13,0
48,10,55,0
48,10,100,1
49,10,100,1
50,10,55,1
51,21,100,1
52,10,100,1
53,21,100,1
54,10,100,1
55,10,100,1
56,10,100,1
57,21,13,0
57,21,55,0
57,21,100,1
58,10,100,1
59,21,13,0
59,21,55,0
59,21,100,1
60,10,55,1
61,10,100,1
62,10,100,1
63,10,100,1
64,23,100,1
65,23,55,1
66,10,13,0
66,10,55,0
66,10,100,1
67,10,100,1
68,10,100,1
69,10,13,0
69,10,55,0
69,10,100,1
70,10,100,1
71,10,13,0
71,10,55,0
71,10,100,1
72,23,100,1
73,23,13,1
74,23,55,1
75,21,100,1
76,23,100,1
77,10,55,1
78,10,13,0
78,10,55,0
78,10,100,1
79,23,13,0
79,23,55,0
79,23,100,1
80,23,100,1
81,10,100,1
82,21,55,1
83,21,100,1
84,21,100,1
85,10,100,1
86,10,100,1
87,10,13,0
87,10,55,0
87,10,100,1
88,10,55,1
89,23,13,1
90,23,13,1
91,10,13,0
91,10,55,0
91,10,100,1
92,10,100,1
93,21,55,1
94,23,13,0
94,23,55,0
94,23,100,1
95,23,100,1
96,23,100,1
97,10,100,1
98,10,100,1
99,10,100,1
100,10,100,1
101,10,55,1
102,23,100,1
103,23,100,1
104,23,100,1
105,10,100,1
106,10,100,1
107,21,55,1
108,10,100,1
109,21,13,1
110,21,55,1
111,10,100,1
112,23,100,1
113,10,100,1
114,10,55,1
115,10,55,1
116,10,100,1
117,10,100,1
118,10,55,1
119,21,13,0
119,21,55,0
119,21,100,1
120,23,13,1
121,21,55,1
122,10,55,1
123,10,100,1
124,10,100,1
125,10,55,1
126,10,100,1
127,10,55,1
128,23,100,1
129,23,100,1
130,23,100,1
131,10,100,1
132,21,55,1
133,10,55,1
134,23,13,1
135,10,55,1
