block_id,A,B,C,probability
0,31,3,24,1.0
1,45,3,88,1.0
2,31,145,88,1.0
3,31,74,120,1.0
4,2,74,120,1.0
5,2,3,120,1.0
6,31,145,88,1.0
7,31,555,88,1.0
8,31,555,24,1.0
9,45,3,120,1.0
10,45,3,88,1.0
11,45,145,88,1.0
12,45,145,24,1.0
13,2,555,24,0.1
13,2,555,75,0.2
13,2,555,88,0.3
13,2,555,120,0.4
14,2,3,24,0.0
14,2,74,24,0.0
14,2,145,24,0.0
14,2,555,24,0.0
14,2,3,75,0.0
14,2,74,75,0.0
14,2,145,75,0.0
14,2,555,75,0.0
14,2,3,88,0.12857142857142856
14,2,74,88,0.0857142857142857
14,2,145,88,0.12857142857142856
14,2,555,88,0.0857142857142857
14,2,3,120,0.17142857142857143
14,2,74,120,0.1142857142857143
14,2,145,120,0.17142857142857143
14,2,555,120,0.1142857142857143
15,31,74,75,1.0
16,31,555,75,1.0
17,31,74,24,1.0
18,2,3,120,1.0
19,2,145,75,1.0
20,2,145,88,1.0
21,31,555,88,1.0
22,2,145,120,1.0
23,2,145,24,1.0
24,31,145,24,1.0
25,31,145,75,1.0
26,45,3,75,1.0
27,2,3,88,1.0
28,2,555,88,1.0
29,2,145,88,1.0
30,31,74,75,1.0
31,2,145,120,1.0
32,31,145,88,1.0
33,2,145,24,0.1
33,2,145,75,0.2
33,2,145,88,0.3
33,2,145,120,0.4
34,2,555,88,1.0
35,2,555,120,1.0
36,2,145,120,1.0
37,45,3,120,1.0
38,2,145,120,1.0
39,45,74,24,1.0
40,2,145,120,1.0
41,31,555,24,1.0
42,45,145,88,1.0
43,45,145,75,1.0
44,2,555,75,1.0
45,2,145,75,1.0
46,2,74,120,1.0
47,2,74,88,1.0
48,31,3,24,0.4000000000000001
48,31,3,75,0.30000000000000004
48,31,3,88,0.20000000000000004
48,31,3,120,0.10000000000000002
49,45,145,88,1.0
50,2,145,88,1.0
51,31,3,24,0.4000000000000001
51,31,3,75,0.30000000000000004
51,31,3,88,0.20000000000000004
51,31,3,120,0.10000000000000002
52,45,3,120,1.0
53,2,555,120,1.0
54,45,145,88,1.0
55,2,3,88,1.0
56,2,555,24,0.1
56,2,555,75,0.2
56,2,555,88,0.3
56,2,555,120,0.4
57,31,555,120,1.0
58,45,555,88,1.0
59,2,145,120,1.0
60,31,555,24,1.0
61,2,3,24,0.0
61,2,74,24,0.0
61,2,145,24,0.0
61,2,555,24,0.0
61,2,3,75,0.0
61,2,74,75,0.0
61,2,145,75,0.0
61,2,555,75,0.0
61,2,3,88,0.12857142857142856
61,2,74,88,0.0857142857142857
61,2,145,88,0.12857142857142856
61,2,555,88,0.0857142857142857
61,2,3,120,0.17142857142857143
61,2,74,120,0.1142857142857143
61,2,145,120,0.17142857142857143
61,2,555,120,0.1142857142857143
62,31,145,24,1.0
63,2,555,88,1.0
64,31,555,88,1.0
65,2,3,24,1.0
66,2,74,88,1.0
67,2,145,75,1.0
68,31,555,75,1.0
69,31,145,24,1.0
70,2,3,88,1.0
71,45,145,75,1.0
72,45,3,88,1.0
73,2,145,88,1.0
74,2,145,120,1.0
75,31,555,75,1.0
76,31,74,120,1.0
77,45,145,75,1.0
78,45,145,75,1.0
79,2,3,75,1.0
80,2,145,120,1.0
81,31,3,120,1.0
82,31,3,24,1.0
83,31,145,88,1.0
84,31,3,75,1.0
85,31,555,24,1.0
86,31,555,24,0.4000000000000001
86,31,555,75,0.30000000000000004
86,31,555,88,0.20000000000000004
86,31,555,120,0.10000000000000002
87,2,3,120,1.0
88,31,555,24,1.0
89,31,3,24,1.0
90,2,555,24,1.0
91,2,74,120,1.0
92,31,555,24,1.0
93,31,555,75,1.0
94,2,145,120,1.0
95,31,145,75,1.0
96,31,555,24,1.0
97,31,145,120,1.0
98,2,145,120,1.0
99,2,3,75,1.0
100,31,74,24,1.0
101,45,3,75,1.0
102,2,145,120,1.0
103,2,145,24,1.0
104,2,3,88,1.0
105,31,74,24,1.0
106,2,3,88,1.0
107,31,74,88,1.0
108,31,74,24,1.0
109,2,3,120,1.0
110,2,3,120,1.0
111,31,74,88,1.0
112,2,74,120,1.0
113,45,74,75,1.0
114,45,74,24,1.0
115,45,3,88,0.4
115,45,74,88,0.1
115,45,145,88,0.4
115,45,555,88,0.1
116,2,555,88,1.0
117,31,145,75,1.0
118,31,555,24,1.0
119,31,145,75,1.0
120,2,145,88,1.0
121,2,145,75,1.0
122,2,555,120,1.0
123,31,74,75,1.0
124,2,145,75,1.0
125,2,74,120,1.0
126,31,555,24,0.4000000000000001
126,31,555,75,0.30000000000000004
126,31,555,88,0.20000000000000004
126,31,555,120,0.10000000000000002
127,45,145,120,1.0
128,2,3,24,0.1
128,2,3,75,0.2
128,2,3,88,0.3
128,2,3,120,0.4
129,45,3,75,1.0
130,2,555,24,0.1
130,2,555,75,0.2
130,2,555,88,0.3
130,2,555,120,0.4
131,31,3,24,1.0
132,45,3,88,1.0
133,31,3,75,1.0
134,45,145,88,1.0
135,31,145,75,1.0
136,31,74,24,0.4000000000000001
136,31,74,75,0.30000000000000004
136,31,74,88,0.20000000000000004
136,31,74,120,0.10000000000000002
137,2,3,120,1.0
138,31,74,88,1.0
139,31,74,88,1.0
140,2,145,88,1.0
141,31,74,24,1.0
142,31,3,88,0.2
142,31,74,88,0.3
142,31,145,88,0.2
142,31,555,88,0.3
143,31,555,24,1.0
144,2,555,120,1.0
145,2,3,120,1.0
146,31,555,120,1.0
147,2,555,75,1.0
148,2,145,88,1.0
149,45,3,88,0.4
149,45,74,88,0.1
149,45,145,88,0.4
149,45,555,88,0.1
150,31,74,24,1.0
151,31,555,24,1.0
152,45,3,88,0.4
152,45,74,88,0.1
152,45,145,88,0.4
152,45,555,88,0.1
153,2,3,88,1.0
154,31,74,75,1.0
155,2,145,120,1.0
156,2,145,120,1.0
157,31,74,24,1.0
158,45,145,24,0.2
158,45,145,75,0.2
158,45,145,88,0.4
158,45,145,120,0.2
159,31,74,24,1.0
160,45,3,75,1.0
161,2,3,120,1.0
162,31,74,75,1.0
163,2,3,120,1.0
164,45,3,88,1.0
165,2,3,120,1.0
166,31,74,75,1.0
167,2,555,120,1.0
168,31,555,75,1.0
169,2,3,120,1.0
170,31,74,75,1.0
171,31,3,24,1.0
172,2,145,120,1.0
173,2,555,24,1.0
174,2,3,88,1.0
175,45,3,88,1.0
176,31,555,88,1.0
177,2,555,88,1.0
178,45,145,24,1.0
179,2,555,120,1.0
180,31,3,24,1.0
181,2,145,120,1.0
182,31,145,75,1.0
183,31,74,88,1.0
184,2,3,120,1.0
185,31,555,24,0.4000000000000001
185,31,555,75,0.30000000000000004
185,31,555,88,0.20000000000000004
185,31,555,120,0.10000000000000002
186,45,555,88,1.0
187,31,555,24,1.0
188,31,145,24,1.0
189,45,3,120,1.0
190,2,555,120,1.0
191,2,74,88,1.0
192,45,3,75,1.0
193,31,3,24,1.0
194,31,555,88,1.0
195,2,145,75,1.0
196,45,145,120,1.0
197,2,3,88,1.0
198,31,555,75,1.0
199,31,555,24,0.4000000000000001
199,31,555,75,0.30000000000000004
199,31,555,88,0.20000000000000004
199,31,555,120,0.10000000000000002
200,31,145,75,1.0
201,31,145,24,0.4000000000000001
201,31,145,75,0.30000000000000004
201,31,145,88,0.20000000000000004
201,31,145,120,0.10000000000000002
202,45,3,75,1.0
203,31,555,75,1.0
204,31,74,75,1.0
205,2,145,75,1.0
206,31,3,24,1.0
207,31,74,75,1.0
208,2,555,120,1.0
209,45,3,88,1.0
210,31,74,75,1.0
211,31,3,24,1.0
212,31,555,24,1.0
213,45,3,120,1.0
214,2,3,88,1.0
215,2,74,24,0.1
215,2,74,75,0.2
215,2,74,88,0.3
215,2,74,120,0.4
216,31,555,24,1.0
217,2,3,88,1.0
218,31,555,24,1.0
219,31,145,24,0.4000000000000001
219,31,145,75,0.30000000000000004
219,31,145,88,0.20000000000000004
219,31,145,120,0.10000000000000002
220,2,145,88,1.0
221,2,74,120,1.0
222,2,74,88,1.0
223,2,145,120,1.0
224,2,3,88,0.3
224,2,74,88,0.2
224,2,145,88,0.3
224,2,555,88,0.2
225,2,3,120,1.0
226,2,145,88,1.0
227,31,555,24,1.0
228,2,74,75,1.0
229,2,555,24,0.1
229,2,555,75,0.2
229,2,555,88,0.3
229,2,555,120,0.4
230,2,145,24,0.1
230,2,145,75,0.2
230,2,145,88,0.3
230,2,145,120,0.4
231,31,74,75,1.0
232,45,3,88,1.0
233,31,74,75,1.0
234,45,145,120,1.0
235,2,145,120,1.0
236,45,3,24,1.0
237,2,145,120,1.0
238,2,74,75,1.0
239,2,74,120,1.0
240,31,74,24,0.4000000000000001
240,31,74,75,0.30000000000000004
240,31,74,88,0.20000000000000004
240,31,74,120,0.10000000000000002
241,2,74,120,1.0
242,31,3,120,0.2
242,31,74,120,0.3
242,31,145,120,0.2
242,31,555,120,0.3
243,2,555,120,1.0
244,31,74,75,1.0
245,45,145,88,1.0
246,31,74,75,1.0
