block_id,A,B,C,probability
0,1,10,7,1.0
1,1,10,7,1.0
2,1,10,7,1.0
3,1,100,4,1.0
4,8,10,7,0.8
4,8,100,7,0.2
5,1,10,7,1.0
6,9,10,7,1.0
7,3,10,4,1.0
8,7,10,7,0.8
8,7,100,7,0.2
9,1,10,7,1.0
10,8,10,7,1.0
11,8,10,7,1.0
12,1,10,7,1.0
13,1,10,7,1.0
14,1,10,7,1.0
15,5,10,7,1.0
16,2,100,7,1.0
17,1,100,7,1.0
18,2,10,7,1.0
19,3,10,7,1.0
20,6,10,7,1.0
21,1,10,7,1.0
22,7,10,7,1.0
23,2,10,7,1.0
24,6,100,7,1.0
25,1,100,7,1.0
26,1,10,7,1.0
27,4,10,7,1.0
28,1,100,4,1.0
29,1,10,7,1.0
30,5,100,7,1.0
31,1,100,7,1.0
32,4,10,7,1.0
33,3,10,7,1.0
34,1,10,7,1.0
35,4,10,7,1.0
36,1,10,4,1.0
37,1,10,7,1.0
38,9,10,7,1.0
39,1,10,7,1.0
40,2,10,4,1.0
41,1,10,7,1.0
42,3,100,7,1.0
43,6,100,7,1.0
44,9,10,7,1.0
45,1,100,7,1.0
46,7,10,7,1.0
47,5,100,7,1.0
48,3,10,7,1.0
49,1,10,7,1.0
50,1,100,7,1.0
51,8,100,7,1.0
52,9,10,7,1.0
53,3,10,4,1.0
54,1,10,7,1.0
55,9,10,7,1.0
56,6,10,7,0.8
56,6,100,7,0.2
57,5,10,7,1.0
58,6,10,7,1.0
59,1,100,7,1.0
60,1,10,7,1.0
61,2,10,7,1.0
62,1,10,7,1.0
63,1,100,7,1.0
64,1,10,7,1.0
65,1,100,7,1.0
66,10,100,7,1.0
67,1,10,7,1.0
68,8,100,7,1.0
69,1,100,7,1.0
70,1,10,7,1.0
71,8,10,7,1.0
72,1,100,7,1.0
73,2,10,7,1.0
74,1,10,7,1.0
75,4,100,4,1.0
76,8,10,7,1.0
77,1,10,7,1.0
78,4,10,7,1.0
79,1,10,7,1.0
80,7,100,7,1.0
81,9,10,7,1.0
82,1,10,7,1.0
83,1,10,7,1.0
84,1,10,7,1.0
85,1,100,7,1.0
86,1,10,7,1.0
87,4,10,7,0.8
87,4,100,7,0.2
88,1,100,7,1.0
89,9,100,7,1.0
90,6,10,7,1.0
91,6,10,7,1.0
92,10,10,7,1.0
93,8,100,7,1.0
94,8,10,7,1.0
95,3,100,4,1.0
96,3,10,7,1.0
97,3,100,4,1.0
98,1,10,4,1.0
99,1,10,7,1.0
100,6,10,4,1.0
101,10,10,7,0.8
101,10,100,7,0.2
102,1,10,7,1.0
103,1,10,7,1.0
104,10,10,7,1.0
105,8,100,7,1.0
106,1,10,7,1.0
107,10,10,7,1.0
108,8,100,7,1.0
109,7,10,7,1.0
110,1,10,7,1.0
111,3,10,7,1.0
112,2,10,7,1.0
113,1,100,7,1.0
114,3,10,7,1.0
115,4,10,7,1.0
116,1,10,7,1.0
117,1,10,4,1.0
118,8,10,4,1.0
119,1,10,7,1.0
120,1,100,7,1.0
121,10,10,7,0.8
121,10,100,7,0.2
122,3,10,7,0.8
122,3,100,7,0.2
123,1,10,7,1.0
124,1,100,4,1.0
125,1,10,7,1.0
126,4,10,7,0.8
126,4,100,7,0.2
127,2,10,7,1.0
128,1,100,7,1.0
129,1,10,7,1.0
130,7,10,7,1.0
131,1,10,7,1.0
132,1,10,7,1.0
133,4,10,7,1.0
134,1,10,7,1.0
135,1,100,7,1.0
136,1,10,7,1.0
137,1,10,7,1.0
138,5,10,7,1.0
139,8,10,7,1.0
140,3,100,7,1.0
141,1,100,7,1.0
142,1,10,7,1.0
143,3,100,7,1.0
144,1,10,7,1.0
145,9,10,7,1.0
146,1,10,7,1.0
147,7,10,7,0.8
147,7,100,7,0.2
