block_id,A,B,C,probability
0,20,24,100,1.0
1,18,98,100,1.0
2,13,14,1,1.0
3,2,24,1,0.5403650714681275
3,2,24,100,0.45963492853187254
4,2,3,1,0.5403650714681275
4,2,3,100,0.45963492853187254
5,2,24,1,1.0
6,2,3,100,1.0
7,18,24,100,1.0
8,18,24,1,1.0
9,20,14,100,1.0
10,20,98,100,1.0
11,2,14,1,1.0
12,2,3,1,1.0
13,18,3,1,1.0
14,18,3,1,1.0
15,20,3,1,1.0
16,20,24,1,1.0
17,2,14,1,1.0
18,13,24,1,1.0
19,18,98,1,1.0
20,20,24,100,1.0
21,2,14,1,1.0
22,20,14,1,1.0
23,20,24,1,1.0
24,20,98,100,1.0
25,2,14,1,1.0
26,18,3,1,1.0
27,13,24,1,1.0
28,13,3,1,1.0
29,13,3,100,1.0
30,2,3,100,1.0
31,13,24,1,1.0
32,2,24,1,1.0
33,13,3,100,1.0
34,18,98,1,1.0
35,2,14,1,1.0
36,13,24,1,0.5403650714681275
36,13,24,100,0.45963492853187254
37,2,3,1,1.0
38,20,24,1,1.0
39,18,3,1,1.0
40,13,24,1,1.0
41,18,24,1,1.0
42,2,24,1,1.0
43,18,24,1,1.0
44,20,3,100,1.0
45,18,3,1,1.0
46,2,14,100,1.0
47,20,24,1,1.0
48,13,24,1,1.0
49,18,24,1,1.0
50,13,98,1,1.0
51,20,3,100,1.0
52,20,98,1,1.0
53,18,24,1,1.0
54,20,14,100,1.0
55,13,98,1,1.0
56,13,14,1,1.0
57,18,98,1,0.5403650714681275
57,18,98,100,0.45963492853187254
58,2,24,100,1.0
59,20,14,1,1.0
60,13,14,1,1.0
61,18,98,100,1.0
62,13,14,100,1.0
63,13,14,100,1.0
64,13,3,1,1.0
65,18,14,1,1.0
66,20,24,1,1.0
67,18,98,100,1.0
68,2,14,1,1.0
69,2,24,100,1.0
70,18,98,100,1.0
71,18,24,1,0.5403650714681275
71,18,24,100,0.45963492853187254
72,20,98,1,1.0
73,20,24,1,1.0
74,18,3,1,1.0
75,20,14,1,1.0
76,20,14,1,1.0
77,13,98,1,1.0
78,13,24,1,1.0
79,18,14,1,1.0
80,18,24,100,1.0
81,2,24,100,1.0
82,20,24,1,1.0
83,13,24,100,1.0
84,2,14,1,0.5403650714681275
84,2,14,100,0.45963492853187254
85,13,14,1,1.0
86,13,24,1,1.0
87,18,24,100,1.0
88,18,3,1,1.0
89,18,24,100,1.0
90,13,14,1,1.0
91,20,24,100,1.0
92,18,14,1,1.0
93,13,98,1,1.0
94,18,24,100,1.0
95,18,14,100,1.0
96,18,3,1,1.0
97,18,3,1,1.0
98,13,14,100,1.0
99,13,24,1,1.0
100,2,24,1,0.5403650714681275
100,2,24,100,0.45963492853187254
101,18,3,1,1.0
102,13,3,1,0.5403650714681275
102,13,3,100,0.45963492853187254
103,18,14,1,1.0
104,13,14,1,1.0
105,13,24,100,1.0
106,2,98,1,1.0
107,18,98,100,1.0
108,20,3,1,1.0
109,20,98,1,1.0
110,18,24,100,1.0
111,18,14,1,1.0
112,18,24,100,1.0
113,20,24,100,1.0
114,18,3,1,1.0
115,2,98,100,1.0
116,2,3,100,1.0
117,18,3,1,1.0
118,2,3,1,1.0
119,18,24,100,1.0
120,20,3,1,1.0
121,13,14,1,1.0
122,20,3,1,1.0
123,20,14,1,1.0
124,18,98,1,1.0
125,20,24,1,1.0
126,2,14,1,0.5403650714681275
126,2,14,100,0.45963492853187254
127,18,3,100,1.0
128,13,98,100,1.0
129,18,14,1,1.0
130,20,3,100,1.0
131,13,24,1,1.0
132,18,14,100,1.0
133,13,3,1,1.0
134,20,3,100,1.0
135,13,3,100,1.0
136,13,24,1,1.0
137,20,14,100,1.0
138,18,98,1,1.0
139,18,14,1,1.0
140,20,3,1,1.0
141,13,98,1,0.5403650714681275
141,13,98,100,0.45963492853187254
142,2,24,1,1.0
143,13,3,1,1.0
144,18,3,1,1.0
145,18,3,1,1.0
146,2,14,100,1.0
147,20,3,1,1.0
148,13,14,1,1.0
149,20,24,1,1.0
150,13,14,1,0.5403650714681275
150,13,14,100,0.45963492853187254
151,18,24,1,0.5403650714681275
151,18,24,100,0.45963492853187254
152,18,14,1,1.0
153,20,24,100,1.0
154,2,3,1,1.0
155,13,3,1,1.0
156,18,14,100,1.0
157,20,24,1,1.0
158,2,98,1,1.0
159,18,24,100,1.0
160,2,14,1,1.0
161,18,14,1,1.0
162,20,14,1,1.0
163,13,14,1,1.0
164,2,24,1,0.5403650714681275
164,2,24,100,0.45963492853187254
165,20,24,100,1.0
166,18,14,100,1.0
167,18,98,100,1.0
168,20,24,1,1.0
169,18,3,100,1.0
170,13,98,1,1.0
171,13,3,1,0.5403650714681275
171,13,3,100,0.45963492853187254
172,18,98,1,1.0
173,20,98,1,1.0
174,13,14,1,1.0
175,13,24,1,1.0
176,20,24,1,1.0
177,20,3,1,1.0
178,18,3,100,1.0
179,20,24,1,1.0
180,13,24,100,1.0
181,13,3,1,1.0
182,20,98,1,1.0
183,13,24,1,1.0
184,13,24,1,1.0
185,18,98,100,1.0
186,13,98,100,1.0
187,2,98,1,1.0
188,2,3,1,1.0
189,20,98,100,1.0
190,18,24,100,1.0
191,20,24,1,1.0
192,20,3,1,1.0
193,13,3,1,1.0
194,13,3,100,1.0
195,13,98,1,1.0
196,18,14,1,1.0
197,13,3,100,1.0
198,20,14,1,1.0
199,13,24,100,1.0
200,2,24,1,1.0
201,18,3,1,1.0
202,2,14,1,1.0
203,20,98,1,1.0
204,2,14,1,1.0
205,20,14,1,1.0
206,2,98,1,1.0
207,2,14,100,1.0
208,2,14,1,1.0
209,18,3,1,1.0
210,20,98,1,1.0
211,18,3,100,1.0
212,2,14,1,1.0
213,13,3,100,1.0
214,13,14,100,1.0
215,20,98,100,1.0
216,18,14,1,1.0
217,18,3,100,1.0
218,2,24,1,1.0
219,20,3,1,1.0
220,20,24,1,1.0
221,2,24,1,1.0
222,2,3,1,1.0
223,13,3,1,1.0
224,20,3,1,1.0
225,18,24,1,1.0
226,2,3,1,0.5403650714681275
226,2,3,100,0.45963492853187254
227,18,98,1,1.0
228,13,3,100,1.0
229,2,3,1,1.0
230,20,24,1,1.0
231,18,98,1,1.0
232,2,24,100,1.0
233,13,24,1,0.5403650714681275
233,13,24,100,0.45963492853187254
234,20,3,100,1.0
235,13,24,1,1.0
236,20,98,1,1.0
237,20,14,1,1.0
238,20,24,100,1.0
239,18,98,1,1.0
240,18,14,100,1.0
241,13,24,1,0.5403650714681275
241,13,24,100,0.45963492853187254
242,13,24,1,1.0
243,2,3,1,1.0
244,20,14,1,1.0
245,18,3,1,0.6464898227017324
245,18,3,100,0.35351017729826767
246,20,14,1,1.0
247,2,98,1,1.0
248,20,14,1,1.0
249,18,3,100,1.0
250,20,24,1,1.0
251,18,14,1,1.0
252,18,24,100,1.0
253,13,24,1,1.0
254,18,24,100,1.0
255,20,3,100,1.0
256,18,3,1,0.6464898227017324
256,18,3,100,0.35351017729826767
257,18,24,1,1.0
258,18,24,1,1.0
259,18,14,1,1.0
260,13,24,1,1.0
261,18,3,1,1.0
262,20,24,1,1.0
263,18,3,100,1.0
264,13,98,100,1.0
265,18,3,1,1.0
266,2,14,1,0.5403650714681275
266,2,14,100,0.45963492853187254
267,18,3,100,1.0
