block_id,A,B,C,probability
0,18,3,100,1.0
1,20,3,1,1.0
2,13,24,100,1.0
3,18,24,1,1.0
4,20,98,1,1.0
5,18,24,1,1.0
6,13,3,1,1.0
7,18,24,1,1.0
8,18,98,1,1.0
9,2,14,1,1.0
10,20,24,1,1.0
11,18,3,1,1.0
12,18,3,100,1.0
13,2,24,1,1.0
14,20,24,1,0.021684543754521446
14,20,24,100,0.9783154562454787
15,20,14,1,1.0
16,13,14,1,0.021684543754521446
16,13,14,100,0.9783154562454787
17,20,24,1,0.021684543754521446
17,20,24,100,0.9783154562454787
18,13,3,1,1.0
19,20,24,1,1.0
20,18,24,100,1.0
21,2,98,1,1.0
22,18,24,1,1.0
23,2,24,1,1.0
24,20,3,1,1.0
25,13,14,100,1.0
26,18,3,1,1.0
27,20,3,100,1.0
28,2,3,1,1.0
29,20,3,100,1.0
30,18,3,1,1.0
31,20,24,1,1.0
32,13,24,1,0.021684543754521446
32,13,24,100,0.9783154562454787
33,20,24,100,1.0
34,18,98,1,1.0
35,20,24,1,1.0
36,18,98,1,1.0
37,20,24,1,1.0
38,18,98,1,1.0
39,2,24,1,0.021684543754521446
39,2,24,100,0.9783154562454787
40,20,3,1,1.0
41,2,3,1,1.0
42,20,24,1,0.021684543754521446
42,20,24,100,0.9783154562454787
43,13,3,1,1.0
44,20,24,1,0.021684543754521446
44,20,24,100,0.9783154562454787
45,20,3,100,1.0
46,2,24,1,1.0
47,20,98,1,1.0
48,13,24,1,1.0
49,2,3,100,1.0
50,18,3,1,1.0
51,20,24,100,1.0
52,20,3,1,1.0
53,18,24,100,1.0
54,18,3,1,1.0
55,13,14,1,1.0
56,18,24,1,1.0
57,20,14,1,1.0
58,18,14,1,1.0
59,2,3,1,0.021684543754521446
59,2,3,100,0.9783154562454787
60,2,3,100,1.0
61,13,3,1,1.0
62,2,24,100,1.0
63,18,14,100,1.0
64,20,24,100,1.0
65,20,3,100,1.0
66,20,98,1,1.0
67,18,3,1,1.0
68,20,24,1,0.021684543754521446
68,20,24,100,0.9783154562454787
69,2,98,100,1.0
70,13,14,100,1.0
71,18,14,1,1.0
72,18,14,1,1.0
73,18,3,1,1.0
74,20,14,1,1.0
75,18,98,100,1.0
76,18,14,1,1.0
77,13,98,1,1.0
78,20,3,1,1.0
79,20,98,1,1.0
80,2,14,1,0.021684543754521446
80,2,14,100,0.9783154562454787
81,13,98,1,1.0
82,13,98,1,1.0
83,13,24,1,0.021684543754521446
83,13,24,100,0.9783154562454787
84,2,14,1,1.0
85,20,98,1,1.0
86,20,3,1,1.0
87,13,24,1,1.0
88,20,24,1,1.0
89,20,14,1,0.03332998719280008
89,20,14,100,0.9666700128071999
90,20,24,1,1.0
91,18,3,100,1.0
92,18,24,100,1.0
93,2,98,1,0.021684543754521446
93,2,98,100,0.9783154562454787
94,2,98,1,0.021684543754521446
94,2,98,100,0.9783154562454787
95,13,3,1,1.0
96,13,24,1,0.021684543754521446
96,13,24,100,0.9783154562454787
97,18,98,100,1.0
98,2,24,1,1.0
99,2,3,1,1.0
100,18,24,100,1.0
101,20,14,1,1.0
102,2,3,100,1.0
103,18,24,1,1.0
104,20,98,1,1.0
105,18,24,1,1.0
106,18,14,1,1.0
107,13,14,1,1.0
108,13,24,1,1.0
109,18,3,1,1.0
110,13,14,1,1.0
111,2,3,1,1.0
112,20,14,1,1.0
113,18,3,1,1.0
114,2,24,1,1.0
115,20,24,1,1.0
116,18,14,1,1.0
117,20,14,1,1.0
118,20,98,1,1.0
119,18,24,1,1.0
120,20,24,1,1.0
121,2,3,1,0.021684543754521446
121,2,3,100,0.9783154562454787
122,13,24,1,0.021684543754521446
122,13,24,100,0.9783154562454787
123,18,98,1,1.0
124,18,14,1,1.0
125,20,14,1,1.0
126,2,3,1,1.0
127,13,24,100,1.0
128,2,24,100,1.0
129,18,24,1,1.0
130,20,14,1,1.0
131,13,3,100,1.0
132,20,3,1,1.0
133,20,14,1,1.0
134,13,3,1,1.0
135,2,3,1,1.0
136,20,98,100,1.0
137,18,98,100,1.0
138,20,24,1,1.0
139,20,14,1,0.03332998719280008
139,20,14,100,0.9666700128071999
140,13,3,100,1.0
141,18,14,1,1.0
142,20,98,1,0.021684543754521446
142,20,98,100,0.9783154562454787
143,20,3,100,1.0
144,2,98,1,1.0
145,20,3,1,1.0
146,2,24,1,1.0
147,20,3,1,1.0
148,13,14,1,1.0
149,20,24,100,1.0
150,2,24,100,1.0
151,18,98,1,1.0
152,18,3,1,1.0
153,20,98,100,1.0
154,18,3,1,1.0
155,20,3,1,1.0
156,18,98,1,0.021684543754521446
156,18,98,100,0.9783154562454787
157,18,98,1,0.021684543754521446
157,18,98,100,0.9783154562454787
158,20,24,1,1.0
159,2,14,1,1.0
160,18,3,1,1.0
161,2,98,100,1.0
162,20,14,100,1.0
163,2,24,1,1.0
164,20,3,1,1.0
165,20,14,1,0.03332998719280008
165,20,14,100,0.9666700128071999
166,20,14,1,1.0
167,20,24,1,1.0
168,18,98,100,1.0
169,18,24,1,1.0
170,18,3,1,1.0
171,20,24,100,1.0
172,13,24,1,1.0
173,20,14,1,1.0
174,20,3,1,1.0
175,20,14,1,1.0
176,20,3,100,1.0
177,2,98,1,1.0
178,18,24,1,1.0
179,13,14,1,0.021684543754521446
179,13,14,100,0.9783154562454787
180,18,3,1,1.0
181,13,3,1,1.0
182,2,3,1,1.0
183,13,3,1,1.0
184,20,3,1,1.0
185,13,3,100,1.0
186,13,3,1,1.0
187,13,14,100,1.0
188,2,24,100,1.0
189,20,14,1,1.0
190,13,3,1,0.021684543754521446
190,13,3,100,0.9783154562454787
191,18,24,100,1.0
192,18,24,1,1.0
193,13,14,1,1.0
194,20,24,1,1.0
195,18,3,1,1.0
196,20,98,1,0.021684543754521446
196,20,98,100,0.9783154562454787
197,20,24,100,1.0
198,18,98,1,1.0
199,20,14,1,1.0
200,18,98,100,1.0
201,18,3,1,1.0
202,2,14,1,1.0
203,2,98,1,0.021684543754521446
203,2,98,100,0.9783154562454787
204,20,24,100,1.0
205,13,24,100,1.0
206,20,3,1,1.0
207,13,14,100,1.0
208,18,98,1,1.0
209,13,3,1,1.0
210,20,14,1,0.03332998719280008
210,20,14,100,0.9666700128071999
211,18,98,100,1.0
212,2,14,1,1.0
213,2,14,1,1.0
214,18,24,1,1.0
215,20,14,1,0.03332998719280008
215,20,14,100,0.9666700128071999
216,2,24,1,1.0
217,20,98,1,1.0
218,18,24,1,1.0
219,2,98,100,1.0
220,18,24,100,1.0
221,13,14,100,1.0
222,13,24,100,1.0
223,18,14,1,1.0
224,20,98,100,1.0
225,2,98,100,1.0
226,18,3,1,0.03332998719280008
226,18,3,100,0.9666700128071999
227,18,98,1,1.0
228,20,24,1,1.0
229,18,98,1,1.0
230,18,98,1,1.0
231,2,14,1,1.0
232,13,3,1,1.0
233,13,24,1,0.021684543754521446
233,13,24,100,0.9783154562454787
234,2,98,1,1.0
235,2,24,1,1.0
236,13,14,1,1.0
237,2,14,100,1.0
238,13,14,1,1.0
239,20,14,1,1.0
240,18,14,1,0.021684543754521446
240,18,14,100,0.9783154562454787
241,20,98,1,1.0
242,18,14,1,1.0
243,20,24,1,1.0
244,2,98,1,0.021684543754521446
244,2,98,100,0.9783154562454787
245,18,24,1,1.0
246,18,3,1,1.0
247,2,24,1,1.0
248,18,3,100,1.0
249,20,3,1,1.0
250,20,24,1,1.0
251,18,3,1,1.0
252,2,14,1,1.0
253,20,98,1,1.0
254,2,98,100,1.0
255,13,98,1,1.0
256,2,98,1,1.0
257,18,98,1,0.021684543754521446
257,18,98,100,0.9783154562454787
258,18,3,1,1.0
259,2,3,1,1.0
260,18,98,1,1.0
261,18,24,1,1.0
262,20,3,1,1.0
263,18,98,1,1.0
264,20,24,100,1.0
265,13,14,1,1.0
266,20,24,1,1.0
267,20,24,100,1.0
268,2,98,100,1.0
269,18,24,1,1.0
270,13,3,100,1.0
271,20,98,1,0.021684543754521446
271,20,98,100,0.9783154562454787
272,18,98,1,1.0
273,2,98,100,1.0
274,2,14,1,1.0
275,20,14,100,1.0
276,18,24,100,1.0
277,2,24,1,1.0
278,13,98,100,1.0
279,13,14,1,0.021684543754521446
279,13,14,100,0.9783154562454787
280,20,24,1,0.021684543754521446
280,20,24,100,0.9783154562454787
281,2,3,1,1.0
282,20,14,1,1.0
283,20,3,1,1.0
284,18,24,100,1.0
285,2,24,100,1.0
286,20,3,1,1.0
287,20,24,1,0.021684543754521446
287,20,24,100,0.9783154562454787
288,18,98,1,1.0
289,13,3,1,1.0
290,13,98,1,0.021684543754521446
290,13,98,100,0.9783154562454787
291,18,3,100,1.0
292,20,14,1,1.0
293,13,98,100,1.0
294,18,14,100,1.0
295,2,3,1,1.0
296,20,3,100,1.0
297,18,98,1,1.0
298,18,3,1,1.0
299,2,98,1,1.0
300,2,3,100,1.0
301,2,3,1,1.0
302,13,24,1,1.0
303,18,14,1,1.0
304,20,3,1,1.0
305,2,3,100,1.0
306,20,24,100,1.0
307,20,3,1,1.0
308,18,14,1,1.0
309,18,98,1,1.0
310,20,98,1,1.0
311,2,98,1,1.0
312,2,24,1,1.0
313,2,3,100,1.0
314,2,14,1,1.0
315,18,14,1,1.0
316,18,14,1,1.0
317,18,24,1,1.0
318,20,3,100,1.0
319,20,24,1,1.0
320,2,24,1,1.0
321,20,3,100,1.0
322,18,24,1,1.0
323,18,98,1,1.0
324,2,14,100,1.0
325,18,3,1,1.0
326,2,3,100,1.0
327,13,24,1,1.0
328,20,3,1,1.0
329,18,3,1,1.0
330,13,24,100,1.0
331,13,24,100,1.0
332,18,98,100,1.0
333,20,24,1,1.0
334,20,24,100,1.0
335,20,24,100,1.0
336,20,3,1,1.0
337,18,14,1,0.021684543754521446
337,18,14,100,0.9783154562454787
338,13,24,1,1.0
339,13,3,100,1.0
340,18,3,1,1.0
341,20,14,1,1.0
342,18,24,1,1.0
343,13,14,1,1.0
344,20,3,1,1.0
345,20,98,1,0.021684543754521446
345,20,98,100,0.9783154562454787
346,18,98,1,1.0
347,18,3,1,1.0
348,20,24,1,1.0
349,18,98,100,1.0
350,18,98,1,1.0
351,2,24,1,1.0
352,18,3,1,1.0
353,20,24,1,1.0
354,18,24,1,1.0
355,13,24,100,1.0
356,20,24,1,1.0
357,18,24,1,1.0
358,2,24,1,1.0
359,18,14,1,1.0
360,18,24,100,1.0
361,18,98,1,1.0
362,13,14,1,1.0
363,20,3,1,1.0
364,13,14,1,1.0
365,2,3,1,1.0
366,20,3,1,1.0
367,18,3,1,1.0
368,18,3,1,1.0
369,18,3,1,1.0
370,20,98,100,1.0
371,2,3,1,1.0
372,13,24,1,1.0
373,18,98,100,1.0
374,20,3,1,1.0
375,20,3,100,1.0
376,2,98,100,1.0
377,18,3,1,1.0
378,18,24,1,1.0
379,2,3,1,1.0
380,2,14,1,1.0
381,2,3,1,1.0
382,18,98,1,1.0
383,18,24,100,1.0
384,20,3,1,1.0
385,20,98,1,1.0
386,13,3,1,0.021684543754521446
386,13,3,100,0.9783154562454787
387,2,24,1,1.0
388,18,14,1,1.0
389,18,24,1,1.0
390,18,14,1,1.0
391,20,3,1,1.0
392,13,98,1,1.0
393,13,14,1,1.0
394,2,14,1,1.0
395,18,24,1,0.021684543754521446
395,18,24,100,0.9783154562454787
396,20,98,100,1.0
397,18,3,1,1.0
398,13,3,1,1.0
399,18,3,1,1.0
400,18,98,1,1.0
401,2,3,1,1.0
402,20,24,1,1.0
403,2,24,1,1.0
404,20,14,1,1.0
405,18,24,100,1.0
406,20,24,1,1.0
407,18,3,100,1.0
408,20,3,1,1.0
409,20,14,100,1.0
410,20,98,1,0.021684543754521446
410,20,98,100,0.9783154562454787
411,2,14,1,1.0
412,2,3,1,1.0
413,2,14,1,1.0
414,20,3,1,1.0
415,18,3,1,0.03332998719280008
415,18,3,100,0.9666700128071999
416,2,98,100,1.0
417,18,24,1,1.0
418,18,3,1,1.0
419,20,3,1,0.03332998719280008
419,20,3,100,0.9666700128071999
420,18,24,1,0.021684543754521446
420,18,24,100,0.9783154562454787
421,18,24,1,0.021684543754521446
421,18,24,100,0.9783154562454787
422,20,24,1,1.0
423,18,14,100,1.0
424,20,14,1,1.0
425,2,3,1,1.0
426,2,24,1,1.0
427,20,14,1,1.0
428,20,24,100,1.0
429,18,3,1,1.0
430,20,98,100,1.0
431,18,24,1,1.0
432,20,98,100,1.0
433,2,3,100,1.0
434,2,98,1,1.0
435,13,14,1,1.0
436,2,24,100,1.0
437,2,14,1,1.0
438,20,14,100,1.0
439,20,3,100,1.0
440,13,14,1,1.0
441,18,14,1,1.0
442,18,3,1,1.0
443,13,14,1,1.0
444,20,14,1,1.0
445,13,98,1,1.0
446,20,98,100,1.0
447,2,3,1,1.0
448,2,98,1,1.0
449,2,24,100,1.0
450,13,3,1,1.0
451,18,14,1,1.0
452,18,24,1,0.021684543754521446
452,18,24,100,0.9783154562454787
453,20,14,1,1.0
454,20,3,1,1.0
455,2,24,1,1.0
456,18,3,100,1.0
457,18,98,1,1.0
458,20,24,1,1.0
459,20,14,1,0.03332998719280008
459,20,14,100,0.9666700128071999
460,13,3,1,0.021684543754521446
460,13,3,100,0.9783154562454787
461,18,98,1,0.021684543754521446
461,18,98,100,0.9783154562454787
462,18,98,1,1.0
463,13,14,1,1.0
464,20,24,1,1.0
465,20,3,1,1.0
466,18,98,1,1.0
467,18,24,1,1.0
468,20,98,1,1.0
469,20,3,1,1.0
470,13,3,1,1.0
471,20,98,100,1.0
472,2,3,100,1.0
473,18,24,1,1.0
474,2,24,100,1.0
475,2,3,1,1.0
476,2,24,1,1.0
477,18,14,1,1.0
478,20,98,1,1.0
479,20,3,1,1.0
480,18,3,1,0.03332998719280008
480,18,3,100,0.9666700128071999
481,2,98,1,1.0
482,20,24,100,1.0
483,2,98,1,1.0
484,2,14,1,0.021684543754521446
484,2,14,100,0.9783154562454787
485,20,24,1,1.0
486,20,14,100,1.0
487,2,3,1,1.0
488,18,98,1,0.021684543754521446
488,18,98,100,0.9783154562454787
489,13,24,1,1.0
490,18,24,1,1.0
491,20,3,1,1.0
492,2,3,100,1.0
493,2,24,1,1.0
494,13,24,1,1.0
495,18,3,1,1.0
496,2,24,100,1.0
497,2,98,1,1.0
498,2,3,1,1.0
499,20,3,100,1.0
500,20,14,100,1.0
501,20,3,1,1.0
502,20,14,1,0.03332998719280008
502,20,14,100,0.9666700128071999
503,18,14,1,0.021684543754521446
503,18,14,100,0.9783154562454787
504,2,24,1,1.0
505,13,3,1,1.0
506,18,3,1,1.0
507,18,24,1,1.0
508,20,24,1,1.0
509,18,14,1,1.0
510,2,3,100,1.0
511,18,3,1,1.0
512,20,24,1,1.0
513,20,24,1,1.0
514,20,98,1,1.0
515,18,98,100,1.0
516,20,98,1,1.0
517,2,14,1,1.0
518,20,24,1,1.0
519,13,24,1,1.0
520,2,24,1,0.021684543754521446
520,2,24,100,0.9783154562454787
521,18,3,1,1.0
522,20,98,100,1.0
523,13,24,1,1.0
524,18,3,1,1.0
525,13,98,1,0.021684543754521446
525,13,98,100,0.9783154562454787
526,20,3,1,1.0
527,13,98,100,1.0
528,20,14,1,1.0
529,18,14,100,1.0
530,13,98,1,1.0
531,13,98,1,1.0
532,18,14,100,1.0
533,18,24,1,0.021684543754521446
533,18,24,100,0.9783154562454787
534,18,98,1,1.0
535,18,98,1,1.0
536,13,3,1,1.0
537,18,14,1,1.0
538,13,14,1,1.0
539,2,24,100,1.0
540,18,14,100,1.0
541,20,3,1,1.0
542,13,3,100,1.0
543,20,24,1,1.0
544,13,24,1,1.0
545,13,14,1,1.0
546,13,3,1,1.0
547,20,3,1,1.0
548,20,24,1,1.0
549,2,98,100,1.0
550,20,98,100,1.0
551,18,3,1,1.0
552,13,14,1,1.0
553,20,14,100,1.0
554,20,24,1,1.0
555,13,98,1,1.0
556,20,98,100,1.0
557,13,24,1,1.0
558,2,3,1,1.0
559,2,98,100,1.0
560,2,24,1,1.0
561,13,98,100,1.0
562,20,24,1,1.0
563,2,98,100,1.0
564,13,98,100,1.0
565,2,24,1,1.0
566,20,24,1,0.021684543754521446
566,20,24,100,0.9783154562454787
567,18,98,1,1.0
568,2,98,1,1.0
569,13,24,100,1.0
570,20,24,1,0.021684543754521446
570,20,24,100,0.9783154562454787
571,20,14,1,1.0
572,20,98,1,1.0
573,20,98,1,1.0
574,20,3,1,1.0
575,18,14,100,1.0
576,18,3,1,1.0
577,13,3,1,1.0
578,18,14,100,1.0
579,20,24,1,1.0
580,13,14,100,1.0
581,2,3,100,1.0
582,2,98,1,1.0
583,13,24,100,1.0
584,20,14,1,1.0
585,18,24,100,1.0
586,2,24,1,1.0
587,13,14,1,1.0
588,20,3,100,1.0
589,2,14,1,1.0
590,2,24,100,1.0
591,18,24,1,1.0
592,2,24,1,1.0
593,2,24,1,1.0
594,18,98,100,1.0
595,2,98,100,1.0
596,20,98,100,1.0
597,2,24,100,1.0
598,18,3,1,1.0
599,20,24,1,1.0
600,13,14,1,1.0
601,13,24,1,1.0
602,13,3,1,1.0
603,20,98,100,1.0
604,2,3,1,0.021684543754521446
604,2,3,100,0.9783154562454787
605,13,98,1,1.0
606,20,98,1,1.0
607,18,14,1,1.0
608,20,3,1,1.0
609,20,98,1,1.0
610,18,24,1,1.0
611,20,3,1,1.0
612,13,98,100,1.0
613,13,14,1,1.0
614,20,98,1,1.0
615,20,24,100,1.0
616,18,24,1,1.0
617,2,3,1,1.0
618,20,98,1,1.0
619,18,98,1,1.0
620,20,3,1,1.0
621,20,98,100,1.0
622,2,3,1,1.0
623,2,3,1,1.0
624,18,14,1,1.0
625,18,24,100,1.0
626,20,24,100,1.0
627,2,24,1,1.0
628,20,3,1,1.0
629,20,14,1,0.03332998719280008
629,20,14,100,0.9666700128071999
630,20,14,1,1.0
631,2,14,1,1.0
632,18,98,1,0.021684543754521446
632,18,98,100,0.9783154562454787
633,13,24,100,1.0
634,2,3,100,1.0
635,20,98,100,1.0
636,2,98,100,1.0
637,18,3,100,1.0
638,13,98,1,1.0
639,20,98,100,1.0
640,18,3,1,1.0
641,18,98,1,0.021684543754521446
641,18,98,100,0.9783154562454787
642,13,24,100,1.0
643,18,24,100,1.0
644,18,98,100,1.0
645,18,14,1,1.0
646,13,14,1,0.021684543754521446
646,13,14,100,0.9783154562454787
647,18,98,100,1.0
648,18,14,1,1.0
649,20,3,100,1.0
650,20,24,1,1.0
651,13,14,1,1.0
652,20,98,100,1.0
653,18,3,1,1.0
654,20,14,1,1.0
655,20,24,1,1.0
656,13,24,100,1.0
657,2,14,1,1.0
658,13,98,1,1.0
659,13,3,1,1.0
660,2,98,1,1.0
661,20,3,1,1.0
662,18,24,1,1.0
663,2,24,100,1.0
664,13,24,1,1.0
665,20,3,1,1.0
666,18,98,1,1.0
667,2,98,1,0.021684543754521446
667,2,98,100,0.9783154562454787
668,18,24,100,1.0
669,13,98,1,1.0
670,18,98,1,1.0
671,2,24,100,1.0
672,13,98,1,1.0
673,18,3,1,1.0
674,20,3,1,1.0
675,18,3,100,1.0
676,20,24,1,1.0
677,20,98,100,1.0
678,20,98,1,1.0
679,20,14,1,1.0
680,20,14,1,1.0
681,18,98,1,1.0
682,20,24,100,1.0
683,13,3,100,1.0
