block_id,A,B,C,probability
0,1,100000,33,1.0
1,3,10,33,1.0
2,3,100000,33,1.0
3,1,100,11,1.0
4,2,10000,18,1.0
5,2,100,33,1.0
6,3,1000,11,1.0
7,1,10,18,1.0
8,3,10,33,1.0
9,1,10,33,1.0
10,3,10,33,1.0
11,2,10000,33,1.0
12,1,100000,11,1.0
13,1,100000,33,1.0
14,3,10,18,1.0
15,1,100000,11,1.0
16,3,100000,33,1.0
17,1,10,11,1.0
18,2,1000,18,1.0
19,3,10,18,0.4000000000000001
19,3,100,18,0.10000000000000002
19,3,1000,18,0.20000000000000004
19,3,10000,18,0.20000000000000004
19,3,100000,18,0.10000000000000002
20,2,1000,11,1.0
21,3,10000,33,1.0
22,3,10,33,1.0
23,1,100,33,1.0
24,1,100000,18,1.0
25,3,10,33,1.0
26,1,100000,11,1.0
27,3,10000,33,1.0
28,3,10,18,1.0
29,3,10,33,1.0
30,1,10,18,0.2
30,1,100,18,0.2
30,1,1000,18,0.0
30,1,10000,18,0.0
30,1,100000,18,0.6
31,3,10000,33,1.0
32,3,1000,33,1.0
33,3,10000,11,1.0
34,2,10000,11,1.0
35,1,10,33,1.0
36,3,10,33,1.0
37,3,10,33,0.4000000000000001
37,3,100,33,0.10000000000000002
37,3,1000,33,0.20000000000000004
37,3,10000,33,0.20000000000000004
37,3,100000,33,0.10000000000000002
38,3,10,18,1.0
39,2,100,33,1.0
40,1,100000,33,1.0
41,2,10000,11,1.0
42,1,10,33,1.0
43,1,10,11,1.0
44,3,10,11,1.0
45,3,10000,11,1.0
46,3,1000,11,1.0
47,1,100000,18,1.0
48,3,1000,18,1.0
49,1,100000,33,1.0
50,3,10000,18,1.0
51,3,10,33,1.0
52,2,100,33,1.0
53,3,10000,11,1.0
54,1,100000,33,1.0
55,3,10000,33,1.0
56,3,100000,33,1.0
57,1,100000,33,1.0
58,1,10,33,1.0
59,1,100,33,1.0
60,3,1000,11,1.0
61,3,10000,18,1.0
62,3,10,11,1.0
63,2,10000,18,1.0
64,3,10000,11,1.0
65,3,1000,33,1.0
66,2,100,11,1.0
67,2,1000,33,1.0
68,1,100,33,1.0
69,3,10000,33,1.0
70,3,100000,33,1.0
71,1,100000,33,1.0
72,2,100,11,1.0
73,2,1000,33,1.0
74,1,10,11,0.2
74,1,100,11,0.2
74,1,1000,11,0.0
74,1,10000,11,0.0
74,1,100000,11,0.6
75,3,10,33,0.4000000000000001
75,3,100,33,0.10000000000000002
75,3,1000,33,0.20000000000000004
75,3,10000,33,0.20000000000000004
75,3,100000,33,0.10000000000000002
76,1,100000,18,1.0
77,1,100000,18,1.0
78,1,100,33,1.0
79,1,100000,33,1.0
80,3,1000,33,1.0
81,3,1000,18,1.0
82,2,1000,11,1.0
83,3,10,33,1.0
