block_id,A,B,probability
0,3,1000,1.0
1,1,10,0.3
1,1,100,0.0
1,1,1000,0.3
1,1,10000,0.1
1,1,100000,0.1
1,1,1000000,0.2
2,1,10,1.0
3,3,100000,1.0
4,3,1000000,1.0
5,6,1000000,1.0
6,6,1000000,1.0
7,6,100000,1.0
8,6,1000000,1.0
9,2,100,1.0
10,3,100,1.0
11,3,10,1.0
12,6,10,0.0
12,6,100,0.0
12,6,1000,0.0
12,6,10000,0.0
12,6,100000,0.5
12,6,1000000,0.5
13,6,1000000,1.0
14,1,1000,1.0
15,6,1000000,1.0
16,3,100,1.0
17,3,100000,1.0
18,6,1000000,1.0
19,1,10,0.3
19,1,100,0.0
19,1,1000,0.3
19,1,10000,0.1
19,1,100000,0.1
19,1,1000000,0.2
20,6,1000000,1.0
21,3,10,0.2
21,3,100,0.2
21,3,1000,0.2
21,3,10000,0.0
21,3,100000,0.2
21,3,1000000,0.2
22,3,1000,1.0
23,3,1000000,1.0
24,2,100,1.0
25,6,100000,1.0
26,1,10,0.3
26,1,100,0.0
26,1,1000,0.3
26,1,10000,0.1
26,1,100000,0.1
26,1,1000000,0.2
27,1,100000,1.0
28,3,1000,1.0
29,4,10000,1.0
30,1,1000000,1.0
31,6,10,0.0
31,6,100,0.0
31,6,1000,0.0
31,6,10000,0.0
31,6,100000,0.5
31,6,1000000,0.5
32,5,10000,1.0
33,3,1000,1.0
34,3,100,1.0
35,4,1000,1.0
36,6,100000,1.0
37,3,1000000,1.0
38,4,10000,1.0
39,6,1000000,1.0
40,3,10,0.2
40,3,100,0.2
40,3,1000,0.2
40,3,10000,0.0
40,3,100000,0.2
40,3,1000000,0.2
41,5,10000,1.0
42,6,1000000,1.0
43,6,100000,1.0
44,3,10,1.0
45,2,1000,1.0
46,5,100,1.0
47,3,10,1.0
48,5,100,1.0
49,3,10,0.2
49,3,100,0.2
49,3,1000,0.2
49,3,10000,0.0
49,3,100000,0.2
49,3,1000000,0.2
50,6,100000,1.0
51,6,100000,1.0
52,3,1000,1.0
53,3,1000000,1.0
54,3,100,1.0
55,4,10,1.0
56,3,10,0.2
56,3,100,0.2
56,3,1000,0.2
56,3,10000,0.0
56,3,100000,0.2
56,3,1000000,0.2
57,6,1000000,1.0
58,3,1000000,1.0
59,3,10,1.0
60,6,1000000,1.0
61,6,100000,1.0
62,3,100,1.0
63,5,10,0.0
63,5,100,0.3
63,5,1000,0.3
63,5,10000,0.4
63,5,100000,0.0
63,5,1000000,0.0
64,3,1000000,1.0
65,3,100000,1.0
66,4,10,1.0
67,6,100000,1.0
68,2,10000,1.0
69,6,1000000,1.0
70,6,100000,1.0
71,6,100000,1.0
72,3,1000000,1.0
73,1,1000000,1.0
74,6,10,0.0
74,6,100,0.0
74,6,1000,0.0
74,6,10000,0.0
74,6,100000,0.5
74,6,1000000,0.5
75,3,10,1.0
76,3,1000,1.0
77,2,10000,1.0
78,6,1000000,1.0
79,4,1000,1.0
80,2,1000,1.0
81,1,10,1.0
82,3,100,1.0
83,1,1000,1.0
84,3,1000,1.0
85,6,1000000,1.0
86,3,10,0.2
86,3,100,0.2
86,3,1000,0.2
86,3,10000,0.0
86,3,100000,0.2
86,3,1000000,0.2
87,3,100000,1.0
88,6,1000000,1.0
89,1,10,1.0
90,3,10,0.2
90,3,100,0.2
90,3,1000,0.2
90,3,10000,0.0
90,3,100000,0.2
90,3,1000000,0.2
91,1,10,0.3
91,1,100,0.0
91,1,1000,0.3
91,1,10000,0.1
91,1,100000,0.1
91,1,1000000,0.2
92,6,1000000,1.0
93,6,100000,1.0
94,5,100,1.0
95,6,100000,1.0
96,6,100000,1.0
97,6,1000000,1.0
98,4,10,1.0
99,6,1000000,1.0
100,6,1000000,1.0
101,2,100,1.0
102,1,10000,1.0
103,6,100000,1.0
104,2,100,1.0
105,5,100,1.0
106,1,10,1.0
107,1,10,1.0
108,1,1000,1.0
109,6,1000000,1.0
110,2,100,1.0
111,1,100000,1.0
112,6,100000,1.0
113,6,1000000,1.0
114,6,100000,1.0
115,1,100000,1.0
116,5,100,1.0
117,5,1000,1.0
118,3,10,1.0
119,6,1000000,1.0
120,5,100,1.0
121,1,10,1.0
122,3,10,1.0
123,1,10,1.0
124,6,1000000,1.0
125,1,10,0.3
125,1,100,0.0
125,1,1000,0.3
125,1,10000,0.1
125,1,100000,0.1
125,1,1000000,0.2
126,6,100000,1.0
127,3,1000000,1.0
128,6,1000000,1.0
129,3,10,0.2
129,3,100,0.2
129,3,1000,0.2
129,3,10000,0.0
129,3,100000,0.2
129,3,1000000,0.2
130,2,10000,1.0
131,1,10,0.3
131,1,100,0.0
131,1,1000,0.3
131,1,10000,0.1
131,1,100000,0.1
131,1,1000000,0.2
132,4,10000,1.0
133,5,100,1.0
134,4,1000,1.0
135,1,1000000,1.0
136,2,100,1.0
137,4,10,1.0
138,6,1000000,1.0
139,1,1000,1.0
140,4,1000000,1.0
141,5,100,1.0
142,6,1000000,1.0
143,1,1000000,1.0
144,3,100,1.0
145,1,1000,1.0
146,6,1000000,1.0
147,6,10,0.0
147,6,100,0.0
147,6,1000,0.0
147,6,10000,0.0
147,6,100000,0.5
147,6,1000000,0.5
148,4,10,0.3
148,4,100,0.0
148,4,1000,0.3
148,4,10000,0.1
148,4,100000,0.1
148,4,1000000,0.2
149,4,10,1.0
150,4,10,1.0
151,3,10,0.2
151,3,100,0.2
151,3,1000,0.2
151,3,10000,0.0
151,3,100000,0.2
151,3,1000000,0.2
152,3,1000000,1.0
153,1,10000,1.0
154,1,10,0.3
154,1,100,0.0
154,1,1000,0.3
154,1,10000,0.1
154,1,100000,0.1
154,1,1000000,0.2
155,6,1000000,1.0
156,6,1000000,1.0
157,2,100,1.0
158,6,100000,1.0
159,3,1000000,1.0
160,6,1000000,1.0
161,5,100,1.0
162,5,10000,1.0
163,1,1000000,1.0
164,5,10000,1.0
