block_id,A,B,C,probability
0,20,3,15,1.0
1,13,3,123,1.0
2,13,3,123,1.0
3,2,24,245,1.0
4,18,3,78,1.0
5,18,98,15,1.0
6,13,3,4,1.0
7,13,14,245,1.0
8,13,24,4,0.2
8,13,24,15,0.2
8,13,24,78,0.2
8,13,24,123,0.2
8,13,24,245,0.2
9,2,24,4,0.2
9,2,24,15,0.2
9,2,24,78,0.2
9,2,24,123,0.2
9,2,24,245,0.2
10,20,3,123,1.0
11,13,98,78,1.0
12,2,3,78,1.0
13,2,98,78,1.0
14,2,3,78,1.0
15,18,98,78,1.0
16,20,3,15,1.0
17,18,14,245,1.0
18,2,98,4,0.1
18,2,98,15,0.2
18,2,98,78,0.3
18,2,98,123,0.1
18,2,98,245,0.3
19,20,14,245,1.0
20,13,3,15,1.0
21,18,3,245,1.0
22,18,98,15,1.0
23,18,3,245,1.0
24,18,14,4,1.0
25,2,98,78,1.0
26,13,14,4,1.0
27,13,24,4,0.2
27,13,24,15,0.2
27,13,24,78,0.2
27,13,24,123,0.2
27,13,24,245,0.2
28,18,3,245,1.0
29,2,24,245,1.0
30,18,14,78,1.0
31,18,98,4,0.1
31,18,98,15,0.2
31,18,98,78,0.3
31,18,98,123,0.1
31,18,98,245,0.3
32,18,3,245,1.0
33,2,14,123,1.0
34,2,98,78,1.0
35,13,24,123,1.0
36,18,3,245,1.0
37,18,24,123,1.0
38,18,24,123,1.0
39,13,24,123,1.0
40,2,24,15,1.0
41,20,98,4,0.09999999999999998
41,20,98,15,0.19999999999999996
41,20,98,78,0.29999999999999993
41,20,98,123,0.29999999999999993
41,20,98,245,0.09999999999999998
42,18,3,245,1.0
43,13,3,78,1.0
44,2,24,4,0.2
44,2,24,15,0.2
44,2,24,78,0.2
44,2,24,123,0.2
44,2,24,245,0.2
45,20,3,78,1.0
46,13,24,4,1.0
47,18,24,4,1.0
48,18,3,78,1.0
49,2,14,15,1.0
50,2,24,78,1.0
51,20,24,123,1.0
52,20,14,245,1.0
53,20,14,78,1.0
54,20,98,4,0.09999999999999998
54,20,98,15,0.19999999999999996
54,20,98,78,0.29999999999999993
54,20,98,123,0.29999999999999993
54,20,98,245,0.09999999999999998
55,18,24,123,1.0
56,20,3,15,1.0
57,2,3,4,1.0
58,20,14,78,1.0
59,2,3,245,1.0
