block_id,A,B,C,probability
0,13,3,1,1.0
1,13,3,1,1.0
2,13,3,1,1.0
3,13,24,1,1.0
4,18,98,100,1.0
5,18,98,100,1.0
6,18,14,1,0.5084840612990837
6,18,14,100,0.49151593870091614
7,20,24,1,1.0
8,20,3,1,1.0
9,18,3,1,1.0
10,13,24,1,1.0
11,18,98,100,1.0
12,20,24,1,1.0
13,13,3,1,0.5084840612990837
13,13,3,100,0.49151593870091614
14,18,24,1,1.0
15,20,98,1,1.0
16,18,3,1,1.0
17,20,14,1,0.616749058616513
17,20,14,100,0.383250941383487
18,2,98,100,1.0
19,2,24,1,0.5084840612990837
19,2,24,100,0.49151593870091614
20,20,24,100,1.0
21,18,98,1,0.5084840612990837
21,18,98,100,0.49151593870091614
22,20,24,1,0.5084840612990837
22,20,24,100,0.49151593870091614
23,13,24,1,1.0
24,20,98,1,1.0
25,20,98,1,0.5084840612990837
25,20,98,100,0.49151593870091614
26,18,14,1,1.0
27,18,3,100,1.0
28,20,3,1,1.0
29,13,14,1,1.0
30,18,3,100,1.0
31,18,98,1,1.0
32,2,3,1,0.5084840612990837
32,2,3,100,0.49151593870091614
33,13,14,1,0.5084840612990837
33,13,14,100,0.49151593870091614
34,2,3,100,1.0
35,20,98,1,1.0
36,2,3,1,1.0
37,20,24,100,1.0
38,20,24,1,0.5084840612990837
38,20,24,100,0.49151593870091614
39,20,3,1,1.0
40,13,24,1,1.0
41,13,98,1,0.5084840612990837
41,13,98,100,0.49151593870091614
42,13,3,1,1.0
43,20,24,1,1.0
44,13,3,1,1.0
45,13,24,1,0.5084840612990837
45,13,24,100,0.49151593870091614
46,2,14,1,1.0
47,13,14,1,1.0
48,13,3,1,1.0
49,20,3,1,1.0
50,13,24,1,1.0
51,2,3,100,1.0
52,18,3,1,0.616749058616513
52,18,3,100,0.383250941383487
53,13,3,1,1.0
54,18,24,1,0.5084840612990837
54,18,24,100,0.49151593870091614
55,20,98,1,1.0
56,20,98,1,1.0
57,20,24,1,1.0
58,18,24,100,1.0
59,18,98,1,1.0
60,18,98,1,1.0
61,18,14,1,1.0
62,20,98,1,0.5084840612990837
62,20,98,100,0.49151593870091614
63,18,3,1,1.0
64,20,24,1,1.0
65,13,3,1,1.0
66,18,98,100,1.0
67,18,3,1,1.0
68,18,24,1,1.0
69,18,24,1,0.5084840612990837
69,18,24,100,0.49151593870091614
70,2,24,1,0.5084840612990837
70,2,24,100,0.49151593870091614
71,2,14,1,1.0
72,13,3,1,1.0
73,20,3,1,1.0
74,18,3,1,1.0
75,2,24,1,0.5084840612990837
75,2,24,100,0.49151593870091614
76,13,24,1,1.0
77,18,14,1,1.0
78,2,98,1,0.5084840612990837
78,2,98,100,0.49151593870091614
79,13,14,1,1.0
80,18,14,1,1.0
81,13,24,1,1.0
82,2,3,1,0.5084840612990837
82,2,3,100,0.49151593870091614
83,18,14,1,1.0
84,18,14,100,1.0
85,2,98,1,0.5084840612990837
85,2,98,100,0.49151593870091614
86,20,24,1,0.5084840612990837
86,20,24,100,0.49151593870091614
87,18,3,1,0.616749058616513
87,18,3,100,0.383250941383487
88,13,3,1,1.0
89,2,24,1,1.0
90,13,98,1,1.0
91,2,24,1,1.0
92,13,14,1,0.5084840612990837
92,13,14,100,0.49151593870091614
93,20,3,1,1.0
94,2,24,1,0.5084840612990837
94,2,24,100,0.49151593870091614
95,20,98,1,1.0
96,13,14,1,0.5084840612990837
96,13,14,100,0.49151593870091614
97,20,98,1,1.0
98,2,3,1,0.5084840612990837
98,2,3,100,0.49151593870091614
99,13,3,1,0.5084840612990837
99,13,3,100,0.49151593870091614
100,2,24,1,1.0
101,20,98,1,1.0
102,20,24,100,1.0
103,20,98,1,1.0
104,18,3,1,0.616749058616513
104,18,3,100,0.383250941383487
105,18,3,1,0.616749058616513
105,18,3,100,0.383250941383487
106,2,3,1,0.5084840612990837
106,2,3,100,0.49151593870091614
107,20,3,1,1.0
108,18,3,1,0.616749058616513
108,18,3,100,0.383250941383487
109,13,3,1,0.5084840612990837
109,13,3,100,0.49151593870091614
110,20,24,1,0.5084840612990837
110,20,24,100,0.49151593870091614
111,2,98,100,1.0
112,2,24,1,1.0
113,18,14,1,1.0
114,20,24,1,0.5084840612990837
114,20,24,100,0.49151593870091614
115,13,24,1,1.0
116,2,24,1,0.5084840612990837
116,2,24,100,0.49151593870091614
117,18,24,1,0.5084840612990837
117,18,24,100,0.49151593870091614
118,2,98,1,1.0
119,13,3,1,0.5084840612990837
119,13,3,100,0.49151593870091614
120,13,14,1,1.0
121,18,24,1,1.0
122,20,98,1,0.5084840612990837
122,20,98,100,0.49151593870091614
123,13,3,1,1.0
124,20,24,1,1.0
125,20,3,1,0.616749058616513
125,20,3,100,0.383250941383487
126,18,14,1,1.0
127,2,24,1,1.0
128,20,24,1,1.0
129,20,14,1,0.616749058616513
129,20,14,100,0.383250941383487
130,13,3,1,1.0
131,18,3,1,1.0
132,20,3,100,1.0
133,13,3,1,1.0
134,13,14,100,1.0
135,13,3,1,0.5084840612990837
