block_id,A,B,C,D,probability
0,31,74,24,75,1.0
1,45,74,88,24,0.0
1,45,74,88,75,0.5
1,45,74,88,88,0.0
1,45,74,88,120,0.5
2,31,74,88,24,1.0
3,31,3,24,75,1.0
4,45,145,24,75,1.0
5,31,74,75,24,1.0
6,2,555,24,88,0.0
6,2,555,75,88,0.3333333333333333
6,2,555,88,88,0.0
6,2,555,120,88,0.6666666666666666
7,45,3,75,120,0.8
7,45,74,75,120,0.0
7,45,145,75,120,0.0
7,45,555,75,120,0.2
8,45,145,88,88,1.0
9,31,555,24,24,1.0
10,2,555,120,88,1.0
11,31,555,120,88,1.0
12,2,555,120,120,1.0
13,31,74,24,24,1.0
14,2,3,120,88,1.0
15,31,145,75,24,1.0
16,45,74,24,88,1.0
17,2,555,75,88,1.0
18,2,3,24,75,1.0
19,31,74,24,24,1.0
20,45,3,88,88,1.0
21,2,555,120,75,1.0
22,31,74,88,75,1.0
23,2,145,88,120,1.0
24,2,3,88,24,1.0
25,31,145,88,75,1.0
26,2,145,88,120,1.0
27,2,74,120,88,1.0
28,2,145,88,120,1.0
29,2,555,88,120,1.0
30,31,74,24,120,1.0
31,31,3,24,88,1.0
32,2,74,120,88,1.0
33,31,3,75,24,1.0
34,31,3,24,120,1.0
35,2,555,88,75,1.0
36,45,145,88,88,1.0
37,2,555,120,24,0.0
37,2,555,120,75,0.3333333333333333
37,2,555,120,88,0.0
37,2,555,120,120,0.6666666666666666
38,2,145,75,120,1.0
39,2,74,24,120,0.0
39,2,74,75,120,0.3333333333333333
39,2,74,88,120,0.0
39,2,74,120,120,0.6666666666666666
40,45,145,120,75,1.0
41,45,3,88,88,1.0
42,2,555,120,24,1.0
43,31,555,24,75,1.0
44,31,74,24,24,1.0
45,31,555,88,24,1.0
46,31,145,88,88,1.0
47,45,145,120,24,1.0
48,31,145,88,75,1.0
49,2,145,120,88,1.0
50,31,74,24,24,0.0
50,31,74,75,24,0.75
50,31,74,88,24,0.0
50,31,74,120,24,0.25000000000000006
51,31,555,88,24,1.0
52,31,74,75,24,1.0
53,31,145,120,88,1.0
54,45,3,75,120,1.0
55,2,3,24,88,1.0
56,45,3,88,24,1.0
57,45,3,88,75,1.0
58,31,145,24,24,0.0
58,31,145,75,24,0.75
58,31,145,88,24,0.0
58,31,145,120,24,0.25000000000000006
59,2,3,120,88,0.6
59,2,74,120,88,0.0
59,2,145,120,88,0.0
59,2,555,120,88,0.4000000000000001
60,2,74,75,88,1.0
61,2,145,75,120,1.0
62,31,74,24,120,1.0
63,2,3,88,120,1.0
64,2,74,88,120,1.0
65,2,555,88,75,1.0
66,31,3,24,24,1.0
67,31,3,88,75,1.0
68,31,74,75,24,1.0
69,45,555,24,24,1.0
70,31,145,75,24,1.0
71,31,555,24,24,0.0
71,31,555,75,24,0.75
71,31,555,88,24,0.0
71,31,555,120,24,0.25000000000000006
72,45,3,88,120,1.0
73,2,74,75,75,1.0
74,31,145,75,75,1.0
75,45,3,24,24,1.0
76,2,145,75,120,1.0
77,2,145,88,88,1.0
78,2,3,88,75,1.0
79,31,3,75,24,0.4000000000000001
79,31,74,75,24,0.0
79,31,145,75,24,0.0
79,31,555,75,24,0.6
80,2,555,24,75,0.0
80,2,555,75,75,0.3333333333333333
80,2,555,88,75,0.0
80,2,555,120,75,0.6666666666666666
81,2,145,120,75,1.0
82,2,555,120,120,1.0
83,2,555,75,24,1.0
84,31,74,120,75,1.0
85,31,74,24,120,1.0
86,45,145,24,88,1.0
87,45,3,88,75,1.0
88,2,145,24,88,1.0
89,45,145,88,24,1.0
90,2,145,24,24,1.0
91,31,555,75,75,1.0
92,31,74,120,24,1.0
93,2,74,88,75,1.0
94,2,145,75,120,1.0
95,45,555,88,24,1.0
96,31,145,75,120,1.0
97,31,74,24,24,1.0
98,31,74,75,24,1.0
99,2,555,24,88,1.0
100,2,3,75,24,0.0
100,2,3,75,75,0.3333333333333333
100,2,3,75,88,0.0
100,2,3,75,120,0.6666666666666666
101,31,555,88,24,1.0
102,45,145,24,120,1.0
103,2,145,88,88,1.0
104,2,555,120,120,1.0
105,45,145,88,24,1.0
106,2,145,24,88,1.0
107,31,555,75,24,1.0
108,45,145,88,88,1.0
109,31,145,24,88,1.0
110,31,555,24,75,0.0
110,31,555,75,75,0.75
110,31,555,88,75,0.0
110,31,555,120,75,0.25000000000000006
111,31,145,24,75,0.0
