block_id,A,B,probability
0,23,100,1.0
1,23,100,1.0
2,21,13,1.0
3,10,13,1.0
4,23,100,1.0
5,23,100,1.0
6,21,55,1.0
7,21,55,1.0
8,10,13,1.0
9,10,13,1.0
10,21,100,1.0
11,21,55,1.0
12,10,100,1.0
13,23,13,0.1
13,23,55,0.1
13,23,100,0.8
14,10,13,1.0
15,10,55,1.0
16,21,55,1.0
17,21,55,1.0
18,21,55,1.0
19,10,13,1.0
20,10,13,1.0
21,10,13,1.0
22,21,55,1.0
23,21,55,1.0
24,21,100,1.0
25,10,13,1.0
26,10,13,1.0
27,23,100,1.0
28,10,13,1.0
29,10,55,1.0
30,23,100,1.0
31,21,100,1.0
32,21,55,1.0
33,23,55,1.0
34,10,13,1.0
35,21,55,1.0
36,23,13,0.1
36,23,55,0.1
36,23,100,0.8
37,23,100,1.0
38,23,100,1.0
39,10,13,1.0
40,23,100,1.0
41,23,55,1.0
42,23,100,1.0
43,23,55,1.0
44,10,55,1.0
45,23,100,1.0
46,10,100,1.0
47,10,13,1.0
48,21,55,1.0
49,10,13,1.0
50,23,100,1.0
51,10,13,1.0
52,10,55,1.0
53,23,100,1.0
54,23,100,1.0
55,10,13,1.0
56,10,13,1.0
57,23,13,0.1
57,23,55,0.1
57,23,100,0.8
58,10,13,1.0
59,10,13,1.0
60,23,100,1.0
61,10,13,1.0
62,21,13,1.0
63,21,55,1.0
64,23,100,1.0
65,10,13,1.0
66,10,55,1.0
67,10,13,1.0
68,23,13,0.1
68,23,55,0.1
68,23,100,0.8
69,23,55,1.0
70,21,55,1.0
71,10,13,1.0
72,10,13,1.0
73,10,13,1.0
74,23,55,1.0
75,21,55,1.0
76,10,13,1.0
77,23,13,0.1
77,23,55,0.1
77,23,100,0.8
78,10,13,1.0
79,10,13,1.0
80,23,100,1.0
81,10,13,1.0
82,10,13,1.0
83,23,55,1.0
84,10,100,1.0
85,21,55,1.0
86,23,13,1.0
87,23,100,1.0
88,10,13,1.0
89,23,100,1.0
90,21,55,1.0
91,10,13,1.0
92,23,13,0.1
92,23,55,0.1
92,23,100,0.8
93,10,13,1.0
94,10,55,1.0
95,23,13,1.0
96,10,13,1.0
97,23,100,1.0
98,23,13,0.1
98,23,55,0.1
98,23,100,0.8
99,23,100,1.0
100,10,100,1.0
101,10,13,1.0
102,23,100,1.0
103,10,13,1.0
104,21,55,1.0
105,23,100,1.0
106,21,55,1.0
107,23,100,1.0
108,23,100,1.0
109,10,13,1.0
110,21,100,1.0
111,21,55,1.0
112,10,13,1.0
113,10,13,1.0
