block_id,A,B,C,probability
0,589,345,254,1.0
1,21,94,254,1.0
2,254,94,254,1.0
3,589,345,789,1.0
4,53,147,65,1.0
5,53,147,65,1.0
6,21,33,254,1.0
7,53,345,41,1.0
8,21,345,789,1.0
9,53,345,65,1.0
10,53,147,41,1.0
11,254,147,65,1.0
12,589,147,789,1.0
13,254,33,65,1.0
14,21,94,65,1.0
15,21,94,41,1.0
16,21,345,65,1.0
17,53,345,41,1.0
18,21,33,41,1.0
19,21,33,65,1.0
20,53,147,65,1.0
21,254,94,254,1.0
22,21,147,41,1.0
23,53,345,65,1.0
24,21,33,65,1.0
25,21,94,41,1.0
26,53,33,254,1.0
27,53,147,254,1.0
28,21,147,254,1.0
29,254,33,65,0.0
29,254,94,65,0.0
29,254,147,65,0.49999999999999994
29,254,200,65,0.33333333333333337
29,254,345,65,0.16666666666666669
30,21,94,65,1.0
31,53,200,41,1.0
32,53,147,65,1.0
33,53,200,65,1.0
34,589,33,41,0.0
34,589,94,41,0.0
34,589,147,41,0.3333333333333333
34,589,200,41,0.3333333333333333
34,589,345,41,0.3333333333333333
35,254,94,254,1.0
36,53,200,254,1.0
37,53,147,65,1.0
38,53,33,65,1.0
39,254,94,65,1.0
40,589,33,789,0.0
40,589,94,789,0.0
40,589,147,789,0.3333333333333333
40,589,200,789,0.3333333333333333
40,589,345,789,0.3333333333333333
41,254,94,41,1.0
42,53,200,65,1.0
43,53,33,65,1.0
44,53,147,41,1.0
45,21,33,65,1.0
46,53,147,41,1.0
47,53,345,254,1.0
48,53,200,789,1.0
49,53,147,65,1.0
50,589,147,65,1.0
51,589,147,254,1.0
52,21,94,789,1.0
53,53,345,65,1.0
54,53,147,254,1.0
55,53,345,65,1.0
56,53,345,65,1.0
57,589,147,789,1.0
58,21,33,254,0.0
58,21,94,254,0.0
58,21,147,254,0.6
58,21,200,254,0.0
58,21,345,254,0.4000000000000001
59,589,33,254,0.0
59,589,94,254,0.0
59,589,147,254,0.3333333333333333
59,589,200,254,0.3333333333333333
59,589,345,254,0.3333333333333333
60,254,33,254,1.0
61,53,200,41,1.0
62,21,147,254,1.0
63,589,33,65,1.0
64,589,200,254,1.0
65,21,33,65,1.0
66,254,147,65,1.0
67,53,345,41,1.0
68,53,345,65,1.0
69,254,33,254,1.0
70,589,345,789,1.0
71,254,200,65,1.0
72,53,200,65,1.0
73,254,147,65,1.0
74,254,33,41,0.0
74,254,94,41,0.0
74,254,147,41,0.49999999999999994
74,254,200,41,0.33333333333333337
74,254,345,41,0.16666666666666669
75,21,345,254,1.0
76,53,33,65,1.0
77,254,33,41,0.0
77,254,94,41,0.0
77,254,147,41,0.49999999999999994
77,254,200,41,0.33333333333333337
77,254,345,41,0.16666666666666669
78,53,33,254,0.0
78,53,94,254,0.0
78,53,147,254,0.4444444444444445
78,53,200,254,0.22222222222222224
78,53,345,254,0.33333333333333326
79,589,33,789,1.0
80,53,33,65,1.0
81,53,200,65,1.0
82,53,147,65,1.0
83,21,147,254,1.0
84,21,345,789,1.0
85,589,33,41,0.0
85,589,94,41,0.0
85,589,147,41,0.3333333333333333
85,589,200,41,0.3333333333333333
85,589,345,41,0.3333333333333333
86,53,200,789,1.0
87,21,33,789,1.0
88,53,147,41,1.0
89,53,147,65,1.0
90,53,200,254,1.0
91,53,345,254,1.0
92,53,345,65,1.0
93,21,147,65,1.0
94,53,345,65,1.0
95,21,33,65,1.0
96,21,33,65,1.0
97,589,345,41,1.0
98,53,345,41,1.0
99,254,147,41,1.0
100,21,147,789,1.0
101,53,200,65,1.0
102,254,147,41,1.0
103,53,147,65,1.0
104,589,33,65,1.0
105,53,345,65,1.0
106,589,33,254,1.0
107,21,94,41,1.0
108,589,33,65,1.0
109,53,147,789,1.0
110,21,147,65,1.0
111,53,345,789,1.0
112,53,200,41,1.0
113,53,147,41,1.0
114,53,33,65,0.0
114,53,94,65,0.0
114,53,147,65,0.4444444444444445
114,53,200,65,0.22222222222222224
114,53,345,65,0.33333333333333326
115,254,94,254,1.0
116,21,94,65,1.0
117,53,345,65,1.0
118,589,33,41,1.0
119,254,94,254,1.0
120,53,345,65,1.0
121,53,147,789,1.0
122,254,147,254,1.0
123,53,345,65,1.0
124,21,147,254,1.0
125,589,33,41,1.0
126,53,345,789,1.0
127,21,147,41,1.0
128,254,33,41,1.0
129,53,345,65,1.0
130,53,345,254,1.0
131,53,200,65,1.0
132,53,200,65,1.0
133,21,345,65,1.0
134,589,200,254,1.0
135,254,147,41,1.0
136,254,147,41,1.0
137,254,94,65,1.0
138,21,147,65,1.0
139,254,33,41,0.0
139,254,94,41,0.0
139,254,147,41,0.49999999999999994
139,254,200,41,0.33333333333333337
139,254,345,41,0.16666666666666669
140,254,200,65,1.0
141,254,200,41,1.0
142,589,33,789,1.0
143,254,94,41,1.0
144,589,200,41,1.0
145,589,33,254,1.0
146,53,345,65,1.0
147,53,147,65,1.0
148,53,200,254,1.0
149,21,94,41,1.0
150,254,94,41,1.0
151,53,200,41,1.0
152,53,345,41,1.0
153,21,94,65,1.0
154,254,200,65,1.0
155,53,200,41,1.0
156,21,33,65,1.0
157,21,33,65,0.0
157,21,94,65,0.0
157,21,147,65,0.6
157,21,200,65,0.0
157,21,345,65,0.4000000000000001
158,53,200,41,1.0
159,21,147,789,1.0
160,53,200,41,1.0
161,21,147,41,1.0
162,589,200,789,1.0
163,21,345,789,1.0
164,53,33,65,0.0
164,53,94,65,0.0
164,53,147,65,0.4444444444444445
