block_id,A,B,C,probability
0,2,10,4,1.0
1,2,100,4,0.8
1,2,100,7,0.2
2,2,10,4,1.0
3,1,100,4,1.0
4,2,10,4,1.0
5,1,10,4,0.8
5,1,10,7,0.2
6,2,10,4,1.0
7,1,100,4,1.0
8,2,10,4,1.0
9,2,10,4,1.0
10,2,100,4,0.8
10,2,100,7,0.2
11,2,10,4,1.0
12,2,10,4,1.0
13,2,10,4,1.0
14,2,10,7,1.0
15,2,10,4,1.0
16,1,100,4,1.0
17,2,10,7,1.0
18,1,100,7,1.0
19,2,10,7,1.0
20,2,10,4,1.0
21,1,10,4,0.8
21,1,10,7,0.2
22,2,10,4,1.0
23,2,10,4,1.0
24,2,10,4,1.0
25,2,10,4,1.0
26,2,10,4,1.0
27,2,10,4,1.0
28,1,100,4,1.0
29,2,10,4,1.0
30,2,10,7,1.0
31,2,10,7,1.0
32,2,10,4,1.0
33,2,100,4,1.0
34,2,10,4,1.0
35,1,100,7,1.0
36,2,10,4,1.0
37,2,10,4,1.0
38,2,10,7,1.0
39,2,100,4,0.8
39,2,100,7,0.2
40,2,10,4,1.0
41,2,10,4,1.0
42,2,10,4,1.0
43,2,10,4,1.0
44,1,100,4,1.0
45,2,10,4,1.0
46,2,10,4,1.0
47,2,10,4,1.0
48,2,100,4,1.0
49,2,100,4,0.8
49,2,100,7,0.2
50,2,10,4,1.0
51,1,100,4,1.0
52,1,100,4,1.0
53,2,10,4,1.0
54,2,10,4,1.0
55,2,10,7,1.0
56,2,100,4,0.8
56,2,100,7,0.2
57,1,100,4,1.0
58,2,10,4,1.0
59,2,10,4,1.0
60,2,10,4,1.0
61,2,100,4,0.8
61,2,100,7,0.2
62,1,100,4,1.0
63,2,100,4,0.8
63,2,100,7,0.2
64,1,100,4,1.0
65,2,10,4,1.0
66,2,10,4,1.0
67,2,10,4,1.0
68,2,10,4,1.0
69,1,10,4,0.8
69,1,10,7,0.2
70,2,10,4,1.0
71,2,10,4,1.0
72,2,10,4,1.0
73,2,10,7,1.0
74,1,100,7,1.0
75,2,10,7,1.0
76,2,100,4,0.8
76,2,100,7,0.2
77,2,10,4,1.0
78,2,10,4,1.0
79,2,100,4,1.0
80,1,100,7,1.0
81,2,10,4,1.0
82,2,10,4,1.0
83,2,10,4,1.0
84,2,10,4,1.0
85,2,10,4,1.0
86,2,10,4,1.0
87,2,10,4,1.0
88,2,10,4,1.0
89,1,100,4,1.0
90,1,100,4,1.0
91,2,100,4,0.8
91,2,100,7,0.2
92,2,10,4,1.0
93,1,100,4,1.0
94,2,10,4,1.0
95,2,10,4,1.0
96,2,10,4,1.0
97,2,10,4,1.0
98,2,10,4,1.0
99,1,100,7,1.0
100,2,10,7,1.0
101,2,10,4,1.0
102,2,10,4,1.0
103,2,10,4,1.0
104,2,10,4,1.0
105,2,10,4,1.0
106,2,10,4,1.0
107,1,100,4,1.0
108,2,10,4,1.0
109,1,100,4,1.0
110,1,100,4,1.0
111,2,10,4,1.0
112,2,10,7,1.0
113,1,100,4,1.0
114,2,10,4,1.0
115,2,10,4,1.0
116,1,100,7,1.0
117,2,10,4,1.0
118,2,10,4,1.0
119,2,10,4,1.0
120,2,10,4,1.0
121,2,10,4,1.0
122,2,10,4,1.0
123,2,10,4,1.0
124,2,10,4,1.0
125,2,10,4,1.0
126,2,10,4,1.0
127,2,10,4,1.0
128,2,10,4,1.0
129,2,10,7,1.0
130,2,10,4,1.0
131,2,10,7,1.0
132,2,10,4,1.0
